@relation movement

@attribute MDS0 numeric
@attribute MDS1 numeric
@attribute MDS2 numeric
@attribute MDS3 numeric
@attribute MDS4 numeric
@attribute MDS5 numeric
@attribute MDS6 numeric
@attribute MDS7 numeric
@attribute MDS8 numeric
@attribute MDS9 numeric
@attribute MDS10 numeric
@attribute MDS11 numeric
@attribute MDS12 numeric
@attribute MDS13 numeric
@attribute MDS14 numeric
@attribute MDS15 numeric
@attribute MDS16 numeric
@attribute MDS17 numeric
@attribute MDS18 numeric
@attribute MDS19 numeric
@attribute MDS20 numeric
@attribute MDS21 numeric
@attribute MDS22 numeric
@attribute MDS23 numeric
@attribute MDS24 numeric
@attribute MDS25 numeric
@attribute MDS26 numeric
@attribute MDS27 numeric
@attribute MDS28 numeric
@attribute MDS29 numeric
@attribute MDS30 numeric
@attribute MDS31 numeric
@attribute MDS32 numeric
@attribute MDS33 numeric
@attribute MDS34 numeric
@attribute MDS35 numeric
@attribute MDS36 numeric
@attribute MDS37 numeric
@attribute MDS38 numeric
@attribute MDS39 numeric
@attribute MDS40 numeric
@attribute MDS41 numeric
@attribute MDS42 numeric
@attribute MDS43 numeric
@attribute MDS44 numeric
@attribute MDS45 numeric
@attribute MDS46 numeric
@attribute MDS47 numeric
@attribute MDS48 numeric
@attribute MDS49 numeric
@attribute MDS50 numeric
@attribute MDS51 numeric
@attribute MDS52 numeric
@attribute MDS53 numeric
@attribute MDS54 numeric
@attribute MDS55 numeric
@attribute MDS56 numeric
@attribute MDS57 numeric
@attribute MDS58 numeric
@attribute MDS59 numeric
@attribute MDS60 numeric
@attribute MDS61 numeric
@attribute MDS62 numeric
@attribute MDS63 numeric
@attribute MDS64 numeric
@attribute MDS65 numeric
@attribute MDS66 numeric
@attribute MDS67 numeric
@attribute MDS68 numeric
@attribute MDS69 numeric
@attribute MDS70 numeric
@attribute MDS71 numeric
@attribute MDS72 numeric
@attribute MDS73 numeric
@attribute MDS74 numeric
@attribute MDS75 numeric
@attribute MDS76 numeric
@attribute MDS77 numeric
@attribute MDS78 numeric
@attribute MDS79 numeric
@attribute MDS80 numeric
@attribute MDS81 numeric
@attribute MDS82 numeric
@attribute MDS83 numeric
@attribute MDS84 numeric
@attribute MDS85 numeric
@attribute MDS86 numeric
@attribute MDS87 numeric
@attribute MDS88 numeric
@attribute MDS89 numeric
@attribute class {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15}

@data
0.466669,0.827591,0.471396,0.821867,0.47489,0.823899,0.470181,0.830188,0.467739,0.834922,0.46512,0.825956,0.463864,0.815285,0.453494,0.775639,0.436619,0.698711,0.376772,0.629392,0.355609,0.589587,0.36111,0.524589,0.400868,0.400512,0.424627,0.478875,0.431042,0.425356,0.427012,0.351192,0.423614,0.283867,0.382134,0.260861,0.356596,0.286673,0.330673,0.345275,0.345651,0.398693,0.382867,0.459729,0.400977,0.536916,0.395627,0.547775,0.441799,0.53672,0.464366,0.581967,0.469244,0.758065,0.478361,0.798742,0.457859,0.834899,0.451762,0.873453,0.437796,0.873844,0.441527,0.883385,0.437946,0.879221,0.426852,0.831932,0.43287,0.729109,0.411362,0.611108,0.423985,0.515055,0.410044,0.408377,0.383651,0.370368,0.366312,0.389053,0.341195,0.377298,0.339703,0.391566,0.356411,0.41691,0.360402,0.426265,0.356033,0.45119,3
0.501148,0.808781,0.510295,0.803129,0.506854,0.808181,0.502292,0.808181,0.497699,0.796824,0.486053,0.737341,0.454537,0.66242,0.413961,0.602564,0.38498,0.516027,0.364925,0.4409,0.362766,0.377851,0.393518,0.321308,0.454741,0.267859,0.481958,0.377459,0.482764,0.380282,0.474938,0.354162,0.465285,0.325799,0.42184,0.344473,0.390181,0.396674,0.34934,0.475565,0.358842,0.526146,0.425686,0.557044,0.469438,0.644293,0.478158,0.70064,0.484559,0.689263,0.494257,0.707647,0.494305,0.851614,0.501137,0.823901,0.494308,0.816206,0.489412,0.82716,0.478464,0.80923,0.467784,0.790084,0.470722,0.741575,0.436448,0.686274,0.43287,0.605185,0.425003,0.503081,0.460385,0.418675,0.464437,0.345545,0.452834,0.328037,0.42316,0.364748,0.392706,0.380373,0.386408,0.427714,0.403257,0.481055,0.403963,0.5201,0.404665,0.548817,3
0.514946,0.833861,0.519452,0.834368,0.518269,0.836478,0.513758,0.842768,0.511518,0.828572,0.495347,0.784806,0.456875,0.697448,0.418602,0.586531,0.373245,0.483973,0.322279,0.4409,0.305488,0.400661,0.319451,0.334424,0.349145,0.267859,0.350315,0.360556,0.340522,0.369014,0.3268,0.351192,0.310185,0.309675,0.250625,0.314377,0.229978,0.363338,0.224005,0.387617,0.245389,0.447709,0.29219,0.526848,0.317853,0.624157,0.330098,0.691078,0.342047,0.697745,0.377012,0.737698,0.387242,0.893546,0.394075,0.861626,0.389519,0.806853,0.392946,0.716053,0.38277,0.599997,0.38425,0.559764,0.360662,0.573034,0.347715,0.532206,0.365744,0.446689,0.356818,0.364202,0.374732,0.310246,0.382852,0.293197,0.377365,0.322745,0.353687,0.410338,0.319738,0.417172,0.318474,0.530119,0.342165,0.655985,0.342578,0.72117,0.338522,0.79419,3
0.43219,0.05956,0.432497,0.062492,0.429222,0.062885,0.426603,0.066036,0.423961,0.069847,0.420935,0.069612,0.414912,0.066878,0.397682,0.067305,0.368548,0.054498,0.334126,0.051122,0.305488,0.045606,0.296306,0.052463,0.323273,0.086738,0.318472,0.191553,0.295262,0.202822,0.265796,0.178572,0.217591,0.141933,0.133998,0.150492,0.072353,0.2,0.024003,0.260578,0.023749,0.310458,0.057925,0.345641,0.08557,0.399327,0.097085,0.442677,0.118766,0.446329,0.156319,0.475408,0.186789,0.603227,0.218684,0.622643,0.241451,0.654214,0.258818,0.703707,0.270329,0.741533,0.29594,0.804668,0.327874,0.842695,0.359716,0.854342,0.418976,0.847268,0.452275,0.83024,0.50749,0.768074,0.543934,0.670155,0.561849,0.674607,0.568421,0.775084,0.56438,0.776076,0.577489,0.786146,0.596738,0.781341,0.605942,0.734582,0.603117,0.725595,4
0.558624,0.068958,0.562929,0.068742,0.559357,0.069174,0.559636,0.072326,0.557607,0.073015,0.551159,0.075942,0.550115,0.076426,0.541865,0.080127,0.535213,0.080127,0.526064,0.079871,0.517904,0.078182,0.520842,0.072137,0.545261,0.096943,0.549892,0.194364,0.536637,0.194364,0.514158,0.139885,0.483799,0.067741,0.414386,0.033447,0.351426,0.043344,0.293338,0.078182,0.266492,0.09151,0.264478,0.080543,0.254284,0.104029,0.233011,0.130577,0.218531,0.152543,0.218394,0.177602,0.21185,0.254839,0.214126,0.298742,0.205014,0.348909,0.188239,0.413587,0.167461,0.467687,0.167059,0.571427,0.180329,0.646074,0.19424,0.689069,0.243053,0.714704,0.270456,0.728387,0.338331,0.707828,0.374481,0.649211,0.394132,0.685178,0.408423,0.820674,0.414162,0.858898,0.445857,0.89157,0.49695,0.900879,0.532671,0.857904,0.558367,0.849598,4
0.570117,0.062688,0.57437,0.062492,0.573061,0.062885,0.571102,0.062898,0.569126,0.066665,0.562798,0.066454,0.559443,0.066878,0.548839,0.070518,0.535213,0.064107,0.521323,0.063903,0.505972,0.058636,0.497684,0.052463,0.510775,0.084182,0.501057,0.180285,0.47629,0.180285,0.440089,0.145838,0.395837,0.093535,0.312653,0.086949,0.253236,0.120009,0.200003,0.175895,0.189979,0.209151,0.209066,0.238251,0.222493,0.298662,0.223298,0.347128,0.230406,0.367226,0.248273,0.407103,0.259676,0.538706,0.273351,0.578615,0.2779,0.619936,0.282357,0.67284,0.284689,0.713845,0.300715,0.775512,0.323189,0.820234,0.35012,0.837534,0.405093,0.838616,0.438633,0.83024,0.498933,0.780123,0.537661,0.696335,0.563941,0.711635,0.576845,0.826753,0.581543,0.840492,0.605095,0.846392,0.637477,0.833824,0.659413,0.777481,0.673153,0.759893,4
0.501148,0.244509,0.505717,0.243743,0.504564,0.245276,0.500003,0.248428,0.497699,0.247624,0.493026,0.253158,0.487171,0.251592,0.476747,0.256414,0.469484,0.253202,0.462089,0.255597,0.453457,0.260592,0.465276,0.259015,0.49785,0.242347,0.507434,0.3493,0.504313,0.338031,0.490189,0.294646,0.472227,0.225797,0.414386,0.190629,0.369514,0.186666,0.330673,0.198691,0.319256,0.189542,0.324929,0.171146,0.320293,0.177846,0.303395,0.175153,0.294534,0.163844,0.291951,0.158469,0.273349,0.209674,0.257406,0.229569,0.22779,0.261688,0.190586,0.314813,0.145928,0.369231,0.121714,0.472306,0.103045,0.533705,0.083935,0.56863,0.108801,0.585017,0.106814,0.586414,0.149887,0.578319,0.165268,0.544502,0.163519,0.595236,0.145266,0.744686,0.111586,0.791408,0.121016,0.837348,0.156823,0.862981,0.178222,0.831092,0.194556,0.844332,4
0.655178,0.24138,0.659041,0.240624,0.65754,0.242138,0.655969,0.245289,0.654384,0.247624,0.651169,0.25,0.648019,0.251592,0.639542,0.253202,0.633806,0.256414,0.630334,0.261987,0.630077,0.267108,0.641212,0.272131,0.670266,0.257654,0.687901,0.374648,0.696128,0.374648,0.697168,0.342256,0.706027,0.287086,0.684871,0.257524,0.671846,0.260004,0.664006,0.276873,0.675465,0.277776,0.690177,0.261749,0.699269,0.261739,0.701459,0.248401,0.698335,0.223165,0.696552,0.213118,0.697042,0.245168,0.699316,0.232707,0.685644,0.221193,0.675288,0.225307,0.650718,0.221541,0.630078,0.274052,0.606559,0.303372,0.599519,0.294123,0.59491,0.259372,0.577271,0.194442,0.580302,0.156626,0.571137,0.154448,0.549265,0.166666,0.513684,0.215806,0.465662,0.245393,0.443739,0.292166,0.441954,0.329452,0.4297,0.348529,0.412451,0.36675,4
0.629887,0.112849,0.633866,0.112496,0.6347,0.110065,0.635324,0.113217,0.633644,0.114294,0.630236,0.117091,0.6247,0.117837,0.61861,0.121803,0.612677,0.125002,0.606628,0.130993,0.606202,0.133554,0.615745,0.13443,0.644405,0.150513,0.658177,0.250707,0.659481,0.247884,0.64923,0.196431,0.638888,0.125796,0.590578,0.090301,0.545227,0.096666,0.501337,0.127039,0.480207,0.147062,0.468505,0.15101,0.449871,0.184558,0.419895,0.213373,0.394299,0.223165,0.379305,0.245907,0.364466,0.332265,0.362183,0.358488,0.350797,0.404987,0.343533,0.469133,0.334929,0.526159,0.343679,0.615155,0.355976,0.682588,0.376503,0.717083,0.423607,0.731997,0.449996,0.740734,0.505354,0.716871,0.539749,0.664919,0.566044,0.701052,0.576845,0.841945,0.579402,0.877304,0.605095,0.906638,0.645627,0.915451,0.675251,0.865942,0.700391,0.852242,4
0.735628,0.15674,0.739123,0.159368,0.737439,0.157232,0.733946,0.163522,0.730421,0.16826,0.725581,0.167715,0.722605,0.171975,0.709301,0.176287,0.70422,0.176287,0.701415,0.185304,0.696893,0.175895,0.692134,0.167205,0.700439,0.163264,0.692138,0.247884,0.668105,0.233804,0.636165,0.181542,0.60648,0.10644,0.535979,0.070232,0.472874,0.073339,0.408002,0.097713,0.379945,0.098046,0.367748,0.093967,0.352071,0.127513,0.325242,0.159235,0.304039,0.180794,0.289657,0.207653,0.271076,0.290319,0.259678,0.330191,0.236905,0.367602,0.211765,0.429013,0.186608,0.473841,0.181385,0.562686,0.185015,0.626403,0.191847,0.661068,0.243053,0.668591,0.265909,0.675921,0.323342,0.656626,0.353563,0.60471,0.368976,0.634916,0.370525,0.765958,0.364804,0.797543,0.38429,0.834343,0.425664,0.845487,0.453472,0.817692,0.478594,0.812667,4
0.726441,0.159868,0.729978,0.159368,0.728315,0.16037,0.729357,0.163522,0.72811,0.165078,0.72326,0.164557,0.715615,0.162413,0.695354,0.160254,0.676052,0.153843,0.651651,0.143774,0.630077,0.140069,0.615745,0.13443,0.622844,0.140309,0.617837,0.245072,0.596984,0.239438,0.566443,0.196431,0.534722,0.135481,0.464021,0.107017,0.403113,0.123335,0.352,0.153099,0.335093,0.166671,0.335009,0.164434,0.332516,0.187921,0.320386,0.213373,0.318284,0.220333,0.319536,0.240442,0.316628,0.32258,0.321188,0.34906,0.309791,0.383186,0.296468,0.432107,0.277515,0.47077,0.274458,0.545192,0.278693,0.601126,0.282973,0.624645,0.324073,0.634006,0.343177,0.635801,0.39829,0.614454,0.428874,0.570682,0.440251,0.605818,0.435786,0.73556,0.418456,0.776076,0.426747,0.816269,0.450104,0.836733,0.467334,0.804281,0.480546,0.804745,4
0.767813,0.21003,0.768877,0.209372,0.767125,0.207551,0.768346,0.210702,0.764979,0.219057,0.762793,0.215194,0.759903,0.216565,0.748846,0.221162,0.746478,0.221162,0.741709,0.226847,0.737476,0.228017,0.736115,0.226226,0.743538,0.214289,0.745221,0.30986,0.732763,0.301403,0.710234,0.247024,0.694454,0.170961,0.640201,0.133775,0.589152,0.130002,0.541332,0.149835,0.519793,0.150337,0.50881,0.14095,0.491446,0.161073,0.470867,0.181523,0.458427,0.186444,0.452874,0.207653,0.446467,0.277415,0.446469,0.301894,0.435071,0.339569,0.425876,0.398147,0.40909,0.449224,0.408113,0.53936,0.409832,0.603941,0.419661,0.638657,0.453705,0.651298,0.465905,0.654321,0.505354,0.635546,0.527202,0.589002,0.532498,0.624333,0.524209,0.753799,0.512869,0.794482,0.524417,0.828318,0.558042,0.833824,0.578218,0.796243,0.599224,0.788913,4
0.708043,0.075228,0.711664,0.078125,0.707765,0.078616,0.708713,0.078616,0.705071,0.079364,0.702328,0.085443,0.694634,0.079618,0.672101,0.073716,0.640845,0.051286,0.597158,0.041544,0.560856,0.019545,0.534724,0.019674,0.530174,0.063772,0.513801,0.174651,0.489227,0.197188,0.461872,0.184525,0.428246,0.16129,0.359799,0.173912,0.302331,0.223342,0.258665,0.286639,0.271771,0.34314,0.314863,0.385912,0.356963,0.44966,0.385927,0.490445,0.418049,0.485881,0.450568,0.508197,0.476086,0.645159,0.505695,0.672947,0.526188,0.713401,0.555296,0.756173,0.576557,0.784613,0.603821,0.81924,0.632324,0.842695,0.67625,0.837534,0.745366,0.821323,0.781815,0.808641,0.824409,0.75,0.849377,0.659683,0.867932,0.669315,0.858941,0.787243,0.834761,0.809814,0.823771,0.828318,0.824851,0.822161,0.821783,0.780156,0.815178,0.767814,4
0.719536,0.1442,0.723104,0.143748,0.721457,0.144652,0.720179,0.147804,0.71889,0.146029,0.713954,0.148726,0.708625,0.149673,0.695354,0.150645,0.685445,0.147446,0.670616,0.143774,0.649166,0.130303,0.634258,0.121314,0.637931,0.127547,0.628452,0.222536,0.605608,0.211267,0.570802,0.163684,0.537043,0.10644,0.466497,0.083611,0.403113,0.106674,0.352,0.15635,0.337726,0.189542,0.347602,0.211417,0.347192,0.261739,0.337376,0.30573,0.337294,0.322037,0.344827,0.360658,0.34852,0.490322,0.362183,0.531449,0.373574,0.582564,0.392946,0.638893,0.411477,0.689228,0.439146,0.755096,0.463699,0.806182,0.491607,0.823534,0.537035,0.809807,0.572724,0.802467,0.625271,0.75903,0.648536,0.670155,0.675058,0.69047,0.705257,0.805468,0.721021,0.825146,0.740974,0.849398,0.767823,0.854228,0.774259,0.81233,0.770428,0.802112,4
0.726441,0.056418,0.732261,0.053123,0.728315,0.053457,0.727068,0.059747,0.7235,0.060315,0.716275,0.060125,0.703961,0.05096,0.676742,0.041676,0.650238,0.032054,0.625593,0.035153,0.60382,0.029325,0.594909,0.029503,0.607758,0.068874,0.609342,0.169016,0.596984,0.174651,0.57952,0.142855,0.56482,0.083864,0.513644,0.070232,0.475453,0.089999,0.442661,0.123774,0.430076,0.133989,0.433239,0.130875,0.427876,0.154361,0.415052,0.178345,0.401422,0.186444,0.399997,0.204927,0.394073,0.270963,0.394075,0.292452,0.382689,0.320876,0.378823,0.3642,0.368422,0.406157,0.369924,0.495632,0.374707,0.558994,0.386087,0.591041,0.421297,0.602309,0.438633,0.604934,0.481795,0.590355,0.504186,0.544502,0.511536,0.576721,0.501048,0.68997,0.480684,0.730053,0.481948,0.768072,0.509164,0.787173,0.520795,0.758707,0.533071,0.762537,4
0.565517,0,0.567508,0,0.563925,0,0.557336,0,0.548387,0,0.539533,0,0.53146,0,0.518612,0,0.502348,0,0.490524,0,0.477333,0,0.48148,0,0.510775,0.045919,0.513801,0.140845,0.506464,0.140845,0.488015,0.095233,0.462964,0.025795,0.401981,0,0.351426,0.010008,0.30667,0.039091,0.292874,0.045755,0.29723,0.026848,0.288502,0.046984,0.269414,0.060508,0.251786,0.076272,0.24138,0.090164,0.223238,0.12581,0.209568,0.141512,0.179953,0.165115,0.145881,0.200613,0.112435,0.218458,0.090694,0.300287,0.091337,0.331465,0.088733,0.344535,0.092597,0.328529,0.095452,0.296295,0.139182,0.280123,0.154809,0.272253,0.148844,0.304231,0.143154,0.370828,0.113738,0.414111,0.116768,0.469886,0.154791,0.510213,0.17426,0.525463,0.188712,0.55145,4
0.494254,0.1442,0.496571,0.140616,0.49544,0.144652,0.490825,0.141514,0.48157,0.136511,0.460467,0.132909,0.43123,0.121015,0.388376,0.11218,0.34038,0.115393,0.289103,0.137384,0.23866,0.159614,0.210654,0.190165,0.22414,0.224494,0.216565,0.377459,0.202591,0.408453,0.19826,0.404755,0.17361,0.383868,0.129033,0.381272,0.111122,0.413334,0.098671,0.462534,0.139848,0.509812,0.229213,0.536908,0.298285,0.593961,0.361645,0.621022,0.427554,0.593222,0.487352,0.606553,0.539869,0.741942,0.583139,0.735845,0.615031,0.741434,0.651762,0.76852,0.674638,0.778459,0.689737,0.816318,0.690865,0.839892,0.697835,0.84033,0.701386,0.827087,0.68409,0.817894,0.689502,0.768074,0.688284,0.680627,0.681345,0.693121,0.661056,0.811548,0.630902,0.828221,0.624205,0.849398,0.63137,0.845487,0.635652,0.801605,0.630355,0.791557,4
0.521839,0.188091,0.526314,0.19062,0.522837,0.185529,0.518347,0.182391,0.513829,0.180959,0.504653,0.180374,0.491835,0.171975,0.472094,0.173075,0.455394,0.169877,0.436018,0.175725,0.417662,0.17916,0.416676,0.183607,0.446128,0.191322,0.450104,0.304226,0.435342,0.312671,0.413946,0.279758,0.381943,0.229031,0.312653,0.214049,0.258406,0.230009,0.210674,0.267094,0.200524,0.287588,0.214106,0.285234,0.220053,0.308723,0.208742,0.3121,0.206656,0.293786,0.220688,0.28415,0.223238,0.348388,0.232345,0.34277,0.220959,0.364493,0.200002,0.391973,0.184208,0.409227,0.17661,0.478137,0.177992,0.514046,0.182251,0.535014,0.212966,0.536027,0.23409,0.518521,0.284794,0.49097,0.30753,0.458114,0.31656,0.486767,0.307364,0.595744,0.291847,0.628838,0.30786,0.668672,0.342165,0.690961,0.368315,0.675596,0.383271,0.680742,4
0.565517,0.08464,0.562929,0.081243,0.550233,0.078616,0.534403,0.072326,0.516128,0.063497,0.493026,0.063283,0.466202,0.060508,0.427908,0.064107,0.387323,0.070518,0.343596,0.086262,0.303107,0.114008,0.287043,0.131144,0.308186,0.168367,0.305728,0.301403,0.288799,0.32394,0.272329,0.312505,0.24769,0.283867,0.18362,0.284282,0.139536,0.316668,0.104006,0.358306,0.113453,0.382359,0.171275,0.332217,0.188262,0.369131,0.191751,0.38217,0.209027,0.372877,0.239074,0.398912,0.264233,0.522583,0.300685,0.553456,0.318906,0.601244,0.341173,0.663587,0.356462,0.713845,0.377093,0.787174,0.398124,0.842695,0.434055,0.87115,0.488423,0.876089,0.524996,0.873454,0.588859,0.81627,0.638076,0.719891,0.679253,0.732801,0.696843,0.860184,0.701717,0.886501,0.704883,0.909644,0.716902,0.90671,0.716836,0.857904,0.708167,0.846965,4
0.627593,0.094039,0.631583,0.093744,0.625576,0.091196,0.623858,0.091196,0.615204,0.092064,0.60233,0.091773,0.58275,0.089166,0.553492,0.086538,0.518781,0.080127,0.485783,0.086262,0.446301,0.084697,0.423617,0.085238,0.433191,0.11224,0.414012,0.230981,0.377157,0.250707,0.335506,0.241071,0.282408,0.216126,0.203466,0.230766,0.155046,0.269998,0.127995,0.322479,0.153039,0.356213,0.204027,0.375837,0.237168,0.412751,0.252423,0.426746,0.273154,0.378527,0.30115,0.398912,0.321186,0.51613,0.346238,0.556608,0.357628,0.601244,0.374115,0.660493,0.392343,0.698453,0.420045,0.76968,0.447305,0.820234,0.479618,0.84033,0.520831,0.841504,0.568177,0.84876,0.635976,0.813251,0.682011,0.732987,0.71489,0.756607,0.73263,0.890582,0.731761,0.923314,0.738856,0.945791,0.751534,0.941699,0.750498,0.890078,0.737356,0.87863,4
0.494254,0.141058,0.496571,0.134379,0.49315,0.128935,0.486236,0.128935,0.47466,0.123812,0.458135,0.120249,0.438231,0.111467,0.406976,0.108982,0.373245,0.10577,0.338867,0.121415,0.298332,0.127039,0.282411,0.144259,0.299573,0.176015,0.284499,0.301403,0.250002,0.321129,0.213511,0.315475,0.185183,0.274182,0.116628,0.264213,0.082693,0.283332,0.048005,0.3127,0.065968,0.336604,0.115863,0.342278,0.149139,0.365767,0.162626,0.38854,0.185276,0.389827,0.225287,0.423498,0.259676,0.558062,0.2984,0.600622,0.323464,0.654214,0.341173,0.722227,0.346889,0.772304,0.362767,0.842566,0.398124,0.882025,0.453235,0.896356,0.534726,0.890493,0.590913,0.8858,0.655239,0.83735,0.694568,0.743447,0.710696,0.756607,0.705257,0.884502,0.682402,0.904907,0.675159,0.921693,0.682281,0.918373,0.677227,0.868629,0.671202,0.854875,4
0.328731,0.38558,0.331806,0.384372,0.331051,0.38679,0.327982,0.389942,0.324885,0.390485,0.316284,0.389238,0.310018,0.38854,0.300005,0.391025,0.286387,0.387827,0.274879,0.389778,0.264918,0.397397,0.27778,0.396717,0.323273,0.349487,0.335453,0.473241,0.329747,0.470418,0.313723,0.440472,0.287039,0.393539,0.223326,0.367893,0.175713,0.366664,0.136005,0.384366,0.137202,0.38562,0.158682,0.372488,0.166255,0.382555,0.155335,0.3758,0.147269,0.344638,0.149425,0.341537,0.138952,0.416129,0.132113,0.411957,0.111613,0.420558,0.079997,0.44444,0.04306,0.461532,0.021485,0.527698,0.01639,0.558994,0,0.563027,0.030092,0.547556,0.025,0.530868,0.072805,0.503019,0.083682,0.450265,0.073376,0.478836,0.04842,0.583585,0,0.616568,0.019108,0.662661,0.038696,0.693883,0.061387,0.683646,0.044747,0.696574,4
0.425285,0.423201,0.430202,0.418743,0.429222,0.418239,0.426603,0.424529,0.423961,0.42222,0.418602,0.424044,0.414912,0.423567,0.404655,0.423079,0.389677,0.413456,0.374407,0.408949,0.357991,0.403912,0.36111,0.396717,0.387931,0.346941,0.382169,0.467607,0.357759,0.467607,0.320256,0.443454,0.273145,0.399992,0.191061,0.361204,0.11887,0.363338,0.056001,0.384366,0.03694,0.408504,0.045332,0.419457,0.04646,0.446311,0.026701,0.449047,0,0.423728,0,0.450822,0,0.580652,0,0.619491,0,0.666676,0,0.722227,0,0.759996,0.026247,0.8105,0.058549,0.853932,0.081529,0.87115,0.14815,0.870325,0.181814,0.879627,0.256962,0.843374,0.299169,0.748683,0.333339,0.764549,0.349475,0.887535,0.354075,0.904907,0.38216,0.918674,0.425664,0.90962,0.455448,0.857904,0.474712,0.841688,4
0.51724,0.354229,0.521735,0.35312,0.520547,0.352203,0.516058,0.358493,0.513829,0.361905,0.506974,0.36392,0.501163,0.36306,0.488373,0.368594,0.469484,0.362184,0.45023,0.361029,0.431975,0.358306,0.428248,0.357369,0.450428,0.318872,0.445856,0.436612,0.422417,0.433801,0.387792,0.41369,0.342593,0.374183,0.263031,0.367893,0.196393,0.393333,0.138666,0.433223,0.12929,0.454245,0.148615,0.446305,0.156484,0.469796,0.148057,0.477705,0.152021,0.454798,0.167812,0.464478,0.175401,0.596775,0.189065,0.619491,0.193626,0.647983,0.190586,0.697533,0.193781,0.738462,0.212405,0.801746,0.245905,0.845511,0.278175,0.865548,0.344908,0.870325,0.38409,0.86728,0.445395,0.822295,0.485355,0.727751,0.507342,0.735452,0.519997,0.848025,0.515021,0.855824,0.530783,0.867472,0.549903,0.85715,0.556443,0.809643,0.552533,0.796835,4
0.328731,0.38558,0.331806,0.384372,0.331051,0.38679,0.327982,0.389942,0.324885,0.390485,0.316284,0.389238,0.310018,0.38854,0.300005,0.391025,0.286387,0.387827,0.274879,0.389778,0.264918,0.397397,0.27778,0.396717,0.323273,0.349487,0.335453,0.473241,0.329747,0.470418,0.313723,0.440472,0.287039,0.393539,0.223326,0.367893,0.175713,0.366664,0.136005,0.384366,0.137202,0.38562,0.158682,0.372488,0.166255,0.382555,0.155335,0.3758,0.147269,0.344638,0.149425,0.341537,0.138952,0.416129,0.132113,0.411957,0.111613,0.420558,0.079997,0.44444,0.04306,0.461532,0.021485,0.527698,0.01639,0.558994,0,0.563027,0.030092,0.547556,0.025,0.530868,0.072805,0.503019,0.083682,0.450265,0.073376,0.478836,0.04842,0.583585,0,0.616568,0.019108,0.662661,0.038696,0.693883,0.061387,0.683646,0.044747,0.696574,4
0.425285,0.423201,0.430202,0.418743,0.429222,0.418239,0.426603,0.424529,0.423961,0.42222,0.418602,0.424044,0.414912,0.423567,0.404655,0.423079,0.389677,0.413456,0.374407,0.408949,0.357991,0.403912,0.36111,0.396717,0.387931,0.346941,0.382169,0.467607,0.357759,0.467607,0.320256,0.443454,0.273145,0.399992,0.191061,0.361204,0.11887,0.363338,0.056001,0.384366,0.03694,0.408504,0.045332,0.419457,0.04646,0.446311,0.026701,0.449047,0,0.423728,0,0.450822,0,0.580652,0,0.619491,0,0.666676,0,0.722227,0,0.759996,0.026247,0.8105,0.058549,0.853932,0.081529,0.87115,0.14815,0.870325,0.181814,0.879627,0.256962,0.843374,0.299169,0.748683,0.333339,0.764549,0.349475,0.887535,0.354075,0.904907,0.38216,0.918674,0.425664,0.90962,0.455448,0.857904,0.474712,0.841688,4
0.51724,0.354229,0.521735,0.35312,0.520547,0.352203,0.516058,0.358493,0.513829,0.361905,0.506974,0.36392,0.501163,0.36306,0.488373,0.368594,0.469484,0.362184,0.45023,0.361029,0.431975,0.358306,0.428248,0.357369,0.450428,0.318872,0.445856,0.436612,0.422417,0.433801,0.387792,0.41369,0.342593,0.374183,0.263031,0.367893,0.196393,0.393333,0.138666,0.433223,0.12929,0.454245,0.148615,0.446305,0.156484,0.469796,0.148057,0.477705,0.152021,0.454798,0.167812,0.464478,0.175401,0.596775,0.189065,0.619491,0.193626,0.647983,0.190586,0.697533,0.193781,0.738462,0.212405,0.801746,0.245905,0.845511,0.278175,0.865548,0.344908,0.870325,0.38409,0.86728,0.445395,0.822295,0.485355,0.727751,0.507342,0.735452,0.519997,0.848025,0.515021,0.855824,0.530783,0.867472,0.549903,0.85715,0.556443,0.809643,0.552533,0.796835,4
0.485055,0.08464,0.489698,0.084375,0.488582,0.084906,0.486236,0.088057,0.483869,0.088896,0.479067,0.088601,0.480182,0.085987,0.474426,0.086538,0.476523,0.080127,0.485783,0.076683,0.503578,0.074917,0.541665,0.068851,0.603457,0.091841,0.649681,0.18873,0.689654,0.194364,0.723311,0.157744,0.770831,0.10644,0.794045,0.09699,0.826879,0.130002,0.866669,0.185661,0.912929,0.22876,0.947102,0.258386,0.973101,0.318798,0.992709,0.36943,1,0.381358,1,0.418033,1,0.554843,1,0.591194,0.979497,0.623059,0.974114,0.645067,0.94736,0.673849,0.930791,0.737601,0.903986,0.778089,0.892088,0.79552,0.872677,0.789626,0.829543,0.783947,0.820125,0.734945,0.792896,0.651834,0.77149,0.661373,0.738943,0.769004,0.701717,0.785273,0.668792,0.807238,0.647659,0.81342,0.625742,0.769431,0.601166,0.751982,5
