@relation autos-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-Clast-L1-weka.filters.unsupervised.attribute.AddExpression-Ea72+11-Nexpression-weka.filters.unsupervised.attribute.Remove-R72-weka.filters.unsupervised.attribute.AddExpression-Ea72-11-Nexpression-weka.filters.unsupervised.attribute.AddExpression-Ea72+1-Nexpression-weka.filters.unsupervised.attribute.Remove-R72-73

@attribute normalized-losses numeric
@attribute make=alfa-romero numeric
@attribute make=audi numeric
@attribute make=bmw numeric
@attribute make=chevrolet numeric
@attribute make=dodge numeric
@attribute make=honda numeric
@attribute make=isuzu numeric
@attribute make=jaguar numeric
@attribute make=mazda numeric
@attribute make=mercedes-benz numeric
@attribute make=mercury numeric
@attribute make=mitsubishi numeric
@attribute make=nissan numeric
@attribute make=peugot numeric
@attribute make=plymouth numeric
@attribute make=porsche numeric
@attribute make=renault numeric
@attribute make=saab numeric
@attribute make=subaru numeric
@attribute make=toyota numeric
@attribute make=volkswagen numeric
@attribute make=volvo numeric
@attribute fuel-type numeric
@attribute aspiration numeric
@attribute num-of-doors numeric
@attribute body-style=hardtop numeric
@attribute body-style=wagon numeric
@attribute body-style=sedan numeric
@attribute body-style=hatchback numeric
@attribute body-style=convertible numeric
@attribute drive-wheels=4wd numeric
@attribute drive-wheels=fwd numeric
@attribute drive-wheels=rwd numeric
@attribute engine-location numeric
@attribute wheel-base numeric
@attribute length numeric
@attribute width numeric
@attribute height numeric
@attribute curb-weight numeric
@attribute engine-type=dohc numeric
@attribute engine-type=dohcv numeric
@attribute engine-type=l numeric
@attribute engine-type=ohc numeric
@attribute engine-type=ohcf numeric
@attribute engine-type=ohcv numeric
@attribute engine-type=rotor numeric
@attribute num-of-cylinders=eight numeric
@attribute num-of-cylinders=five numeric
@attribute num-of-cylinders=four numeric
@attribute num-of-cylinders=six numeric
@attribute num-of-cylinders=three numeric
@attribute num-of-cylinders=twelve numeric
@attribute num-of-cylinders=two numeric
@attribute engine-size numeric
@attribute fuel-system=1bbl numeric
@attribute fuel-system=2bbl numeric
@attribute fuel-system=4bbl numeric
@attribute fuel-system=idi numeric
@attribute fuel-system=mfi numeric
@attribute fuel-system=mpfi numeric
@attribute fuel-system=spdi numeric
@attribute fuel-system=spfi numeric
@attribute bore numeric
@attribute stroke numeric
@attribute compression-ratio numeric
@attribute horsepower numeric
@attribute peak-rpm numeric
@attribute city-mpg numeric
@attribute highway-mpg numeric
@attribute price numeric
@attribute a72+1 {1,2,3,4,5}

@data
0.26178,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.355685,0.547761,0.516667,0.641667,0.357642,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.230189,0,1,0,0,0,0,0,0,0.607143,0.628571,0.1,0.15,0.265306,0.361111,0.421053,0.083834,2
0.335079,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0.355685,0.547761,0.516667,0.491667,0.347944,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.230189,0,1,0,0,0,0,0,0,0.607143,0.628571,0.1,0.15,0.265306,0.361111,0.421053,0.135966,3
0.26178,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.355685,0.547761,0.516667,0.641667,0.357642,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.230189,0,1,0,0,0,0,0,0,0.607143,0.628571,0.1,0.15,0.265306,0.361111,0.421053,0.127278,2
0.298429,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.355685,0.547761,0.516667,0.641667,0.370442,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.230189,0,0,0,1,0,0,0,0,0.607143,0.628571,0.98125,0.066667,0.204082,0.638889,0.684211,0.140931,2
0.26178,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.355685,0.547761,0.516667,0.641667,0.36346,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.230189,0,1,0,0,0,0,0,0,0.607143,0.628571,0.1,0.15,0.265306,0.361111,0.421053,0.152103,2
0.277487,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.533528,0.50597,0.483333,0.55,0.458495,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.298113,0,0,0,0,0,1,0,0,0.871429,0.519048,0.0625,0.3,0.346939,0.166667,0.289474,0.326746,2
0.298429,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.533528,0.50597,0.483333,0.55,0.470132,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.275472,0,0,0,1,0,0,0,0,0.635714,0.747619,0.9375,0.1,0.020408,0.5,0.605263,0.328335,2
0.146597,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.682216,0.743284,0.833333,0.725,0.786268,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.460377,0,0,0,1,0,0,0,0,0.742857,0.747619,0.90625,0.3125,0.081633,0.25,0.236842,0.507274,1
0.146597,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0.682216,0.743284,0.833333,0.908333,0.877424,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.460377,0,0,0,1,0,0,0,0,0.742857,0.747619,0.90625,0.3125,0.081633,0.25,0.236842,0.574202,1
0.146597,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0.586006,0.692537,0.833333,0.591667,0.77851,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.460377,0,0,0,1,0,0,0,0,0.742857,0.747619,0.90625,0.3125,0.081633,0.25,0.236842,0.572414,2
0.146597,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.845481,0.91791,0.95,0.708333,0.885182,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.460377,0,0,0,1,0,0,0,0,0.742857,0.747619,0.90625,0.3125,0.081633,0.25,0.236842,0.657415,1
0.298429,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.845481,0.91791,0.95,0.725,0.873545,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.65283,0,0,0,0,0,1,0,0,0.657143,0.490476,0.08125,0.445833,0.244898,0.083333,0.052632,0.721563,1
0.403141,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0.291545,0.585075,0.85,0.25,0.852211,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.65283,0,0,0,0,0,1,0,0,0.657143,0.490476,0.08125,0.445833,0.244898,0.083333,0.052632,0.74321,5
0.298429,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0.95,0.741667,0.935609,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.932075,0,0,0,0,0,1,0,0,0.9,0.609524,0.0625,0.566667,0.142857,0.027778,0,0.889777,2
0.298429,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0.740525,0.867164,0.975,0.633333,0.863848,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.916981,0,0,0,0,0,1,0,0,0.9,0.609524,0.0625,0.566667,0.142857,0.027778,0,1,3
0.298429,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0.469388,0.556716,0.641667,0.583333,0.55159,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.298113,0,0,0,0,0,1,0,0,0.885714,0.5,0.0625,0.529167,0.346939,0.166667,0.210526,0.282632,3
0.502618,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0.206997,0.241791,0.341667,0.25,0.166796,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.116981,0,1,0,0,0,0,0,0,0.307143,0.552381,0.15,0.083333,0.55102,0.666667,0.657895,0.006728,4
0.502618,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0.206997,0.241791,0.341667,0.25,0.176881,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.116981,0,1,0,0,0,0,0,0,0.307143,0.552381,0.15,0.083333,0.55102,0.5,0.578947,0.026588,4
0.502618,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0.206997,0.241791,0.341667,0.25,0.200155,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.116981,0,1,0,0,0,0,0,0,0.307143,0.552381,0.15,0.083333,0.55102,0.5,0.578947,0.038504,4
0.502618,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0.186589,0.241791,0.291667,0.25,0.254849,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.139623,0,0,0,0,0,0,1,0,0.35,0.628571,0.0375,0.225,0.55102,0.305556,0.368421,0.063825,3
0.460733,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0.282799,0.476119,0.425,0.133333,0.342126,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.184906,0,0,0,0,0,0,1,0,0.45,0.661905,0.03125,0.283333,0.55102,0.277778,0.368421,0.120178,5
0.460733,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0.282799,0.476119,0.425,0.133333,0.325834,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.230189,0,1,0,0,0,0,0,0,0.578571,0.661905,0.09375,0.166667,0.346939,0.333333,0.421053,0.083933,5
0.298429,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0.271137,0.479104,0.5,0.2,0.521722,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.358491,0,0,0,0,0,0,1,0,0.742857,0.852381,0,0.404167,0.346939,0.166667,0.210526,0.18646,5
0.298429,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0.271137,0.479104,0.5,0.2,0.555857,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.358491,0,0,0,0,0,0,1,0,0.75,0.852381,0,0.404167,0.346939,0.166667,0.210526,0.242068,5
0.298429,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0.271137,0.479104,0.5,0.2,0.557797,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.358491,0,0,0,0,0,0,1,0,0.75,0.852381,0,0.404167,0.346939,0.166667,0.210526,0.232635,5
0.314136,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.282799,0.467164,0.425,0.316667,0.340186,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.230189,0,1,0,0,0,0,0,0,0.578571,0.661905,0.09375,0.166667,0.346939,0.333333,0.421053,0.046448,3
0.314136,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.282799,0.467164,0.425,0.316667,0.355702,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.230189,0,1,0,0,0,0,0,0,0.578571,0.661905,0.09375,0.166667,0.346939,0.333333,0.421053,0.076238,3
0.314136,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0.282799,0.467164,0.425,0.316667,0.354926,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.184906,0,0,0,0,0,0,1,0,0.45,0.661905,0.03125,0.283333,0.55102,0.277778,0.368421,0.103297,3
0.376963,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.282799,0.467164,0.425,0.316667,0.354926,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.184906,0,0,0,0,0,0,1,0,0.45,0.661905,0.03125,0.283333,0.55102,0.277778,0.368421,0.103297,1
0.329843,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0.230321,0.361194,0.291667,0.558333,0.155547,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.135849,0,1,0,0,0,0,0,0,0.435714,0.580952,0.15,0.0875,0.428571,0.5,0.552632,0.009458,3
0.329843,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.230321,0.361194,0.291667,0.558333,0.205198,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.158491,0,0,0,1,0,0,0,0,0.321429,0.666667,0.93125,0.029167,0.265306,0.888889,0.894737,0.049178,3
0.329843,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0.230321,0.361194,0.291667,0.558333,0.166796,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.135849,0,1,0,0,0,0,0,0,0.435714,0.580952,0.15,0.0875,0.428571,0.5,0.552632,0.038007,3
0.298429,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.230321,0.361194,0.291667,0.558333,0.174554,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.135849,0,1,0,0,0,0,0,0,0.435714,0.580952,0.15,0.0875,0.428571,0.5,0.552632,0.042972,3
0.198953,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.230321,0.434328,0.291667,0.475,0.207913,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.135849,0,1,0,0,0,0,0,0,0.435714,0.580952,0.15,0.0875,0.428571,0.5,0.552632,0.055385,3
0.329843,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0.230321,0.361194,0.291667,0.558333,0.179597,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.135849,0,1,0,0,0,0,0,0,0.435714,0.580952,0.15,0.0875,0.428571,0.5,0.552632,0.054143,3
0.329843,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0.230321,0.365672,0.291667,0.458333,0.209465,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.135849,0,1,0,0,0,0,0,0,0.435714,0.580952,0.15,0.0875,0.428571,0.5,0.552632,0.066556,3
0.298429,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.230321,0.361194,0.291667,0.558333,0.187355,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.135849,0,1,0,0,0,0,0,0,0.435714,0.580952,0.15,0.0875,0.428571,0.5,0.552632,0.059108,3
0.198953,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.230321,0.434328,0.291667,0.475,0.212956,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.135849,0,1,0,0,0,0,0,0,0.435714,0.580952,0.15,0.0875,0.428571,0.5,0.552632,0.071521,3
0.539267,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0.247813,0.31791,0.291667,0.458333,0.201707,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.135849,0,1,0,0,0,0,0,0,0.435714,0.580952,0.15,0.0875,0.428571,0.5,0.552632,0.077727,4
0.21466,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.309038,0.48209,0.408333,0.575,0.324282,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.222642,0,1,0,0,0,0,0,0,0.564286,0.666667,0.09375,0.204167,0.428571,0.388889,0.473684,0.095105,2
0.21466,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.309038,0.48209,0.408333,0.575,0.315749,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.222642,0,1,0,0,0,0,0,0,0.564286,0.666667,0.09375,0.204167,0.428571,0.388889,0.473684,0.11,2
0.329843,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.402332,0.60597,0.516667,0.608333,0.623351,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.45283,0,0,0,0,0,1,0,0,0.635714,0.571429,0.125,0.433333,0.428571,0.111111,0.157895,0.208058,2
0.225131,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.402332,0.649254,0.516667,0.691667,0.701319,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.45283,0,0,0,0,0,1,0,0,0.635714,0.571429,0.125,0.433333,0.428571,0.111111,0.157895,0.230401,2
0.225131,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.402332,0.649254,0.516667,0.608333,0.609775,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.45283,0,0,0,0,0,1,0,0,0.635714,0.571429,0.125,0.433333,0.428571,0.166667,0.236842,0.208058,2
0.675393,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0.137026,0.441791,0.633333,0.158333,0.614042,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.45283,0,0,0,0,0,1,0,0,0.635714,0.571429,0.125,0.466667,0.428571,0.166667,0.236842,0.299911,5
0.675393,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0.137026,0.441791,0.633333,0.158333,0.640419,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.45283,0,0,0,0,0,1,0,0,0.635714,0.571429,0.05,0.633333,0.428571,0.111111,0.184211,0.361973,5
0.86911,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0.367347,0.558209,0.633333,0.158333,0.640419,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.45283,0,0,0,0,0,1,0,0,0.635714,0.571429,0.125,0.466667,0.428571,0.166667,0.236842,0.329701,3
0.502618,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.620991,0.680597,0.675,0.741667,0.594259,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.222642,0,0,0,0,0,1,0,0,0.657143,0.533333,0.0875,0.204167,0.346939,0.166667,0.210526,0.168363,2
0.502618,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.620991,0.680597,0.675,0.741667,0.662917,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.343396,0,0,0,1,0,0,0,0,0.828571,0.690476,0.875,0.195833,0,0.416667,0.447368,0.200636,2
0.298429,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.804665,0.862687,0.675,0.908333,0.675718,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.222642,0,0,0,0,0,1,0,0,0.657143,0.533333,0.0875,0.204167,0.346939,0.166667,0.210526,0.181769,2
0.298429,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0.804665,0.862687,0.675,0.908333,0.753297,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.343396,0,0,0,1,0,0,0,0,0.828571,0.690476,0.875,0.195833,0,0.333333,0.236842,0.21702,2
0.502618,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.620991,0.680597,0.675,0.741667,0.615593,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.222642,0,0,0,0,0,1,0,0,0.657143,0.057143,0.0875,0.195833,0.346939,0.166667,0.210526,0.259719,2
0.502618,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.620991,0.680597,0.675,0.741667,0.684251,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.343396,0,0,0,1,0,0,0,0,0.828571,0.690476,0.875,0.195833,0,0.416667,0.447368,0.292488,2
0.298429,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.804665,0.862687,0.675,0.741667,0.697052,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.222642,0,0,0,0,0,1,0,0,0.657143,0.057143,0.0875,0.195833,0.346939,0.166667,0.210526,0.287399,2
0.298429,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0.804665,0.862687,0.675,0.908333,0.774631,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.343396,0,0,0,1,0,0,0,0,0.828571,0.690476,0.875,0.195833,0,0.333333,0.236842,0.296832,2
0.502618,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.620991,0.680597,0.675,0.741667,0.615593,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.222642,0,0,0,0,0,1,0,0,0.657143,0.533333,0.0875,0.204167,0.346939,0.166667,0.210526,0.285785,2
0.502618,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.620991,0.680597,0.675,0.741667,0.684251,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.343396,0,0,0,1,0,0,0,0,0.828571,0.690476,0.875,0.195833,0,0.416667,0.447368,0.318554,2
0.502618,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0.623907,0.680597,0.666667,0.683333,0.636928,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.275472,0,0,0,0,0,1,0,0,0.764286,0.542857,0,0.391667,0.591837,0.138889,0.210526,0.323519,2
0.282723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0.206997,0.241791,0.291667,0.25,0.166796,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.109434,0,1,0,0,0,0,0,0,0.307143,0.552381,0.15,0.083333,0.55102,0.666667,0.657895,0.011271,3
0.282723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0.206997,0.241791,0.291667,0.25,0.248254,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.139623,0,0,0,0,0,0,1,0,0.35,0.628571,0.0375,0.225,0.55102,0.305556,0.368421,0.070478,3
0.465969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.206997,0.241791,0.291667,0.233333,0.185803,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.109434,0,1,0,0,0,0,0,0,0.307143,0.552381,0.15,0.083333,0.55102,0.5,0.578947,0.027581,3
0.465969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.206997,0.391045,0.291667,0.25,0.194337,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.109434,0,1,0,0,0,0,0,0,0.307143,0.552381,0.15,0.083333,0.55102,0.5,0.578947,0.039075,3
0.465969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.206997,0.391045,0.291667,0.25,0.272692,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.139623,0,1,0,0,0,0,0,0,0.307143,0.552381,0.15,0.083333,0.55102,0.5,0.578947,0.061839,3
0.04712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.48688,0.5,0.358333,1,0.406129,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.230189,0,1,0,0,0,0,0,0,0.578571,0.661905,0.09375,0.166667,0.346939,0.305556,0.368421,0.094409,1
0.298429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0.271137,0.479104,0.5,0.2,0.515904,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.358491,0,0,0,0,0,0,1,0,0.75,0.852381,0,0.404167,0.346939,0.166667,0.210526,0.189812,5
0.633508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0.230321,0.414925,0.666667,0.2,0.500388,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.339623,0,0,0,0,0,1,0,0,1,0.495238,0.15625,0.395833,0.55102,0.166667,0.289474,0.419542,5
0.298429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0.084548,0.414925,0.391667,0.316667,0.491854,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.501887,0,0,0,0,0,1,0,0,0.857143,0.395238,0.15625,0.6625,0.714286,0.111111,0.236842,0.680453,5
