@relation 'abalone-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-Clast-L1,2,22,23,24,25,26,27,28,29-weka.filters.unsupervised.attribute.AddExpression-Ea11-2-Nexpression-weka.filters.unsupervised.attribute.Remove-R12-weka.filters.unsupervised.attribute.AddExpression-Ea11-1-Nexpression-weka.filters.unsupervised.attribute.Remove-R11'

@attribute Sex=M numeric
@attribute Sex=F numeric
@attribute Sex=I numeric
@attribute Length numeric
@attribute Diameter numeric
@attribute Height numeric
@attribute 'Whole weight' numeric
@attribute 'Shucked weight' numeric
@attribute 'Viscera weight' numeric
@attribute 'Shell weight' numeric
@attribute a11-1 {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19}

@data
0,1,0,0.635135,0.647059,0.119469,0.324597,0.287828,0.264648,0.235177,8
0,1,0,0.641892,0.630252,0.110619,0.326191,0.270679,0.229756,0.280518,6
1,0,0,0.641892,0.663866,0.132743,0.358597,0.273033,0.264648,0.285002,8
0,1,0,0.641892,0.663866,0.132743,0.309191,0.242771,0.230415,0.274041,8
1,0,0,0.648649,0.638655,0.128319,0.342306,0.334566,0.22054,0.236173,7
1,0,0,0.662162,0.663866,0.137168,0.374535,0.317754,0.315339,0.262581,8
1,0,0,0.668919,0.672269,0.132743,0.336462,0.261264,0.283081,0.272048,7
1,0,0,0.668919,0.638655,0.115044,0.266159,0.234028,0.230415,0.191829,8
0,1,0,0.675676,0.689076,0.123894,0.338587,0.29657,0.238315,0.268062,7
1,0,0,0.695946,0.705882,0.146018,0.380733,0.304976,0.320606,0.306926,7
1,0,0,0.695946,0.680672,0.115044,0.389587,0.305313,0.269914,0.327354,10
0,1,0,0.702703,0.714286,0.132743,0.392421,0.33423,0.299539,0.327354,8
0,1,0,0.702703,0.714286,0.141593,0.427661,0.350706,0.389072,0.317389,6
0,1,0,0.702703,0.705882,0.141593,0.403223,0.367182,0.303489,0.26856,4
0,1,0,0.702703,0.689076,0.123894,0.393483,0.347344,0.320606,0.302441,10
1,0,0,0.709459,0.705882,0.154867,0.475474,0.368527,0.37788,0.35725,9
0,1,0,0.709459,0.705882,0.137168,0.427838,0.438467,0.222515,0.317887,8
1,0,0,0.709459,0.739496,0.154867,0.456171,0.406859,0.362739,0.341804,9
0,1,0,0.716216,0.705882,0.154867,0.488755,0.408877,0.305464,0.395615,8
1,0,0,0.716216,0.672269,0.141593,0.390119,0.282448,0.396313,0.322372,7
0,1,0,0.72973,0.747899,0.154867,0.486984,0.374916,0.433838,0.289487,10
0,1,0,0.72973,0.781513,0.132743,0.47512,0.422327,0.34233,0.342302,8
1,0,0,0.72973,0.764706,0.132743,0.458296,0.365837,0.435813,0.317389,7
1,0,0,0.72973,0.756303,0.146018,0.47388,0.356759,0.36998,0.407075,10
0,1,0,0.736486,0.756303,0.141593,0.48539,0.421991,0.361422,0.36572,9
1,0,0,0.736486,0.747899,0.146018,0.462192,0.426698,0.334431,0.312407,7
0,1,0,0.743243,0.731092,0.137168,0.427307,0.312038,0.21264,0.408072,9
0,1,0,0.743243,0.731092,0.176991,0.488932,0.395763,0.374589,0.378176,9
1,0,0,0.75,0.756303,0.146018,0.445546,0.303631,0.36208,0.403089,12
1,0,0,0.756757,0.764706,0.150442,0.47937,0.415602,0.400922,0.387145,7
0,1,0,0.756757,0.747899,0.132743,0.48663,0.436113,0.474654,0.307424,8
0,1,0,0.756757,0.722689,0.146018,0.457765,0.448554,0.34233,0.269058,7
0,1,0,0.763514,0.764706,0.146018,0.525589,0.510087,0.436471,0.318386,6
1,0,0,0.777027,0.789916,0.154867,0.520453,0.453262,0.414088,0.396114,9
1,0,0,0.783784,0.781513,0.146018,0.498495,0.39341,0.382488,0.402093,7
1,0,0,0.783784,0.882353,0.181416,0.736143,0.64425,0.44898,0.597409,15
1,0,0,0.790541,0.798319,0.150442,0.491766,0.396436,0.278473,0.449925,13
1,0,0,0.790541,0.781513,0.168142,0.551089,0.507061,0.391705,0.39711,8
0,1,0,0.804054,0.890756,0.141593,0.462901,0.365501,0.387097,0.410065,8
0,1,0,0.810811,0.789916,0.150442,0.640163,0.526564,0.514154,0.451918,10
0,1,0,0.810811,0.789916,0.137168,0.522933,0.421654,0.447663,0.41704,7
0,1,0,0.817568,0.848739,0.172566,0.628829,0.578346,0.423305,0.412058,9
0,1,0,0.824324,0.815126,0.141593,0.589871,0.559516,0.496379,0.471849,9
0,1,0,0.837838,0.848739,0.19469,0.64884,0.567922,0.55497,0.451918,9
1,0,0,0.885135,0.907563,0.20354,1,0.770343,0.55102,0.892377,15
0,0,1,0.175676,0.142857,0.044248,0.015583,0.010424,0.015142,0.011958,4
0,0,1,0.222973,0.201681,0.048673,0.024261,0.01614,0.017775,0.019432,3
0,0,1,0.222973,0.201681,0.057522,0.022844,0.020175,0.017117,0.015446,1
0,0,1,0.243243,0.226891,0.044248,0.028688,0.019166,0.02765,0.025411,4
0,0,1,0.243243,0.210084,0.048673,0.028688,0.020175,0.02765,0.018435,2
0,0,1,0.256757,0.235294,0.053097,0.031875,0.022529,0.032258,0.02292,4
0,0,1,0.277027,0.109244,0.066372,0.04073,0.029926,0.037525,0.032885,2
0,0,1,0.297297,0.294118,0.070796,0.056844,0.04304,0.065174,0.036871,3
0,0,1,0.304054,0.302521,0.070796,0.045688,0.032952,0.034233,0.041355,2
0,0,1,0.304054,0.294118,0.084071,0.048344,0.036987,0.0474,0.035376,4
0,0,1,0.310811,0.277311,0.061947,0.04923,0.041022,0.040158,0.035376,3
0,0,1,0.324324,0.302521,0.066372,0.051886,0.038668,0.048716,0.040857,4
0,0,1,0.324324,0.294118,0.061947,0.050292,0.03497,0.0395,0.038366,6
0,0,1,0.331081,0.310924,0.079646,0.055073,0.046402,0.034233,0.040857,3
0,0,1,0.337838,0.310924,0.066372,0.065522,0.054808,0.057933,0.048331,4
0,0,1,0.344595,0.352941,0.075221,0.068709,0.051446,0.0395,0.04285,4
0,0,1,0.351351,0.327731,0.066372,0.063928,0.046738,0.057275,0.053313,5
0,0,1,0.351351,0.327731,0.066372,0.065167,0.062878,0.049375,0.04285,5
0,0,1,0.358108,0.327731,0.066372,0.062511,0.044048,0.05925,0.043348,3
0,0,1,0.358108,0.327731,0.061947,0.078095,0.069267,0.0553,0.053313,5
0,0,1,0.364865,0.352941,0.088496,0.08624,0.073974,0.069783,0.063279,5
0,0,1,0.398649,0.394958,0.084071,0.08748,0.069603,0.075708,0.065272,4
0,0,1,0.398649,0.378151,0.084071,0.100761,0.100538,0.090191,0.077728,5
0,0,1,0.405405,0.378151,0.079646,0.075438,0.055817,0.078341,0.053313,4
0,0,1,0.418919,0.352941,0.070796,0.088188,0.082717,0.048058,0.068261,4
0,0,1,0.452703,0.428571,0.079646,0.119355,0.103564,0.090849,0.088191,5
0,0,1,0.452703,0.420168,0.079646,0.124491,0.104909,0.097433,0.098156,5
0,0,1,0.452703,0.428571,0.079646,0.117407,0.10928,0.079658,0.089188,4
0,0,1,0.459459,0.462185,0.079646,0.126616,0.113652,0.105991,0.088191,4
0,0,1,0.466216,0.445378,0.10177,0.13246,0.112979,0.120474,0.098156,3
0,0,1,0.466216,0.436975,0.088496,0.120949,0.104909,0.104016,0.088191,4
0,0,1,0.472973,0.478992,0.088496,0.134585,0.109617,0.125741,0.098156,4
0,0,1,0.472973,0.436975,0.088496,0.132814,0.109953,0.094141,0.103139,4
0,0,1,0.47973,0.453782,0.088496,0.128387,0.105245,0.107966,0.103139,5
0,0,1,0.47973,0.453782,0.079646,0.149814,0.145259,0.113891,0.093174,5
0,0,1,0.486486,0.453782,0.106195,0.140783,0.121385,0.079658,0.110613,6
0,0,1,0.486486,0.478992,0.10177,0.138304,0.122058,0.102041,0.112606,4
0,0,1,0.493243,0.487395,0.115044,0.158491,0.139879,0.109282,0.132038,4
0,0,1,0.493243,0.453782,0.079646,0.123251,0.098857,0.087558,0.103139,5
0,1,0,0.5,0.470588,0.097345,0.153533,0.135508,0.143515,0.117588,4
0,0,1,0.5,0.495798,0.115044,0.147866,0.113315,0.123766,0.117588,5
0,0,1,0.506757,0.512605,0.115044,0.168585,0.127774,0.166557,0.135027,5
0,0,1,0.506757,0.504202,0.09292,0.15672,0.131809,0.121791,0.13154,6
0,0,1,0.506757,0.487395,0.097345,0.165752,0.1577,0.111916,0.111609,5
0,0,1,0.506757,0.470588,0.09292,0.157606,0.156355,0.20079,0.11709,5
0,0,1,0.513514,0.504202,0.110619,0.187887,0.150639,0.16524,0.144494,5
0,0,1,0.513514,0.537815,0.106195,0.175314,0.1577,0.138249,0.127554,4
0,0,1,0.52027,0.512605,0.088496,0.16345,0.155683,0.121791,0.113104,5
0,0,1,0.52027,0.487395,0.09292,0.158314,0.131137,0.123766,0.124564,5
0,0,1,0.527027,0.521008,0.10177,0.164689,0.15501,0.121132,0.111111,5
0,0,1,0.527027,0.529412,0.10177,0.188419,0.174849,0.128374,0.141006,5
0,0,1,0.527027,0.487395,0.097345,0.155658,0.11735,0.118499,0.118087,5
0,1,0,0.527027,0.495798,0.110619,0.170002,0.154001,0.138907,0.107623,4
1,0,0,0.533784,0.521008,0.106195,0.216044,0.219233,0.19684,0.138017,6
0,1,0,0.533784,0.521008,0.106195,0.205419,0.194351,0.120474,0.143996,6
1,0,0,0.540541,0.529412,0.110619,0.189481,0.148621,0.159315,0.147982,7
0,1,0,0.540541,0.512605,0.106195,0.208783,0.217552,0.144174,0.125062,4
1,0,0,0.547297,0.537815,0.10177,0.238888,0.214862,0.139566,0.167912,4
1,0,0,0.547297,0.554622,0.128319,0.225961,0.196032,0.184332,0.155456,4
1,0,0,0.547297,0.512605,0.088496,0.154772,0.129792,0.129691,0.113104,6
1,0,0,0.547297,0.521008,0.106195,0.212325,0.209146,0.15339,0.138017,5
0,1,0,0.554054,0.529412,0.10177,0.168762,0.13349,0.125082,0.127055,5
1,0,0,0.560811,0.554622,0.110619,0.229148,0.214526,0.162607,0.167414,6
1,0,0,0.567568,0.571429,0.119469,0.223659,0.20343,0.169849,0.147484,6
1,0,0,0.567568,0.579832,0.119469,0.215336,0.182246,0.188282,0.142003,5
1,0,0,0.574324,0.563025,0.119469,0.232867,0.210827,0.201448,0.154459,4
0,0,1,0.574324,0.554622,0.106195,0.197627,0.18998,0.134957,0.133034,6
1,0,0,0.574324,0.554622,0.119469,0.226846,0.21419,0.16919,0.15147,5
1,0,0,0.574324,0.579832,0.110619,0.237471,0.225286,0.15734,0.180369,5
0,1,0,0.581081,0.563025,0.115044,0.238002,0.212172,0.18499,0.176383,7
0,0,1,0.581081,0.563025,0.132743,0.241898,0.242771,0.171824,0.153961,6
1,0,0,0.581081,0.596639,0.110619,0.226669,0.193679,0.174457,0.152965,7
0,0,1,0.581081,0.504202,0.110619,0.212148,0.167451,0.157999,0.18286,6
1,0,0,0.587838,0.563025,0.119469,0.271649,0.263954,0.190915,0.187843,6
0,0,1,0.587838,0.537815,0.088496,0.204179,0.159381,0.160632,0.172895,5
0,0,1,0.587838,0.588235,0.119469,0.271649,0.245124,0.208032,0.177877,5
1,0,0,0.587838,0.588235,0.132743,0.248451,0.232683,0.175774,0.186348,6
1,0,0,0.587838,0.596639,0.128319,0.281211,0.259247,0.238315,0.193323,6
0,1,0,0.594595,0.630252,0.123894,0.29467,0.246133,0.262673,0.227703,6
1,0,0,0.594595,0.563025,0.137168,0.251638,0.247814,0.179724,0.152965,5
0,1,0,0.608108,0.605042,0.123894,0.255711,0.23302,0.227123,0.172895,6
1,0,0,0.608108,0.579832,0.123894,0.258721,0.223941,0.206715,0.167912,9
0,1,0,0.614865,0.621849,0.115044,0.26793,0.217888,0.258723,0.20279,6
0,1,0,0.614865,0.621849,0.132743,0.300159,0.219906,0.304806,0.199801,6
1,0,0,0.614865,0.588235,0.110619,0.230034,0.18191,0.210665,0.183857,5
0,1,0,0.621622,0.579832,0.119469,0.290243,0.263954,0.257406,0.20279,6
1,0,0,0.621622,0.630252,0.123894,0.253055,0.191325,0.209348,0.213254,6
1,0,0,0.621622,0.638655,0.123894,0.308837,0.250504,0.300856,0.21724,6
0,1,0,0.641892,0.655462,0.137168,0.350097,0.365165,0.233706,0.215745,7
0,1,0,0.641892,0.630252,0.123894,0.286347,0.246806,0.211323,0.272546,7
0,1,0,0.655405,0.672269,0.141593,0.341774,0.303631,0.271889,0.27155,7
0,1,0,0.662162,0.579832,0.115044,0.246325,0.20612,0.218565,0.177877,6
1,0,0,0.668919,0.663866,0.137168,0.422525,0.377606,0.337064,0.292476,8
1,0,0,0.668919,0.663866,0.137168,0.421994,0.344317,0.275839,0.340309,8
0,1,0,0.668919,0.672269,0.132743,0.391358,0.362475,0.335089,0.267564,6
1,0,0,0.668919,0.655462,0.123894,0.375952,0.353396,0.288348,0.237668,6
1,0,0,0.668919,0.680672,0.150442,0.319285,0.273369,0.254115,0.211759,5
1,0,0,0.675676,0.705882,0.141593,0.393837,0.332549,0.360764,0.287494,7
0,1,0,0.675676,0.680672,0.141593,0.389942,0.36113,0.290323,0.246637,7
0,1,0,0.682432,0.680672,0.132743,0.394369,0.374243,0.296248,0.287494,5
0,1,0,0.682432,0.680672,0.159292,0.371702,0.274714,0.341014,0.273543,6
1,0,0,0.682432,0.672269,0.132743,0.357712,0.334566,0.277814,0.281016,8
0,1,0,0.682432,0.663866,0.128319,0.401983,0.374916,0.289006,0.287494,6
1,0,0,0.682432,0.731092,0.115044,0.400744,0.39341,0.337064,0.234679,7
1,0,0,0.695946,0.689076,0.137168,0.401629,0.352051,0.343647,0.272546,9
1,0,0,0.695946,0.697479,0.141593,0.426421,0.321453,0.318631,0.306428,6
0,1,0,0.695946,0.672269,0.128319,0.375775,0.345999,0.321264,0.247633,6
0,1,0,0.702703,0.697479,0.137168,0.396317,0.302959,0.233706,0.152965,9
0,1,0,0.702703,0.663866,0.132743,0.393837,0.393746,0.289664,0.247633,9
1,0,0,0.702703,0.705882,0.146018,0.4289,0.416947,0.319947,0.27155,7
0,1,0,0.702703,0.680672,0.123894,0.355056,0.312374,0.275181,0.249128,7
1,0,0,0.702703,0.672269,0.132743,0.369046,0.34768,0.289664,0.267564,7
0,1,0,0.716216,0.731092,0.132743,0.401098,0.353396,0.347597,0.292476,7
1,0,0,0.716216,0.705882,0.137168,0.410483,0.383995,0.322581,0.272546,7
1,0,0,0.716216,0.697479,0.146018,0.435452,0.404506,0.344305,0.289985,9
1,0,0,0.722973,0.697479,0.132743,0.411015,0.379287,0.339039,0.305929,9
1,0,0,0.722973,0.705882,0.137168,0.412963,0.37189,0.314022,0.326856,8
0,1,0,0.72973,0.714286,0.141593,0.44289,0.392737,0.341014,0.327354,6
0,1,0,0.736486,0.764706,0.159292,0.470869,0.39879,0.362739,0.385152,9
0,1,0,0.743243,0.714286,0.150442,0.478307,0.418628,0.365372,0.362232,8
1,0,0,0.743243,0.731092,0.154867,0.471224,0.382986,0.356155,0.402093,8
0,1,0,0.743243,0.705882,0.154867,0.404285,0.319099,0.325214,0.346288,8
0,1,0,0.743243,0.747899,0.146018,0.455463,0.384667,0.398947,0.312407,7
0,1,0,0.743243,0.722689,0.176991,0.488047,0.392401,0.396972,0.398107,7
1,0,0,0.75,0.722689,0.137168,0.451921,0.427707,0.361422,0.307424,6
0,1,0,0.75,0.739496,0.146018,0.462369,0.402152,0.373272,0.312407,9
1,0,0,0.75,0.714286,0.132743,0.416681,0.348016,0.325872,0.320877,6
1,0,0,0.756757,0.731092,0.154867,0.486276,0.418292,0.355497,0.392128,9
1,0,0,0.756757,0.789916,0.163717,0.497432,0.459314,0.394338,0.371699,8
1,0,0,0.763514,0.756303,0.137168,0.496016,0.473436,0.348914,0.332337,8
0,1,0,0.763514,0.747899,0.150442,0.536745,0.465367,0.428571,0.406079,9
0,1,0,0.763514,0.747899,0.154867,0.493005,0.331204,0.382488,0.39711,8
0,1,0,0.77027,0.747899,0.137168,0.431557,0.412576,0.310072,0.315894,8
1,0,0,0.77027,0.781513,0.154867,0.578714,0.523201,0.449638,0.428999,9
1,0,0,0.77027,0.781513,0.154867,0.552152,0.476126,0.467413,0.39711,6
0,1,0,0.77027,0.756303,0.146018,0.506641,0.459314,0.404872,0.333333,6
1,0,0,0.77027,0.747899,0.154867,0.473349,0.425017,0.393022,0.346288,9
0,1,0,0.77027,0.747899,0.141593,0.440765,0.367518,0.429888,0.297459,8
0,1,0,0.77027,0.773109,0.132743,0.428546,0.345662,0.269914,0.382162,8
1,0,0,0.777027,0.739496,0.141593,0.46113,0.38265,0.410138,0.369706,7
1,0,0,0.777027,0.781513,0.185841,0.593767,0.447545,0.404872,0.456901,9
1,0,0,0.777027,0.789916,0.163717,0.573756,0.4462,0.423963,0.473842,8
0,1,0,0.783784,0.680672,0.141593,0.528422,0.463013,0.435155,0.180369,7
0,1,0,0.783784,0.764706,0.154867,0.584558,0.571957,0.442396,0.4001,8
0,1,0,0.790541,0.756303,0.163717,0.540464,0.463349,0.39763,0.437967,9
1,0,0,0.790541,0.806723,0.168142,0.5626,0.431406,0.390388,0.5142,7
1,0,0,0.790541,0.739496,0.172566,0.575704,0.39879,0.472679,0.481814,8
0,1,0,0.790541,0.705882,0.159292,0.484328,0.430397,0.386438,0.332337,4
1,0,0,0.804054,0.789916,0.146018,0.568975,0.457969,0.41343,0.397608,9
0,1,0,0.810811,0.865546,0.199115,0.56136,0.496301,0.39368,0.431988,8
0,1,0,0.810811,0.857143,0.172566,0.65008,0.51345,0.475313,0.549576,10
1,0,0,0.817568,0.806723,0.163717,0.568443,0.48655,0.422646,0.494768,10
1,0,0,0.831081,0.789916,0.154867,0.601558,0.554472,0.475971,0.402093,6
1,0,0,0.831081,0.756303,0.176991,0.662299,0.599866,0.527979,0.476831,8
0,1,0,0.837838,0.806723,0.154867,0.650434,0.539677,0.520737,0.499751,8
0,1,0,0.851351,0.806723,0.159292,0.596069,0.465367,0.552337,0.401594,10
1,0,0,0.858108,0.857143,0.181416,0.777758,0.679892,0.687294,0.544096,9
1,0,0,0.864865,0.857143,0.154867,0.690809,0.51345,0.550362,0.410563,8
0,1,0,0.864865,0.789916,0.163717,0.551797,0.446873,0.503621,0.402093,9
0,1,0,0.891892,0.915966,0.19469,0.904197,0.761601,0.57867,0.596413,9
1,0,0,0.932432,0.915966,0.19469,0.814592,0.67653,0.669519,0.616841,10
0,0,1,0.148649,0.12605,0.039823,0.009563,0.007397,0.009217,0.007972,2
0,0,1,0.162162,0.159664,0.039823,0.012573,0.011432,0.007242,0.009467,1
0,0,1,0.162162,0.134454,0.035398,0.010802,0.008406,0.005925,0.007972,2
0,0,1,0.168919,0.168067,0.035398,0.014698,0.009751,0.011192,0.005481,2
0,0,1,0.202703,0.184874,0.048673,0.020188,0.017485,0.0158,0.013453,2
0,0,1,0.22973,0.210084,0.057522,0.024438,0.019502,0.016458,0.01993,2
0,0,1,0.236486,0.210084,0.057522,0.023552,0.015804,0.01975,0.020927,3
0,0,1,0.256757,0.235294,0.048673,0.029042,0.023874,0.022383,0.023418,5
0,0,1,0.27027,0.235294,0.057522,0.036834,0.035642,0.025675,0.026408,4
0,0,1,0.277027,0.260504,0.075221,0.037365,0.027236,0.030941,0.032387,3
0,0,1,0.283784,0.277311,0.057522,0.033292,0.026564,0.026333,0.028401,3
0,0,1,0.304054,0.277311,0.070796,0.04374,0.036315,0.034233,0.037369,4
0,0,1,0.324324,0.302521,0.048673,0.052771,0.04304,0.034891,0.037369,4
0,0,1,0.331081,0.285714,0.075221,0.049407,0.044721,0.038183,0.038864,4
0,0,1,0.358108,0.352941,0.070796,0.070657,0.059852,0.061883,0.053313,3
0,0,1,0.398649,0.378151,0.088496,0.077563,0.077673,0.034233,0.061784,4
0,0,1,0.405405,0.378151,0.070796,0.082345,0.074983,0.05925,0.065272,4
0,0,1,0.405405,0.369748,0.088496,0.081636,0.077673,0.054641,0.063279,4
0,0,1,0.418919,0.394958,0.070796,0.087303,0.081372,0.064516,0.063279,5
0,0,1,0.439189,0.445378,0.084071,0.122543,0.129792,0.069124,0.085202,4
0,0,1,0.445946,0.411765,0.097345,0.112626,0.114997,0.057275,0.091181,5
0,0,1,0.452703,0.411765,0.088496,0.099168,0.083726,0.074391,0.0857,5
0,0,1,0.452703,0.453782,0.088496,0.11422,0.088097,0.094141,0.104136,4
0,0,1,0.466216,0.411765,0.09292,0.111209,0.083726,0.091508,0.101644,5
0,0,1,0.466216,0.445378,0.097345,0.127678,0.116342,0.082949,0.103139,5
0,0,1,0.466216,0.428571,0.084071,0.098105,0.083726,0.066491,0.086198,4
0,0,1,0.472973,0.453782,0.10177,0.129803,0.108272,0.113232,0.102641,5
1,0,0,0.47973,0.470588,0.106195,0.139897,0.132818,0.113232,0.101644,5
0,0,1,0.486486,0.462185,0.097345,0.145564,0.137525,0.125741,0.09417,4
0,0,1,0.486486,0.487395,0.10177,0.147335,0.148621,0.096116,0.104136,5
0,0,1,0.493243,0.462185,0.097345,0.130512,0.103228,0.109941,0.118087,5
0,0,1,0.5,0.487395,0.09292,0.144147,0.11197,0.132982,0.115097,5
0,0,1,0.5,0.478992,0.128319,0.153002,0.130128,0.118499,0.128052,5
0,0,1,0.5,0.470588,0.097345,0.144856,0.132818,0.122449,0.107125,6
0,0,1,0.506757,0.521008,0.110619,0.162918,0.142905,0.129032,0.129547,6
0,0,1,0.506757,0.478992,0.106195,0.173721,0.161399,0.140882,0.118087,4
0,0,1,0.506757,0.462185,0.09292,0.130866,0.124748,0.102699,0.095665,5
0,0,1,0.506757,0.462185,0.088496,0.144856,0.130128,0.131007,0.096163,4
0,0,1,0.506757,0.462185,0.097345,0.129803,0.106927,0.115866,0.100149,4
0,0,1,0.52027,0.495798,0.10177,0.146449,0.120377,0.128374,0.115595,5
1,0,0,0.533784,0.512605,0.09292,0.19196,0.180901,0.183015,0.127055,5
0,0,1,0.533784,0.546218,0.110619,0.170887,0.141224,0.140882,0.14001,4
0,0,1,0.540541,0.495798,0.097345,0.16097,0.137861,0.129691,0.128052,4
0,0,1,0.540541,0.495798,0.088496,0.160262,0.144923,0.14549,0.113104,5
0,0,1,0.547297,0.546218,0.110619,0.220471,0.22764,0.142199,0.164425,6
1,0,0,0.560811,0.689076,0.110619,0.184346,0.157364,0.170507,0.139013,5
0,0,1,0.574324,0.537815,0.123894,0.193908,0.166106,0.146807,0.156452,5
0,0,1,0.574324,0.537815,0.106195,0.191252,0.143914,0.152074,0.167912,7
0,0,1,0.574324,0.546218,0.110619,0.183106,0.166443,0.148782,0.132038,6
1,0,0,0.574324,0.563025,0.110619,0.183991,0.166443,0.15339,0.129048,4
0,1,0,0.581081,0.563025,0.110619,0.192137,0.164761,0.19684,0.138515,5
0,0,1,0.587838,0.588235,0.110619,0.23995,0.232347,0.183015,0.17987,6
0,1,0,0.587838,0.579832,0.110619,0.192315,0.174849,0.150757,0.136522,4
0,0,1,0.587838,0.579832,0.110619,0.196742,0.175185,0.156682,0.150473,7
0,0,1,0.587838,0.546218,0.10177,0.181866,0.143914,0.148782,0.163926,6
0,0,1,0.594595,0.554622,0.110619,0.215867,0.212845,0.165899,0.147982,6
1,0,0,0.601351,0.579832,0.128319,0.274305,0.236382,0.242265,0.18286,7
0,0,1,0.601351,0.546218,0.119469,0.190367,0.153665,0.174457,0.154958,6
0,0,1,0.601351,0.546218,0.110619,0.195679,0.193006,0.169849,0.164923,6
0,1,0,0.601351,0.680672,0.132743,0.360191,0.351042,0.260698,0.251619,5
0,0,1,0.608108,0.579832,0.115044,0.227909,0.217888,0.163265,0.167912,6
0,0,1,0.608108,0.579832,0.123894,0.212148,0.175857,0.168532,0.181365,7
1,0,0,0.608108,0.588235,0.106195,0.266867,0.251849,0.204082,0.198804,7
0,0,1,0.608108,0.571429,0.106195,0.214627,0.199059,0.183015,0.138515,6
0,0,1,0.614865,0.579832,0.110619,0.217815,0.186954,0.166557,0.187843,6
0,0,1,0.621622,0.563025,0.110619,0.21144,0.17384,0.195523,0.166916,7
0,0,1,0.628378,0.613445,0.123894,0.235346,0.209482,0.18104,0.187344,8
1,0,0,0.635135,0.563025,0.119469,0.276784,0.283457,0.238315,0.153961,5
1,0,0,0.635135,0.596639,0.106195,0.280149,0.29119,0.184332,0.187843,7
1,0,0,0.635135,0.605042,0.123894,0.289711,0.309684,0.166557,0.215745,7
0,1,0,0.641892,0.605042,0.119469,0.287763,0.286483,0.243581,0.172895,6
0,1,0,0.641892,0.630252,0.132743,0.296795,0.264963,0.25609,0.220727,6
1,0,0,0.641892,0.621849,0.132743,0.293784,0.275723,0.231731,0.21425,8
1,0,0,0.655405,0.630252,0.128319,0.317868,0.311365,0.233048,0.231689,7
1,0,0,0.655405,0.655462,0.141593,0.316805,0.281775,0.285714,0.219233,6
0,1,0,0.655405,0.647059,0.137168,0.226138,0.225286,0.231731,0.242651,6
1,0,0,0.655405,0.605042,0.128319,0.301045,0.2885,0.247531,0.20279,6
1,0,0,0.662162,0.672269,0.132743,0.339118,0.306321,0.314681,0.227703,7
1,0,0,0.662162,0.638655,0.132743,0.34992,0.389038,0.239631,0.203787,6
0,1,0,0.662162,0.663866,0.154867,0.356827,0.299933,0.312047,0.262083,7
1,0,0,0.668919,0.680672,0.132743,0.366743,0.363484,0.267281,0.247633,7
0,1,0,0.668919,0.655462,0.128319,0.310076,0.276395,0.285056,0.217738,6
0,0,1,0.668919,0.647059,0.132743,0.26669,0.229657,0.210007,0.221724,6
0,1,0,0.675676,0.680672,0.128319,0.351514,0.31271,0.300856,0.262581,5
0,1,0,0.675676,0.663866,0.141593,0.377546,0.373235,0.281106,0.255107,8
1,0,0,0.675676,0.638655,0.123894,0.298743,0.268998,0.250823,0.219731,7
0,1,0,0.675676,0.697479,0.146018,0.307066,0.291863,0.258723,0.235675,7
1,0,0,0.675676,0.672269,0.119469,0.320524,0.284802,0.258723,0.257598,7
0,0,1,0.675676,0.638655,0.115044,0.284399,0.2115,0.283081,0.242651,8
1,0,0,0.675676,0.655462,0.150442,0.361431,0.368527,0.285714,0.22571,7
1,0,0,0.675676,0.655462,0.128319,0.299274,0.278413,0.255431,0.217738,7
1,0,0,0.682432,0.672269,0.132743,0.393837,0.319771,0.283081,0.262581,6
1,0,0,0.682432,0.672269,0.172566,0.657694,0.634835,0.560237,0.437967,7
1,0,0,0.682432,0.655462,0.119469,0.287586,0.253194,0.251481,0.217738,7
1,0,0,0.682432,0.663866,0.123894,0.339826,0.32616,0.238315,0.250623,7
1,0,0,0.682432,0.663866,0.128319,0.354347,0.367182,0.259381,0.227205,6
0,1,0,0.682432,0.663866,0.137168,0.32867,0.258238,0.323239,0.262581,7
1,0,0,0.689189,0.680672,0.128319,0.32991,0.32078,0.239631,0.232686,7
1,0,0,0.689189,0.689076,0.141593,0.337701,0.308339,0.310072,0.262581,5
1,0,0,0.695946,0.697479,0.132743,0.351868,0.322798,0.304806,0.237668,6
0,1,0,0.709459,0.705882,0.141593,0.362848,0.325488,0.327847,0.254111,7
1,0,0,0.709459,0.672269,0.150442,0.421286,0.467384,0.314681,0.237668,6
0,1,0,0.709459,0.689076,0.132743,0.389764,0.366174,0.344305,0.247633,6
1,0,0,0.709459,0.689076,0.137168,0.359306,0.343645,0.323897,0.22272,8
0,1,0,0.716216,0.697479,0.146018,0.416327,0.410222,0.298881,0.289487,7
1,0,0,0.716216,0.705882,0.123894,0.395077,0.372562,0.337722,0.27155,7
1,0,0,0.716216,0.714286,0.150442,0.418452,0.39072,0.310731,0.3144,8
0,1,0,0.716216,0.705882,0.146018,0.373296,0.290518,0.288348,0.35426,7
1,0,0,0.722973,0.722689,0.141593,0.358597,0.356759,0.278473,0.239163,6
