@relation segment-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.RemoveUseless-M100.0

@attribute region-centroid-col numeric
@attribute region-centroid-row numeric
@attribute short-line-density-5 numeric
@attribute short-line-density-2 numeric
@attribute vedge-mean numeric
@attribute vegde-sd numeric
@attribute hedge-mean numeric
@attribute hedge-sd numeric
@attribute intensity-mean numeric
@attribute rawred-mean numeric
@attribute rawblue-mean numeric
@attribute rawgreen-mean numeric
@attribute exred-mean numeric
@attribute exblue-mean numeric
@attribute exgreen-mean numeric
@attribute value-mean numeric
@attribute saturation-mean numeric
@attribute hue-mean numeric
@attribute class {1,2,3,4,5,6,7}

@data
0.110672,0.475,0,0,0.013308,0.000063,0.014907,0.000128,0.040795,0.052674,0.045655,0.024162,0.902985,0.164705,0.455408,0.048601,0.529762,0.352531,1
0.090909,0.195833,0,0,0.030418,0.000164,0.031056,0.001648,0.145882,0.145867,0.181148,0.108339,0.787313,0.335294,0.297913,0.181148,0.434743,0.228166,1
0.035573,0.745833,0,0,0.091255,0.007036,0.055901,0.001916,0.229797,0.213938,0.272459,0.199531,0.651119,0.390587,0.347248,0.272459,0.305705,0.171932,6
0.296443,0.779167,0,0,0.060837,0.001215,0.03354,0.000499,0.101472,0.088331,0.078056,0.138737,0.710821,0.043529,0.8463,0.131075,0.411573,0.856159,7
0.833992,0.620833,0,0,0.04943,0.001305,0.032298,0.001278,0.162149,0.12966,0.155375,0.200311,0.557837,0.137647,0.850095,0.189249,0.378216,0.954693,7
0.209486,0.508333,0,0,0.053232,0.001016,0.01118,0.000248,0.037439,0.026742,0.059646,0.024162,0.748134,0.247059,0.480076,0.059646,0.630471,0.167238,5
0.624506,0.4375,0.333333,0,0.015209,0.000347,0.045963,0.000796,0.20785,0.187197,0.24595,0.187061,0.625001,0.363529,0.417457,0.24595,0.310286,0.145496,5
0.16996,0.283333,0,0,0.015209,0.000347,0.017391,0.000291,0.751101,0.684766,0.838736,0.720966,0.136194,0.729411,0.324478,0.838736,0.258079,0.111843,2
0.379447,0.041667,0,0,0.032319,0.000617,0.029814,0.000627,0.884073,0.838736,0.946981,0.859704,0.238807,0.642353,0.360531,0.946981,0.195127,0.11187,2
0.505929,0.333333,0,0.5,0.933462,0.758523,0.565218,0.272612,0.308806,0.280389,0.349043,0.293062,0.539179,0.397647,0.449715,0.349043,0.348885,0.12153,3
0.118577,0.129167,0.333333,0,0.043726,0.000691,0.021118,0.000558,0.885621,0.853323,0.939618,0.85814,0.328359,0.6,0.337761,0.939618,0.174634,0.122512,2
0.521739,0.233333,0,0,0.047529,0.001408,0.047205,0.000887,0.189259,0.183144,0.23785,0.143413,0.731343,0.409411,0.235294,0.23785,0.429308,0.214184,1
0.328063,0.5125,0,0,0.015209,0.00012,0.016149,0.00011,0.014717,0.007293,0.030928,0.004677,0.777985,0.212941,0.504744,0.030928,0.874074,0.17309,5
0.750988,0.15,0,0,0.015209,0.000388,0.024845,0.000278,0.9463,0.940844,0.969806,0.925173,0.494404,0.468235,0.381403,0.969806,0.118399,0.13122,2
0.403162,0.475,0,0,0.032319,0.000835,0.018634,0.000499,0.012394,0.003241,0.025773,0.007015,0.766791,0.198823,0.538899,0.025773,0.923809,0.135415,3
0.581028,0.754167,0.333333,0,0.136882,0.002199,0.110559,0.002789,0.405113,0.377634,0.477172,0.354637,0.514926,0.572941,0.19165,0.477172,0.299308,0.16958,6
0.173913,0.416667,0,0,0.01711,0.000353,0.02236,0.000569,0.112316,0.089141,0.157585,0.086515,0.638059,0.375294,0.3852,0.157585,0.489897,0.158396,5
0.438735,0.791667,0,0,0.096958,0.001306,0.069565,0.001287,0.148464,0.121556,0.134757,0.18862,0.600746,0.101176,0.865275,0.178203,0.381912,0.925371,7
0.940711,0.0875,0,0,0.026616,0.000209,0.03354,0.000858,0.84663,0.803889,0.915315,0.813715,0.268657,0.661176,0.299811,0.915315,0.201898,0.123356,2
0.964427,0.5375,0,0,0.005703,0.000281,0.013665,0.000536,0.00284,0.001621,0.005155,0.001559,0.824627,0.143529,0.56926,0.005155,0.240741,0.159448,5
0.094862,0.029167,0,0,0.022814,0.00009,0.012422,0.000278,0.795767,0.747161,0.877022,0.755261,0.244404,0.709412,0.24668,0.877022,0.225725,0.12855,2
0.557312,0.370833,0,0,0.022814,0.000269,0.031056,0.000655,0.154919,0.158833,0.188512,0.115354,0.811567,0.329412,0.282733,0.188512,0.421994,0.238536,1
0.557312,0.416667,0,0,0.038023,0.000459,0.012422,0.000248,0.200362,0.179093,0.23785,0.180826,0.623134,0.358823,0.426945,0.23785,0.315484,0.141272,5
0.802372,0.7625,0,0,0.089354,0.001942,0.114286,0.002465,0.286084,0.269854,0.329897,0.25487,0.630597,0.409411,0.337761,0.329897,0.275415,0.167708,6
0.936759,0.058333,0,0,0.013308,0.000253,0.021118,0.000597,0.810484,0.756081,0.886599,0.780977,0.199627,0.688236,0.326375,0.886599,0.224975,0.114826,2
0.454545,0.8,0,0,0.104563,0.001965,0.065838,0.001267,0.136071,0.112642,0.117084,0.178487,0.628732,0.072941,0.882353,0.16863,0.393868,0.900599,7
0.051383,0.5125,0,0,0.013308,0.000063,0.008696,0.000045,0.036922,0.049433,0.041237,0.020265,0.908582,0.161176,0.455408,0.046392,0.587302,0.357843,1
0.268775,0.2,0,0,0.043726,0.00096,0.045963,0.001071,0.16628,0.165316,0.204713,0.126266,0.774254,0.355294,0.278937,0.204713,0.415301,0.225772,1
0.26087,0.220833,0,0,0.072243,0.002136,0.053416,0.002482,0.156727,0.160454,0.191458,0.116134,0.809702,0.335294,0.275142,0.191458,0.426923,0.238138,1
0.43083,0.741667,0,0,0.034221,0.000672,0.027329,0.000856,0.090111,0.079417,0.061119,0.130943,0.731343,0.014117,0.872864,0.123711,0.508139,0.831849,7
0.549407,0.7375,0,0,0.068441,0.002126,0.068323,0.001802,0.429901,0.397083,0.507364,0.378799,0.470149,0.604706,0.185958,0.507364,0.295624,0.162868,6
0.818182,0.225,0,0,0.047529,0.001247,0.591304,0.018421,0.395302,0.384117,0.427098,0.371784,0.630597,0.377647,0.388994,0.427098,0.19713,0.180197,4
0.162055,0.508333,0,0,0.039924,0.001922,0.06087,0.002278,0.018848,0.008914,0.033137,0.01325,0.759329,0.204706,0.537002,0.033137,0.860606,0.140307,5
0.498024,0.454167,0,0,0.01711,0.000482,0.016149,0.00043,0.010586,0.00081,0.027246,0.002338,0.76306,0.214117,0.518026,0.027246,0.984127,0.152953,3
0.272727,0.25,0.333333,0,0.072243,0.001823,0.063354,0.001499,0.158792,0.159644,0.196613,0.117693,0.789179,0.350588,0.271347,0.196613,0.43357,0.231039,1
0.853755,0.820833,0,0,0.085551,0.002185,0.059627,0.001763,0.112058,0.092383,0.095729,0.14809,0.662314,0.08,0.836812,0.139911,0.40213,0.899012,7
0.26087,0.25,0,0,0.057034,0.000896,0.03354,0.000216,0.878134,0.842792,0.933726,0.851904,0.309702,0.605882,0.347248,0.933726,0.179672,0.118258,2
0.245059,0.870833,0,0,0.104563,0.01539,0.081988,0.004392,0.057062,0.047812,0.04271,0.08106,0.751866,0.07647,0.751423,0.076583,0.486717,0.862451,7
0.264822,0.383333,0,0,0.022814,0.000583,0.024845,0.000695,0.014976,0.00081,0.037555,0.004677,0.731343,0.24353,0.502846,0.037555,0.987654,0.14416,3
0.897233,0.333333,0,0,0.024715,0.000198,0.024845,0.000278,0.018332,0.003241,0.041237,0.008574,0.723881,0.245882,0.506641,0.041237,0.939815,0.137399,3
0.916996,0.833333,0.333333,0,0.091255,0.00614,0.037267,0.00125,0.107668,0.090761,0.100883,0.130943,0.682836,0.124705,0.743833,0.123711,0.335421,0.93998,7
0.110672,0.370833,0,0,0.076046,0.001374,0.059627,0.002629,0.143816,0.15235,0.169367,0.108339,0.847015,0.288235,0.313092,0.169367,0.394331,0.255929,1
0.664032,0.379167,0,0,0.034221,0.000359,0.019876,0.000214,0.405888,0.389789,0.461708,0.361652,0.593284,0.495294,0.237192,0.461708,0.25976,0.177717,4
0.70751,0.7,0,0,0.077947,0.002528,0.101864,0.005247,0.247354,0.228525,0.292341,0.217458,0.625001,0.405882,0.349147,0.292341,0.301166,0.162672,6
0.221344,0.341667,0,0,0.013308,0.000393,0.004969,0.000124,0.124968,0.096434,0.179676,0.09431,0.597015,0.42353,0.349147,0.179676,0.511905,0.156752,5
0.375494,0.466667,0,0,0.043726,0.000153,0.040994,0.001499,0.150788,0.10778,0.226804,0.111457,0.488806,0.531765,0.28463,0.226804,0.559546,0.150155,4
0.316206,0.4625,0,0.5,0.252852,0.065494,0.108075,0.03048,0.046218,0.024311,0.07511,0.036633,0.667911,0.281176,0.506641,0.07511,0.809331,0.116703,3
0.399209,0.1625,0,0,0.055133,0.001072,0.029814,0.000627,0.424221,0.386548,0.502209,0.37724,0.438432,0.605882,0.216319,0.502209,0.304774,0.153559,4
0.715415,0.729167,0.333333,0,0.125475,0.002061,0.039752,0.000895,0.337723,0.319287,0.396907,0.292283,0.598881,0.495294,0.2315,0.396907,0.304522,0.179819,6
0.818182,0.095833,0,0,0.058935,0.001745,0.009938,0.000362,0.100697,0.078606,0.139175,0.08106,0.649254,0.34,0.43074,0.139175,0.479958,0.148036,5
0.189723,0.570833,0,0,0.026616,0.000254,0.149068,0.024108,0.111284,0.08752,0.111929,0.133281,0.634328,0.161176,0.734345,0.128866,0.403708,1,7
0.675889,0.716667,0,0,0.098859,0.001696,0.090683,0.002216,0.39272,0.367909,0.463917,0.340607,0.537313,0.565882,0.180266,0.463917,0.305472,0.175702,6
0.58498,0.3375,0,0,0.041825,0.000568,0.052174,0.002757,0.164989,0.168558,0.201031,0.123149,0.80597,0.343529,0.265655,0.201031,0.420973,0.236105,1
0.359684,0.325,0,0,0.068441,0.001275,0.027329,0.000691,0.410794,0.371961,0.493372,0.360092,0.434701,0.624706,0.189753,0.493372,0.317871,0.157038,4
0.664032,0.229167,0,0,0.068441,0.002106,0.021118,0.000302,0.359671,0.348461,0.405743,0.321122,0.641792,0.437647,0.280836,0.405743,0.252103,0.181802,4
0.375494,0.495833,0,0,0.019011,0.000459,0.027329,0.000473,0.016783,0.003241,0.033137,0.012471,0.735075,0.214117,0.546489,0.033137,0.931217,0.113815,3
0.588933,0.6125,0,0,0.074145,0.001647,0.031056,0.000302,0.058869,0.051054,0.081001,0.042868,0.761194,0.251764,0.459203,0.081001,0.503086,0.18479,4
0.355731,0.433333,0.333333,0,0.058935,0.001453,0.086957,0.002041,0.138911,0.149919,0.159794,0.106001,0.865672,0.264706,0.332069,0.159794,0.375321,0.269147,1
0.422925,0.495833,0,0,0.032319,0.000601,0.02236,0.000481,0.046218,0.061588,0.047864,0.029618,0.925373,0.150588,0.455408,0.055965,0.501014,0.382782,1
0.640316,0.704167,0,0,0.060837,0.001195,0.204969,0.046125,0.211723,0.200162,0.240795,0.191737,0.686567,0.321176,0.42315,0.240795,0.23849,0.138851,6
0.743083,0.116667,0,0,0.036122,0.000579,0.017391,0.000421,0.865739,0.830634,0.930041,0.830081,0.315299,0.644705,0.278937,0.930041,0.188391,0.130286,2
0.814229,0.195833,0,0,0.026616,0.000347,0.019876,0.000421,0.769429,0.712318,0.849041,0.738889,0.19403,0.695294,0.320683,0.849041,0.237567,0.115318,2
0.909091,0.466667,0,0,0.022814,0.00009,0.008696,0.00011,0.040537,0.051864,0.045655,0.024162,0.899254,0.165882,0.457305,0.048601,0.531746,0.345121,1
0.577075,0.758333,0,0,0.226236,0.003635,0.157764,0.003902,0.360703,0.339547,0.417525,0.320342,0.572761,0.489412,0.267553,0.417525,0.275266,0.161837,6
0.620553,0.729167,0,0,0.030418,0.000344,0.03354,0.001306,0.084173,0.068071,0.071429,0.113016,0.695896,0.090588,0.785578,0.106775,0.428864,0.900454,7
0.051383,0.25,0,0,0.44677,0.010469,0.489441,0.011928,0.222051,0.186386,0.266568,0.208885,0.516791,0.397647,0.472486,0.266568,0.395671,0.107839,3
0.41502,0.225,0.666667,0,0.076046,0.001669,0.050932,0.000597,0.422671,0.391411,0.494109,0.37646,0.483209,0.574118,0.222011,0.494109,0.287325,0.160012,4
0.889328,0.3,0,0,0.030418,0.000523,0.023602,0.000366,0.631812,0.543761,0.774669,0.5643,0.024255,0.965883,0.056925,0.774669,0.362062,0.135165,2
0.252964,0.245833,0,0,0.022814,0.000179,0.024845,0.000406,0.784411,0.75851,0.846834,0.74201,0.40485,0.616471,0.233397,0.846834,0.186099,0.146478,2
0.521739,0.541667,0,0,0.003802,0.000174,0.002484,0.000124,0.000516,0,0.001473,0,0.830224,0.13647,0.574952,0.001473,0.222222,0.159448,5
0.498024,0.291667,0,0,0.832699,0.445871,0.49441,0.189779,0.29667,0.254457,0.343152,0.287606,0.447761,0.424706,0.499051,0.343152,0.366946,0.095305,3
0.632411,0.6875,0,0,0.013308,0.000153,0.026087,0.000281,0.090628,0.073744,0.078056,0.120031,0.688433,0.092941,0.789373,0.113402,0.407734,0.903997,7
0.256917,0.620833,0,0,0.102662,0.004078,0.062112,0.00031,0.159309,0.132901,0.209131,0.131722,0.600746,0.408235,0.370019,0.209131,0.426014,0.152006,4
0.12253,0.954167,0,0,0.043726,0.001554,0.050932,0.00123,0.084689,0.071313,0.061856,0.121589,0.714552,0.042353,0.844403,0.114875,0.470675,0.854178,7
0.667984,0.616667,0.333333,0,0.077947,0.001433,0.036025,0.000852,0.143042,0.148298,0.148011,0.132502,0.824627,0.189411,0.495256,0.148011,0.15128,0.243005,4
0.833992,0.95,0,0,0.06654,0.001464,0.052174,0.002035,0.072296,0.055916,0.064065,0.096648,0.697761,0.109411,0.75332,0.091311,0.445969,0.918394,7
0.201581,0.6625,0,0,0.019011,0.000459,0.021118,0.000281,0.177382,0.146678,0.167894,0.216679,0.565299,0.128235,0.857684,0.204713,0.349112,0.948214,7
0.438735,0.429167,0,0,0.024715,0.000063,0.014907,0.000032,0.036664,0.047812,0.040501,0.021824,0.899254,0.158823,0.468691,0.044183,0.534392,0.358182,1
0.335968,0.5375,0,0,0.186312,0.004809,0.068323,0.001932,0.069197,0.04376,0.100147,0.060795,0.636194,0.296471,0.514231,0.100147,0.627944,0.105153,3
0.272727,0.4625,0,0,0.125475,0.004067,0.091925,0.002727,0.138653,0.13047,0.166421,0.116913,0.733209,0.297647,0.413662,0.175257,0.402492,0.252485,3
0.003953,0.1375,0,0,0.074145,0.002409,0.053416,0.001103,0.130648,0.126418,0.167157,0.095869,0.76306,0.337646,0.318786,0.167157,0.457681,0.21664,1
0.905138,0.125,0,0,0.030418,0.000694,0.042236,0.000895,0.846888,0.803889,0.920471,0.809036,0.266791,0.684705,0.263758,0.920471,0.206392,0.128156,2
0.731225,0.629167,0,0,0.055133,0.000601,0.277019,0.048198,0.307256,0.273096,0.362297,0.281371,0.5,0.468235,0.375711,0.362297,0.301508,0.110382,6
0.316206,0.6125,0,0,0.096958,0.001154,0.032298,0.001272,0.146657,0.122367,0.192194,0.121589,0.619403,0.384706,0.388994,0.192194,0.41916,0.15134,4
0.15415,0.1,0,0,0.024715,0.000253,0.023602,0.000467,0.484122,0.450568,0.565537,0.429461,0.447761,0.636471,0.157495,0.565537,0.287488,0.16284,4
0.924901,0.770833,0,0,0.057034,0.001344,0.049689,0.000828,0.329462,0.304701,0.388071,0.290724,0.557837,0.490588,0.280836,0.388071,0.294238,0.162769,6
0.632411,0.325,0,0,0.159696,0.005159,0.003727,0.000201,0.021689,0.02107,0.025037,0.018706,0.822761,0.152941,0.555977,0.025037,0.097643,0.193682,5
0.940711,0.620833,0,0,0.062738,0.00093,0.132919,0.003315,0.314744,0.276337,0.386597,0.275135,0.468283,0.550588,0.275142,0.386597,0.352126,0.147932,6
0.225296,0.4875,0.333333,0,0.10076,0.001771,0.054658,0.001213,0.114898,0.073744,0.171576,0.09431,0.51306,0.430588,0.42315,0.171576,0.613385,0.122196,3
0.853755,0.495833,0,0,0.079848,0.002554,0.032298,0.000342,0.148981,0.115073,0.21134,0.115354,0.552239,0.465883,0.326375,0.21134,0.505441,0.152646,4
0.15415,0.258333,0.333333,0,0.047529,0.001094,0.036025,0.001809,0.143816,0.144247,0.177467,0.10756,0.791045,0.327058,0.3074,0.177467,0.426973,0.22978,1
0.72332,0.333333,0,0,0.041825,0.000388,0.008696,0.000077,0.167829,0.12966,0.231222,0.137178,0.516791,0.475293,0.347248,0.231222,0.48999,0.141314,5
0.102767,0.5125,0,0,0.038023,0.00099,0.036025,0.000767,0.060677,0.026742,0.105302,0.045986,0.580224,0.36,0.468691,0.105302,0.772831,0.117714,3
0.588933,0.5875,0,0,0.003802,0.00003,0.045963,0.002578,0.009553,0.007293,0.015464,0.005456,0.815299,0.162353,0.548387,0.015464,0.537037,0.174062,5
0.411067,0.533333,0,0,0.009506,0.000108,0.018634,0.000377,0.042603,0.055105,0.047864,0.024941,0.906716,0.167058,0.447818,0.050074,0.532628,0.348893,1
0.952569,0.325,0,0,0.01711,0.000482,0.021118,0.000398,0.012652,0.005673,0.027246,0.003897,0.781717,0.204706,0.514231,0.027246,0.896296,0.168202,5
0.280632,0.445833,0,0,0.009506,0.000063,0.012422,0.000085,0.038213,0.047812,0.044183,0.022603,0.88806,0.169411,0.462998,0.047128,0.545855,0.334219,1
0.27668,0.425,0,0,0.024715,0.000243,0.016149,0.00011,0.038213,0.051864,0.041973,0.021044,0.916045,0.158823,0.451613,0.047128,0.580026,0.368156,1
0.094862,0.4375,0,0,0.032319,0.000153,0.106832,0.002233,0.112833,0.123987,0.132548,0.08106,0.875,0.25294,0.341556,0.140648,0.447187,0.315838,1
0.233202,0.170833,0,0,0.024715,0.000601,0.017391,0.000534,0.778213,0.736629,0.856404,0.734217,0.298508,0.690588,0.222011,0.856404,0.218379,0.136738,2
0.126482,0.575,0,0,0.019011,0.000254,0.016149,0.00011,0.037955,0.029984,0.057437,0.024941,0.766791,0.234117,0.481973,0.057437,0.578339,0.177697,1
0.391304,0.7625,0,0,0.058935,0.002616,0.07205,0.001082,0.429126,0.399514,0.505154,0.37646,0.492538,0.597647,0.174573,0.505154,0.295908,0.168124,6
0.664032,0.520833,0,0,0.009506,0.000063,0.018634,0.000152,0.014459,0.004862,0.032401,0.004677,0.76306,0.221176,0.506641,0.032401,0.877513,0.159448,5
0.679842,0.233333,0,0,0.038023,0.001252,0.004969,0.000248,0.005164,0.005673,0.007364,0.002338,0.835821,0.143529,0.557875,0.007364,0.231481,0.257107,5
0.185771,0.283333,0,0,0.060837,0.001867,0.026087,0.000954,0.037697,0.012966,0.069956,0.02728,0.651119,0.295293,0.500949,0.069956,0.842452,0.118251,3
0.387352,0.4,0.333333,0,0.053232,0.002047,0.074534,0.001635,0.129874,0.141815,0.15243,0.09431,0.875,0.270588,0.313092,0.153166,0.413785,0.280998,1
0.798419,0.508333,0,0,0.003802,0.00003,0.002484,0.000021,0.004131,0,0.011782,0,0.804105,0.169411,0.548387,0.011782,1,0.159448,5
0.810277,0.508333,0,0,0.001901,0.000137,0.001242,0.000098,0.002582,0,0.007364,0,0.815299,0.155294,0.559772,0.007364,1,0.159448,5
0.98419,0.316667,0,0,0.024715,0.000243,0.013665,0.00027,0.077717,0.048622,0.129603,0.050662,0.60821,0.398823,0.377609,0.129603,0.659329,0.152025,5
0.150198,0.025,0,0,0.038023,0.001098,0.019876,0.000582,0.496258,0.461913,0.578792,0.441152,0.438432,0.644705,0.1537,0.578792,0.284874,0.162678,4
0.16996,0.733333,0,0,0.04943,0.000347,0.018634,0.000741,0.106119,0.096434,0.084683,0.137958,0.733209,0.054117,0.806451,0.130339,0.355526,0.853273,7
0.27668,0.775,0,0,0.093156,0.00187,0.101864,0.001548,0.386523,0.358185,0.460972,0.334372,0.514926,0.579999,0.180266,0.460972,0.314739,0.171213,6
0.462451,0.704167,0,0,0.06654,0.001494,0.069565,0.000785,0.338499,0.321718,0.391016,0.298518,0.610075,0.463529,0.271347,0.391016,0.278822,0.175961,6
0.754941,0.629167,0,0,0.081749,0.002215,0.334161,0.158385,0.281953,0.251215,0.327687,0.262664,0.531717,0.417647,0.425047,0.333578,0.307814,0.078996,6
0.462451,0.1125,0,0,0.026616,0.000589,0.019876,0.00077,0.870388,0.826578,0.938882,0.83866,0.253731,0.665882,0.3074,0.938882,0.199972,0.121085,2
0.296443,0.529167,0,1,0.110266,0.003912,0.122981,0.001752,0.115156,0.072123,0.164212,0.104442,0.5,0.394118,0.495256,0.164212,0.60922,0.101507,3
0.561265,0.054167,0,0,0.043726,0.000915,0.019876,0.000823,0.889755,0.858188,0.938882,0.866719,0.33209,0.577647,0.370019,0.938882,0.169397,0.116664,2
0.541502,0.4375,0,0,0.020913,0.000153,0.009938,0.00015,0.045185,0.055105,0.054492,0.025721,0.88806,0.187058,0.434535,0.055228,0.559171,0.311099,1
0.280632,0.416667,0,0,0.01711,0.000303,0.021118,0.001007,0.009037,0,0.023564,0.002338,0.768657,0.203529,0.529412,0.023564,1,0.151879,3
0.371542,0.541667,0,0,0.024715,0.000243,0.016149,0.00011,0.010844,0.00081,0.0243,0.006235,0.761194,0.198823,0.544592,0.0243,0.977778,0.127284,3
0.225296,0.058333,0,0,0.026616,0.000506,0.008696,0.000236,0.78234,0.713129,0.870395,0.754482,0.106344,0.738823,0.339658,0.870395,0.25541,0.108667,2
0.541502,0.158333,0,0,0.036122,0.000937,0.039752,0.00077,0.864707,0.824959,0.930777,0.831645,0.283582,0.652941,0.297913,0.930777,0.194622,0.12436,2
0.221344,0.691667,0,0,0.032319,0.000556,0.032298,0.00124,0.136587,0.115073,0.122238,0.172252,0.641792,0.095294,0.833017,0.162739,0.35899,0.916191,7
0.743083,0.545833,0,0,0,0,0,0,0,0,0,0,0.833955,0.131764,0.578747,0,0,0.511055,5
0.090909,0.341667,0,0,0.055133,0.000779,0.045963,0.001249,0.438163,0.399514,0.525036,0.382696,0.427239,0.651764,0.1537,0.525036,0.315538,0.161241,4
0.628458,0.125,0,0,0.028517,0.000816,0.004969,0.000124,0.004906,0.004052,0.0081,0.002338,0.826493,0.148235,0.559772,0.0081,0.537037,0.201297,5
0.245059,0.7,0,0,0.022814,0.000224,0.034783,0.000406,0.082365,0.071313,0.062592,0.113795,0.731343,0.05647,0.804553,0.107511,0.419762,0.854296,7
0.782609,0.870833,0,0,0.039924,0.00084,0.019876,0.000342,0.046218,0.038898,0.033137,0.06703,0.768657,0.08,0.728652,0.063328,0.5039,0.851996,7
0.351779,0.4625,0.333333,0,0.057034,0.00141,0.026087,0.000499,0.112833,0.074554,0.167894,0.091192,0.533582,0.422352,0.41556,0.167894,0.584744,0.133785,3
0.043478,0.595833,0,0,0.110266,0.003077,0.052174,0.002308,0.137362,0.10859,0.189249,0.109899,0.591419,0.412941,0.371917,0.189249,0.479715,0.151368,4
0.667984,0.2125,0,0,0,0,0,0,0,0,0,0,0.833955,0.131764,0.578747,0,0,0.511055,5
0.379447,0.6875,0,0,0.026616,0.000661,0.053416,0.000943,0.154661,0.138574,0.131075,0.194855,0.673508,0.055294,0.865275,0.184094,0.316041,0.877005,7
0.802372,0.004167,0,0,0.026616,0.000523,0.039752,0.000566,0.888458,0.842792,0.948452,0.867498,0.235074,0.629412,0.3852,0.948452,0.19252,0.107654,2
0.162055,0.7875,0,0,0.019011,0.000433,0.009938,0.000182,0.053705,0.042139,0.039028,0.08028,0.73694,0.074117,0.770398,0.075846,0.51532,0.86482,7
0.798419,0.3,0,0,0.013308,0.000137,0.004969,0.000291,0.11903,0.094003,0.164948,0.09431,0.623134,0.379999,0.392789,0.164948,0.481852,0.151162,5
0.343874,0.333333,0,0,0.036122,0.000835,0.016149,0.000557,0.731219,0.675041,0.818111,0.692126,0.212687,0.721177,0.259961,0.818111,0.250204,0.12485,2
0.841897,0.625,0,0,0.127376,0.000736,0.257143,0.013649,0.281953,0.257699,0.329161,0.25487,0.576493,0.424706,0.368122,0.329161,0.298056,0.141898,6
0.438735,0.275,0,0,0.03232,0.000579,0.026087,0.000584,0.750328,0.684766,0.829895,0.727981,0.141792,0.690588,0.381403,0.829895,0.250143,0.104001,2
0.426877,0.270833,0,0,0.051331,0.000697,0.008696,0.000236,0.360962,0.34765,0.407953,0.32346,0.626866,0.442352,0.288425,0.407953,0.250705,0.176988,4
0.098814,0.833333,0,0,0.057034,0.001479,0.037267,0.001314,0.114124,0.100486,0.097202,0.144973,0.703358,0.077647,0.798861,0.136966,0.333856,0.886942,7
0.067194,0.316667,0,0,0.053232,0.001979,0.042236,0.00126,0.020398,0.008914,0.037555,0.01325,0.748134,0.218823,0.525617,0.037555,0.862771,0.13677,3
0.16996,0.466667,0,0,0.036122,0.001005,0.02236,0.000609,0.010328,0.001621,0.0243,0.003897,0.770522,0.201176,0.531309,0.0243,0.961905,0.14814,3
0.913043,0.683333,0,0,0.039924,0.000629,0.063354,0.001564,0.107153,0.090761,0.089838,0.141075,0.686567,0.074117,0.821631,0.133284,0.387412,0.887474,7
0.142292,0.3875,0,0,0.268061,0.009794,0.49441,0.015594,0.129874,0.10859,0.155375,0.123149,0.645523,0.284705,0.523719,0.155375,0.607613,0.103936,3
0.387352,0.620833,0,0,0.068441,0.00085,0.068323,0.001703,0.195456,0.153971,0.196613,0.233826,0.485075,0.183529,0.850095,0.220913,0.367514,0.985668,7
0.075099,0.245833,0,0,0.393536,0.008841,0.17764,0.004989,0.129616,0.099676,0.158321,0.127825,0.585821,0.3,0.559772,0.158321,0.476884,0.076397,3
0.703557,0.629167,0,0,0.06654,0.001318,0.314287,0.004277,0.28092,0.252837,0.326215,0.259547,0.550373,0.415294,0.409867,0.326215,0.289652,0.118016,6
0.758893,0.595833,0,0,0.058935,0.002573,0.044721,0.001346,0.196231,0.157213,0.26215,0.163678,0.501866,0.494117,0.332069,0.26215,0.453533,0.14322,4
0.019763,0.445833,0,0,0.001901,0.000137,0.001242,0.000098,0.000258,0,0.000736,0,0.83209,0.134117,0.57685,0.000736,0.111111,0.159448,3
0.359684,0.1875,0,0,0.015209,0.00003,0.018634,0.000409,0.878392,0.84522,0.932255,0.851904,0.324628,0.597647,0.34535,0.932255,0.176061,0.120437,2
0.992095,0.791667,0,0,0.157795,0.005541,0.124224,0.00418,0.28092,0.26094,0.324742,0.253312,0.606343,0.408235,0.364326,0.324742,0.275368,0.145778,6
0.3083,0.191667,0,0,0.058935,0.001632,0.043478,0.001424,0.186936,0.175041,0.240059,0.141854,0.692164,0.430588,0.240986,0.240059,0.440509,0.202548,1
0.901186,0.470833,0,0,0.030418,0.000075,0.019876,0.000246,0.041054,0.051864,0.047128,0.024162,0.895522,0.170588,0.45351,0.050074,0.545855,0.336853,1
0.56917,0.375,0.333333,0,0.019011,0.00012,0.036025,0.00043,0.156468,0.157213,0.193667,0.116134,0.789179,0.347058,0.277039,0.193667,0.432819,0.229971,1
0.363636,0.745833,0,0,0.188213,0.001838,0.058385,0.002333,0.373613,0.345219,0.443299,0.326578,0.518657,0.554118,0.218217,0.443299,0.303602,0.166474,6
0.596838,0.783333,0,0,0.038023,0.000523,0.018634,0.000184,0.125227,0.111021,0.102356,0.162899,0.695896,0.051764,0.848197,0.153903,0.348063,0.868556,7
0.87747,0.625,0,0,0.047529,0.003066,0.201242,0.022377,0.293055,0.262561,0.346097,0.265783,0.529851,0.455294,0.366225,0.346097,0.308416,0.127906,6
0.814229,0.358333,0,0,0.030418,0.000657,0.017391,0.000342,0.018332,0.004052,0.039028,0.010132,0.729478,0.235294,0.518026,0.039028,0.915344,0.130133,3
0.790514,0.3375,0,0,0.028517,0.000213,0.017391,0.000214,0.629746,0.546192,0.765092,0.56586,0.055971,0.929411,0.083492,0.765092,0.35122,0.134535,2
