@relation german_credit-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.RemoveUseless-M100.0

@attribute checking_status=<0 numeric
@attribute checking_status=0<=X<200 numeric
@attribute checking_status=>=200 numeric
@attribute 'checking_status=no checking' numeric
@attribute duration numeric
@attribute 'credit_history=no credits/all paid' numeric
@attribute 'credit_history=all paid' numeric
@attribute 'credit_history=existing paid' numeric
@attribute 'credit_history=delayed previously' numeric
@attribute 'credit_history=critical/other existing credit' numeric
@attribute 'purpose=new car' numeric
@attribute 'purpose=used car' numeric
@attribute purpose=furniture/equipment numeric
@attribute purpose=radio/tv numeric
@attribute 'purpose=domestic appliance' numeric
@attribute purpose=repairs numeric
@attribute purpose=education numeric
@attribute purpose=retraining numeric
@attribute purpose=business numeric
@attribute purpose=other numeric
@attribute credit_amount numeric
@attribute savings_status=<100 numeric
@attribute savings_status=100<=X<500 numeric
@attribute savings_status=500<=X<1000 numeric
@attribute savings_status=>=1000 numeric
@attribute 'savings_status=no known savings' numeric
@attribute employment=unemployed numeric
@attribute employment=<1 numeric
@attribute employment=1<=X<4 numeric
@attribute employment=4<=X<7 numeric
@attribute employment=>=7 numeric
@attribute installment_commitment numeric
@attribute 'personal_status=male div/sep' numeric
@attribute 'personal_status=female div/dep/mar' numeric
@attribute 'personal_status=male single' numeric
@attribute 'personal_status=male mar/wid' numeric
@attribute other_parties=none numeric
@attribute 'other_parties=co applicant' numeric
@attribute other_parties=guarantor numeric
@attribute residence_since numeric
@attribute 'property_magnitude=real estate' numeric
@attribute 'property_magnitude=life insurance' numeric
@attribute property_magnitude=car numeric
@attribute 'property_magnitude=no known property' numeric
@attribute age numeric
@attribute other_payment_plans=bank numeric
@attribute other_payment_plans=stores numeric
@attribute other_payment_plans=none numeric
@attribute housing=rent numeric
@attribute housing=own numeric
@attribute 'housing=for free' numeric
@attribute existing_credits numeric
@attribute 'job=unemp/unskilled non res' numeric
@attribute 'job=unskilled resident' numeric
@attribute job=skilled numeric
@attribute 'job=high qualif/self emp/mgmt' numeric
@attribute num_dependents numeric
@attribute own_telephone numeric
@attribute foreign_worker numeric
@attribute class {1,2}

@data
1,0,0,0,0.205882,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.109992,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0.666667,0,0,1,0,0.196429,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1
1,0,0,0,0.117647,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.04721,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0.666667,1,0,0,0,0.160714,0,0,1,0,1,0,0.333333,0,0,1,0,0,0,0,2
0,0,0,1,0.117647,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.020249,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0.660714,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
1,0,0,0,0.117647,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.063772,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0.666667,1,0,0,0,0.625,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
0,0,0,1,0.117647,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.030098,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0.666667,0,1,0,0,0.25,1,0,0,0,1,0,0,0,1,0,0,1,0,0,2
0,0,1,0,0.294118,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.185265,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0.017857,0,0,1,1,0,0,0.333333,0,0,1,0,0,0,0,1
0,1,0,0,0.117647,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.058765,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0.625,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1
0,1,0,0,0.735294,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.863596,1,0,0,0,0,0,1,0,0,0,0.666667,0,0,1,0,1,0,0,1,0,0,0,1,0.696429,0,0,1,1,0,0,0,0,0,1,0,0,1,0,2
0,0,0,1,0.117647,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.096952,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0.333333,0,0,1,0,0.75,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,0,0.205882,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.130516,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0.267857,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,0,0.470588,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.114834,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0.303571,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,0,0.235294,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.374546,0,0,0,0,1,0,0,0,1,0,0.666667,0,0,1,0,1,0,0,1,0,1,0,0,0.303571,1,0,0,1,0,0,0.333333,0,0,0,1,1,1,0,1
0,0,0,1,0.294118,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.067074,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0.392857,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
0,1,0,0,0.470588,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.114064,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0.089286,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
0,0,0,1,0.029412,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.037526,1,0,0,0,0,0,0,1,0,0,0.666667,0,1,0,0,1,0,0,0.333333,1,0,0,0,0.089286,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,0,0.073529,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.091834,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0.666667,0,0,1,0,0.285714,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1
0,0,0,1,0.117647,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.120777,0,0,0,0,1,0,1,0,0,0,0.333333,0,0,0,1,1,0,0,1,0,0,1,0,0.125,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1
0,1,0,0,0.294118,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.643117,1,0,0,0,0,0,0,1,0,0,0.333333,0,0,1,0,0,1,0,0.666667,0,0,1,0,0.357143,0,0,1,0,1,0,0.333333,0,0,0,1,1,1,0,2
0,0,0,1,0.205882,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.341587,1,0,0,0,0,0,0,0,0,1,0.333333,0,0,1,0,1,0,0,1,0,0,0,1,0.357143,1,0,0,0,1,0,0.333333,0,0,0,1,1,1,0,2
0,1,0,0,0.117647,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.320678,1,0,0,0,0,0,0,0,1,0,0.333333,0,0,1,0,1,0,0,0.333333,0,0,1,0,0.232143,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
1,0,0,0,0.294118,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.411082,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0.333333,0,1,0,0,0.196429,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1
0,1,0,0,0.147059,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.063827,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0.333333,1,0,0,0,0.285714,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1
0,1,0,0,0.029412,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.065973,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.333333,0,0,1,0,0.214286,1,0,0,0,1,0,0.333333,0,0,1,0,1,0,0,1
0,0,1,0,0.161765,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.007813,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0.071429,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1
0,1,0,0,0.205882,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.330692,1,0,0,0,0,0,0,0,1,0,0.666667,0,0,1,0,1,0,0,0.666667,1,0,0,0,0.160714,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
0,0,0,1,0.470588,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.418455,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0.333333,1,0,0,0,0.107143,0,1,0,0,1,0,0.333333,0,0,1,0,0,1,0,2
1,0,0,0,0.117647,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.078684,0,0,1,0,0,0,0,0,0,1,0.666667,0,0,0,1,1,0,0,0,1,0,0,0,0.285714,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
0,0,0,1,0.647059,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.183119,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0.5,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1
1,0,0,0,0.558824,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.380984,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0.666667,0,0,1,0,0.196429,0,0,1,0,1,0,0,0,0,0,1,0,1,0,2
1,0,0,0,0.088235,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.103555,0,0,0,0,1,0,1,0,0,0,0.333333,0,1,0,0,0,1,0,0.666667,1,0,0,0,0.142857,0,0,1,1,0,0,0.333333,0,0,1,0,0,0,1,1
1,0,0,0,0.426471,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.2218,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0.071429,0,0,1,0,1,0,0.333333,0,0,1,0,0,0,0,2
0,1,0,0,0.117647,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.11643,0,0,1,0,0,0,0,0,1,0,0.666667,1,0,0,0,1,0,0,0.666667,0,0,1,0,0.303571,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1
1,0,0,0,0.25,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.087213,1,0,0,0,0,0,0,1,0,0,0.666667,0,1,0,0,1,0,0,0.333333,1,0,0,0,0.107143,0,0,1,0,1,0,0.333333,0,0,1,0,0,1,0,2
0,0,0,1,0.294118,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.199076,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0.333333,0,0,1,0,0.392857,0,0,1,1,0,0,0.333333,0,0,0,1,0,1,0,1
0,0,0,1,0.117647,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.083526,1,0,0,0,0,0,0,1,0,0,0.666667,0,0,1,0,1,0,0,0.333333,1,0,0,0,0.089286,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
0,0,1,0,0.088235,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.029218,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0.785714,0,0,1,0,0,1,0.333333,0,0,1,0,0,1,0,1
0,1,0,0,0.205882,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.09211,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0.666667,1,0,0,0,0.142857,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2
1,0,0,0,0.117647,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.102949,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0.333333,0,1,0,0,0.196429,0,0,1,0,1,0,0.333333,0,0,1,0,0,0,0,1
1,0,0,0,0.117647,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.024816,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0.333333,1,0,0,0,0.375,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
0,1,0,0,0.117647,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.021404,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0.333333,0,0,1,0,0.196429,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2
0,1,0,0,0.117647,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.088588,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0.333333,0,0,1,0,0.267857,0,0,1,0,1,0,0.333333,0,0,0,1,0,1,0,1
1,0,0,0,0.117647,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.178772,1,0,0,0,0,0,0,1,0,0,0.666667,0,1,0,0,0,1,0,0.333333,1,0,0,0,0.178571,0,0,1,0,1,0,0.333333,0,0,1,0,0,0,0,2
0,1,0,0,0.647059,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.45323,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0.333333,0,0,1,0,0.089286,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
1,0,0,0,0.470588,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.365192,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0.666667,0,1,0,0,0.178571,0,1,0,0,1,0,0,0,0,1,0,0,1,0,2
0,0,0,1,0.161765,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.135248,1,0,0,0,0,0,1,0,0,0,0.333333,0,0,1,0,1,0,0,0.666667,0,1,0,0,0.142857,1,0,0,0,1,0,0.333333,0,1,0,0,0,0,0,1
0,0,0,1,0.205882,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.095411,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0.5,1,0,0,0,0,1,0.333333,0,0,1,0,0,0,0,1
0,0,0,1,0.823529,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.544404,0,1,0,0,0,0,0,0,1,0,0.333333,0,1,0,0,1,0,0,1,1,0,0,0,0.035714,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1
0,0,0,1,0.117647,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.054473,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0.333333,1,0,0,0,0.339286,0,0,1,0,1,0,0.333333,0,0,1,0,0,1,0,1
0,0,0,1,0.338235,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.460163,0,0,0,1,0,0,0,1,0,0,0.333333,0,0,1,0,1,0,0,0.333333,0,0,1,0,0.142857,0,0,1,0,1,0,0.333333,0,0,1,0,0,0,0,1
0,1,0,0,0.117647,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.028392,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0.666667,1,0,0,0,0.839286,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2
0,1,0,0,0.161765,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.136349,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0.333333,1,0,0,0,0.285714,1,0,0,0,1,0,0.666667,0,0,1,0,0,1,0,1
0,0,1,0,0.117647,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.089744,1,0,0,0,0,0,0,1,0,0,0.333333,0,1,0,0,1,0,0,0.333333,0,0,1,0,0.446429,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1
0,0,1,0,0.029412,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.025256,0,0,0,1,0,0,1,0,0,0,0.333333,0,0,0,1,1,0,0,0.333333,1,0,0,0,0.142857,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1
0,1,0,0,0.470588,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.250083,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0.196429,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1
1,0,0,0,0.338235,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.174205,1,0,0,0,0,0,0,1,0,0,0.666667,0,0,1,0,1,0,0,0.333333,0,0,1,0,0.142857,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
1,0,0,0,0.205882,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.121712,1,0,0,0,0,0,0,1,0,0,0.333333,0,0,1,0,1,0,0,0.333333,0,0,1,0,0.053571,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2
0,0,0,1,0.25,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.112138,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0.071429,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1
0,1,0,0,0.647059,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.182458,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0.333333,0,0,1,0,0.196429,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
1,0,0,0,0.029412,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.033564,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0.357143,0,0,1,0,1,0,0.333333,0,0,1,0,0,1,0,1
0,0,0,1,0.117647,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.02377,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0.666667,0,0,1,0,0.571429,0,0,1,0,1,0,0.333333,0,0,1,0,0,1,0,1
1,0,0,0,0.470588,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.281776,1,0,0,0,0,0,0,1,0,0,0.666667,0,0,1,0,0,0,1,0.333333,0,1,0,0,0.160714,0,0,1,0,1,0,0.333333,0,0,1,0,0,0,0,1
0,0,0,1,0.205882,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.073292,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0.482143,0,0,1,0,1,0,0.333333,0,0,1,0,0,0,0,1
0,0,0,1,0.029412,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.060306,0,1,0,0,0,0,0,0,0,1,0.333333,0,0,1,0,1,0,0,1,0,0,0,1,0.410714,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1
0,0,0,1,0.088235,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.09211,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0.339286,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1
0,0,1,0,0.470588,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.308022,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0.089286,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,0,0.294118,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.413118,0,0,0,1,0,0,0,0,0,1,0.333333,0,1,0,0,1,0,0,1,0,0,0,1,0.178571,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
0,1,0,0,0.294118,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.369594,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0.303571,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1
1,0,0,0,0.117647,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.056784,1,0,0,0,0,0,0,1,0,0,0.333333,0,1,0,0,1,0,0,1,0,0,1,0,0.017857,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2
1,0,0,0,0.073529,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.057115,0,1,0,0,0,0,0,0,0,1,0.666667,0,0,1,0,0,0,1,1,1,0,0,0,0.517857,0,0,1,0,1,0,0.333333,0,0,1,0,1,0,1,1
1,0,0,0,0.117647,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.004897,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0.464286,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
0,1,0,0,0.294118,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.179487,0,1,0,0,0,0,0,0,1,0,0.333333,0,0,1,0,1,0,0,0.666667,0,0,1,0,0.339286,1,0,0,0,1,0,0.333333,0,0,1,0,0,1,0,1
0,0,0,1,0.029412,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.090679,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0.333333,1,0,0,0,0.267857,0,0,1,0,1,0,0.333333,0,1,0,0,1,0,0,1
0,0,0,1,0.294118,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.144272,0,1,0,0,0,0,0,0,0,1,0.666667,0,0,1,0,1,0,0,1,1,0,0,0,0.303571,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1
0,0,0,1,0.205882,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.044294,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0.196429,0,0,1,0,1,0,0.333333,0,0,1,0,0,0,0,1
0,0,0,1,0.161765,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.055684,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0.666667,0,1,0,0,0.303571,0,0,1,0,1,0,0.333333,0,0,1,0,0,1,0,1
0,1,0,0,0.088235,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.388357,1,0,0,0,0,1,0,0,0,0,0.333333,0,0,1,0,1,0,0,1,0,0,0,1,0.910714,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1
0,0,0,1,0.470588,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.036261,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0.303571,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
0,0,0,1,0.029412,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.150105,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.333333,0,0,1,0,0.232143,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1
1,0,0,0,0.205882,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.048476,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0.333333,0,0,1,0,0.25,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2
0,1,0,0,0.102941,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.073016,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0.017857,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
0,0,0,1,0.294118,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.204798,1,0,0,0,0,0,0,0,1,0,0.333333,0,1,0,0,1,0,0,1,0,1,0,0,0.107143,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1
0,1,0,0,0.294118,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.092715,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0.214286,0,0,1,0,1,0,0.333333,0,0,1,0,0,1,0,2
1,0,0,0,0.161765,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.038517,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0.666667,0,0,1,0,0.25,0,0,1,1,0,0,0.333333,0,0,1,0,1,0,0,2
0,0,0,1,0.117647,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.028227,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0.125,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1
0,1,0,0,0.294118,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.099813,1,0,0,0,0,1,0,0,0,0,0.666667,0,1,0,0,1,0,0,0.333333,0,1,0,0,0.267857,0,0,1,0,1,0,0,0,0,0,1,0,1,0,2
0,1,0,0,0.058824,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.064048,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0.333333,1,0,0,0,0.25,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
1,0,0,0,0.25,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.174095,1,0,0,0,0,0,1,0,0,0,0.333333,0,0,1,0,1,0,0,0,0,1,0,0,0.125,0,0,1,0,1,0,0.333333,0,0,1,0,0,0,0,2
0,0,0,1,0.382353,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.398096,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0.607143,1,0,0,0,1,0,0,0,0,0,1,0,1,0,2
1,0,0,0,0.117647,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.12804,1,0,0,0,0,0,0,1,0,0,0.333333,1,0,0,0,1,0,0,0,0,0,1,0,0.410714,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
1,0,0,0,0.029412,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.004842,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0.589286,0,0,1,0,1,0,0.333333,0,0,1,0,0,0,0,1
0,0,0,1,0.117647,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.094256,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0.333333,0,0,1,0,0.214286,0,0,1,1,0,0,0.333333,0,0,0,1,1,1,0,1
1,0,0,0,0.25,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.017663,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0.821429,0,0,1,0,1,0,0.333333,0,0,1,0,0,0,0,1
0,0,0,1,0.470588,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.512931,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.160714,0,0,1,0,1,0,0.333333,0,0,1,0,0,0,0,2
0,1,0,0,0.470588,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.231374,1,0,0,0,0,0,0,1,0,0,0.333333,1,0,0,0,1,0,0,0.333333,1,0,0,0,0.196429,0,1,0,0,1,0,0.333333,0,0,0,1,0,1,0,2
1,0,0,0,0.25,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.076868,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0.333333,0,1,0,0,0.375,0,0,1,0,1,0,0.333333,0,1,0,0,1,0,0,2
0,0,0,1,0.294118,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.194068,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0.553571,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1
0,1,0,0,0.205882,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.034885,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0.303571,1,0,0,0,1,0,0,0,0,1,0,1,1,0,2
