@relation spambase

@attribute MDS0 numeric
@attribute MDS1 numeric
@attribute MDS2 numeric
@attribute MDS3 numeric
@attribute MDS4 numeric
@attribute MDS5 numeric
@attribute MDS6 numeric
@attribute MDS7 numeric
@attribute MDS8 numeric
@attribute MDS9 numeric
@attribute MDS10 numeric
@attribute MDS11 numeric
@attribute MDS12 numeric
@attribute MDS13 numeric
@attribute MDS14 numeric
@attribute MDS15 numeric
@attribute MDS16 numeric
@attribute MDS17 numeric
@attribute MDS18 numeric
@attribute MDS19 numeric
@attribute MDS20 numeric
@attribute MDS21 numeric
@attribute MDS22 numeric
@attribute MDS23 numeric
@attribute MDS24 numeric
@attribute MDS25 numeric
@attribute MDS26 numeric
@attribute MDS27 numeric
@attribute MDS28 numeric
@attribute MDS29 numeric
@attribute MDS30 numeric
@attribute MDS31 numeric
@attribute MDS32 numeric
@attribute MDS33 numeric
@attribute MDS34 numeric
@attribute MDS35 numeric
@attribute MDS36 numeric
@attribute MDS37 numeric
@attribute MDS38 numeric
@attribute MDS39 numeric
@attribute MDS40 numeric
@attribute MDS41 numeric
@attribute MDS42 numeric
@attribute MDS43 numeric
@attribute MDS44 numeric
@attribute MDS45 numeric
@attribute MDS46 numeric
@attribute MDS47 numeric
@attribute MDS48 numeric
@attribute MDS49 numeric
@attribute MDS50 numeric
@attribute MDS51 numeric
@attribute MDS52 numeric
@attribute MDS53 numeric
@attribute MDS54 numeric
@attribute MDS55 numeric
@attribute MDS56 numeric
@attribute class {1,2}

@data
0.103524,0.146837,0.47561,0.020168,0.163333,0.204918,0.15949,0.145401,0.232941,0.052969,0.497462,0.160323,0.21978,0.214047,0.293255,0.077368,0.162866,0.123609,0.051268,0.058207,0.421365,0.05919,0.224719,0.086957,0.050429,0.063857,0.030931,0.123609,0.074604,0.204918,0.086162,0.265957,0.057659,0.265957,0.052133,0.149477,0.169779,0.134063,0.09802,0.265957,0.161501,0.075301,0.386719,0.051133,0.048972,0.047506,0.513089,0.111111,0.295213,0.140105,0.30238,0.021667,0.22992,0.057471,0.051049,0.063576,0.046907,1
0.103524,0.146084,0.473171,0.020168,0.163333,0.204918,0.15949,0.145401,0.232941,0.051222,0.497462,0.155709,0.21978,0.160535,0.293255,0.077368,0.162866,0.123609,0.049577,0.058207,0.413452,0.05919,0.224719,0.086957,0.050429,0.063857,0.030931,0.123609,0.074604,0.204918,0.086162,0.265957,0.057659,0.265957,0.052133,0.149477,0.169779,0.134063,0.09802,0.265957,0.161501,0.075301,0.386719,0.051133,0.048972,0.047506,0.513089,0.111111,0.295213,0.140105,0.30238,0.021571,0.22992,0.057471,0.051049,0.063576,0.046907,1
0,0.075301,0.460976,0.020168,0.087778,0.295082,0.15949,0.098912,0.232941,0.058207,0.497462,0.16609,0.21978,0.108138,0.293255,0.017895,0.162866,0.123609,0.069859,0.058207,0.344214,0.05919,0.224719,0.086957,0.050429,0.063857,0.030931,0.123609,0.074604,0.204918,0.086162,0.265957,0.057659,0.265957,0.052133,0.149477,0.169779,0.134063,0.09802,0.265957,0.161501,0.075301,0.386719,0.051133,0.048972,0.047506,0.513089,0.111111,0.295213,0.119697,0.30238,0.031737,0.196185,0.053009,0.001135,0.001101,0.009028,1
0,0.075301,0.460976,0.020168,0.086667,0.295082,0.15949,0.098912,0.232941,0.058207,0.497462,0.16609,0.21978,0.108138,0.293255,0.017368,0.162866,0.123609,0.069296,0.058207,0.342235,0.05919,0.224719,0.086957,0.050429,0.063857,0.030931,0.123609,0.074604,0.204918,0.086162,0.265957,0.057659,0.265957,0.052133,0.149477,0.169779,0.134063,0.09802,0.265957,0.161501,0.075301,0.386719,0.051133,0.048972,0.047506,0.513089,0.111111,0.295213,0.119697,0.30238,0.031737,0.196185,0.053009,0.001135,0.001101,0.009028,1
0.07489,0.075301,0.170732,0.020168,0.002222,0.204918,0.15949,0.098912,0.392941,0.001164,0.497462,0.11534,0.21978,0.108138,0.293255,0.052632,0.162866,0.123609,0.075493,0.001164,0.166172,0.05919,0.224719,0.086957,0.067574,0.063857,0.030931,0.123609,0.074604,0.204918,0.086162,0.265957,0.057659,0.265957,0.052133,0.149477,0.169779,0.134063,0.09802,0.265957,0.161501,0.075301,0.386719,0.051133,0.048972,0.047506,0.513089,0.111111,0.295213,0.111213,0.30238,0.060298,0.217269,0.053009,0.60463,0.13336,0.084154,1
0,0.075301,0.243902,0.020168,0.111111,0.204918,0.15949,0.007913,0.232941,0.058207,0.497462,0.11534,0.21978,0.108138,0.293255,0.052632,0.162866,0.123609,0.056338,0.058207,0.098912,0.05919,0.017978,0.086957,0.050429,0.063857,0.030931,0.123609,0.074604,0.204918,0.086162,0.265957,0.057659,0.265957,0.052133,0.149477,0.169779,0.134063,0.09802,0.265957,0.161501,0.075301,0.386719,0.051133,0.003918,0.047506,0.513089,0.111111,0.295213,0.133456,0.30238,0.031737,0.274297,0.053009,0.002248,0.001502,0.004545,1
0,0.075301,0.243902,0.020168,0.111111,0.204918,0.15949,0.098912,0.447059,0.058207,0.497462,0.11534,0.21978,0.108138,0.293255,0.052632,0.162866,0.123609,0.107606,0.058207,0.173096,0.05919,0.224719,0.086957,0.050429,0.063857,0.030931,0.123609,0.074604,0.204918,0.086162,0.265957,0.057659,0.265957,0.052133,0.149477,0.169779,0.134063,0.09802,0.265957,0.161501,0.075301,0.386719,0.051133,0.048972,0.047506,0.513089,0.111111,0.295213,0.127608,0.30238,0.049909,0.196185,0.053009,0.001725,0.002703,0.005429,1
0,0.075301,0.243902,0.020168,0.111111,0.204918,0.15949,0.098912,0.232941,0.058207,0.497462,0.038062,0.21978,0.108138,0.293255,0.017368,0.162866,0.123609,0.093521,0.058207,0.296736,0.05919,0.224719,0.086957,0.050429,0.063857,0.030931,0.123609,0.074604,0.204918,0.086162,0.265957,0.057659,0.265957,0.052133,0.149477,0.169779,0.134063,0.09802,0.265957,0.161501,0.075301,0.386719,0.051133,0.048972,0.047506,0.513089,0.111111,0.295213,0.111213,0.30238,0.010325,0.196185,0.053009,0.001089,0.001001,0.002715,1
0,0.075301,0.243902,0.020168,0.192222,0.204918,0.15949,0.098912,0.232941,0.058207,0.497462,0.156863,0.021978,0.108138,0.293255,0.071579,0.162866,0.123609,0.151549,0.058207,0.171118,0.05919,0.224719,0.118261,0.050429,0.063857,0.030931,0.123609,0.074604,0.204918,0.086162,0.265957,0.057659,0.265957,0.052133,0.149477,0.169779,0.134063,0.09802,0.265957,0.161501,0.075301,0.386719,0.051133,0.048972,0.047506,0.513089,0.111111,0.295213,0.124857,0.30238,0.039299,0.208032,0.053009,0.001752,0.002803,0.013258,1
0,0.075301,0.243902,0.020168,0.111111,0.270492,0.15949,0.098912,0.232941,0.058207,0.497462,0.11534,0.21978,0.108138,0.293255,0.052632,0.319218,0.123609,0.056338,0.058207,0.098912,0.05919,0.224719,0.086957,0.050429,0.063857,0.030931,0.123609,0.074604,0.254098,0.086162,0.265957,0.057659,0.265957,0.052133,0.149477,0.169779,0.134063,0.129703,0.265957,0.161501,0.075301,0.386719,0.051133,0.048972,0.047506,0.513089,0.111111,0.348404,0.142169,0.317466,0.031737,0.196185,0.053009,0.000908,0.001302,0.011174,1
0.090308,0.106175,0.343902,0.020168,0.125556,0.22541,0.164274,0.104847,0.355294,0.112922,0.634518,0.202999,0.318681,0.013378,0.302053,0.065263,0.229642,0.127318,0.112113,0.058207,0.024728,0.05919,0.301124,0.138261,0.050429,0.063857,0.030931,0.123609,0.074604,0.204918,0.086162,0.265957,0.057659,0.265957,0.052133,0.149477,0.169779,0.134063,0.09802,0.265957,0.161501,0.075301,0.386719,0.051133,0.053869,0.047506,0.513089,0.111111,0.298463,0.119927,0.30238,0.045239,0.311245,0.058958,0.004322,0.013016,0.140341,1
0.068282,0.075301,0.243902,0.020168,0.215556,0.204918,0.15949,0.098912,0.232941,0.058207,0.654822,0.11534,0.21978,0.108138,0.293255,0.068947,0.162866,0.161928,0.155493,0.076251,0.160237,0.05919,0.224719,0.14087,0.050429,0.063857,0.030931,0.123609,0.074604,0.204918,0.086162,0.265957,0.057659,0.265957,0.068457,0.149477,0.169779,0.134063,0.09802,0.265957,0.161501,0.075301,0.386719,0.051133,0.012243,0.047506,0.513089,0.111111,0.295213,0.117519,0.30238,0.033485,0.218474,0.053009,0.001233,0.003104,0.007828,1
0,0.075301,0.031707,0.020168,0.014444,0.319672,0.248804,0.098912,0.232941,0.090803,0.497462,0.014994,0.21978,0.108138,0.293255,0.156316,0.162866,0.123609,0.103662,0.058207,0.154303,0.05919,0.350562,0.086957,0.050429,0.063857,0.030931,0.123609,0.074604,0.204918,0.086162,0.265957,0.057659,0.265957,0.052133,0.149477,0.169779,0.134063,0.09802,0.265957,0.161501,0.075301,0.386719,0.051133,0.048972,0.047506,0.513089,0.111111,0.295213,0.144233,0.30238,0.056136,0.196185,0.053009,0.0097,0.029535,0.025758,1
0,0.075301,0.278049,0.020168,0.143333,0.204918,0.15949,0.098912,0.232941,0.058207,0.497462,0.217993,0.21978,0.108138,0.293255,0.06,0.162866,0.123609,0.056338,0.058207,0.098912,0.05919,0.25618,0.086957,0.050429,0.063857,0.030931,0.123609,0.074604,0.204918,0.086162,0.265957,0.083285,0.265957,0.052133,0.192825,0.169779,0.134063,0.09802,0.265957,0.161501,0.075301,0.386719,0.051133,0.048972,0.047506,0.513089,0.111111,0.301714,0.118895,0.30238,0.031737,0.200602,0.053009,0.001114,0.001001,0.018497,1
0,0.075301,0.378049,0.020168,0.111111,0.317623,0.15949,0.125618,0.232941,0.058207,0.77665,0.146482,0.279121,0.108138,0.293255,0.005263,0.20684,0.226205,0.083944,0.058207,0.20178,0.05919,0.224719,0.110435,0.050429,0.063857,0.030931,0.123609,0.074604,0.204918,0.086162,0.265957,0.057659,0.265957,0.052133,0.149477,0.169779,0.134063,0.09802,0.265957,0.161501,0.075301,0.386719,0.051133,0.062194,0.047506,0.513089,0.111111,0.295213,0.133456,0.30238,0.050227,0.254618,0.083922,0.001188,0.003404,0.018308,1
0,0.075301,0.07561,0.020168,0.111111,0.204918,0.15949,0.098912,0.232941,0.058207,0.497462,0.035755,0.21978,0.108138,0.293255,0.052632,0.162866,0.123609,0.017465,0.058207,0.421365,0.05919,0.224719,0.026957,0.050429,0.063857,0.030931,0.123609,0.074604,0.204918,0.086162,0.265957,0.057659,0.265957,0.052133,0.149477,0.169779,0.134063,0.09802,0.265957,0.161501,0.075301,0.386719,0.051133,0.048972,0.047506,0.513089,0.111111,0.295213,0.111213,0.30238,0.031737,0.238353,0.053009,0.003177,0.002403,0.003346,1
0,0.075301,0.07561,0.020168,0.111111,0.204918,0.15949,0.098912,0.232941,0.058207,0.497462,0.035755,0.21978,0.108138,0.293255,0.052632,0.162866,0.123609,0.017465,0.058207,0.421365,0.05919,0.224719,0.026957,0.050429,0.063857,0.030931,0.123609,0.074604,0.204918,0.086162,0.265957,0.057659,0.265957,0.052133,0.149477,0.169779,0.134063,0.09802,0.265957,0.161501,0.075301,0.386719,0.051133,0.048972,0.047506,0.513089,0.111111,0.295213,0.111213,0.30238,0.031737,0.238353,0.053009,0.003177,0.002403,0.003346,1
0,0.075301,0.243902,0.020168,0.111111,0.204918,0.210526,0.098912,0.232941,0.058207,0.497462,0.11534,0.21978,0.108138,0.293255,0.052632,0.162866,0.123609,0.205634,0.058207,0.361029,0.05919,0.224719,0.086957,0.050429,0.063857,0.030931,0.123609,0.074604,0.204918,0.086162,0.265957,0.057659,0.265957,0.052133,0.149477,0.169779,0.134063,0.09802,0.265957,0.161501,0.075301,0.386719,0.051133,0.048972,0.047506,0.513089,0.111111,0.295213,0.111213,0.30238,0.054008,0.266466,0.053009,0.000394,0.000501,0.00202,1
0,0.075301,0.485366,0.030252,0.157778,0.204918,0.295056,0.098912,0.232941,0.058207,0.71066,0.163783,0.21978,0.108138,0.293255,0.074737,0.162866,0.034611,0.135775,0.058207,0.069238,0.05919,0.224719,0.086957,0.050429,0.063857,0.030931,0.123609,0.074604,0.204918,0.086162,0.265957,0.057659,0.265957,0.052133,0.149477,0.169779,0.134063,0.09802,0.265957,0.161501,0.075301,0.386719,0.051133,0.048972,0.047506,0.513089,0.111111,0.295213,0.134602,0.30238,0.057756,0.196185,0.053009,0.003486,0.004105,0.022854,1
0,0.081325,0.243902,0.020168,0.235556,0.204918,0.00638,0.098912,0.232941,0.058207,0.497462,0.124567,0.21978,0.108138,0.293255,0.052632,0.162866,0.390606,0.060845,0.058207,0.003956,0.05919,0.224719,0.086957,0.050429,0.063857,0.030931,0.123609,0.074604,0.204918,0.086162,0.265957,0.057659,0.265957,0.052133,0.149477,0.169779,0.134063,0.09802,0.265957,0.161501,0.075301,0.386719,0.051133,0.048972,0.047506,0.513089,0.111111,0.295213,0.111213,0.30238,0.040093,0.196185,0.053009,0.000389,0.0003,0.001199,1
0.063877,0.078313,0.253659,0.020168,0.126667,0.213115,0.15949,0.127596,0.301176,0.112922,0.568528,0.119954,0.250549,0.108138,0.348974,0.054737,0.226384,0.147095,0.033803,0.060536,0.177052,0.528349,0.379775,0.127826,0.050429,0.063857,0.030931,0.123609,0.074604,0.204918,0.086162,0.265957,0.057659,0.265957,0.052133,0.155456,0.169779,0.134063,0.10198,0.265957,0.161501,0.075301,0.386719,0.051133,0.058276,0.047506,0.513089,0.111111,0.034279,0.11729,0.30238,0.043047,0.214257,0.053593,0.010288,0.117141,0.578409,1
0,0.075301,0.429268,0.020168,0.195556,0.204918,0.239234,0.148368,0.232941,0.000582,0.497462,0.144175,0.114286,0.108138,0.516129,0.052632,0.162866,0.064277,0.058028,0.058207,0.051434,0.05919,0.395506,0.086957,0.050429,0.063857,0.030931,0.123609,0.074604,0.204918,0.086162,0.265957,0.057659,0.265957,0.052133,0.149477,0.169779,0.134063,0.09802,0.398936,0.161501,0.075301,0.386719,0.051133,0.048972,0.047506,0.513089,0.111111,0.295213,0.120156,0.30238,0.045494,0.283133,0.053009,0.001308,0.001802,0.015657,1
0,0.075301,0.243902,0.020168,0.111111,0.204918,0.15949,0.148368,0.232941,0.058207,0.497462,0.11534,0.21978,0.108138,0.293255,0.052632,0.040717,0.123609,0.056338,0.058207,0.098912,0.05919,0.224719,0.086957,0.050429,0.063857,0.030931,0.123609,0.074604,0.204918,0.086162,0.265957,0.057659,0.265957,0.052133,0.149477,0.169779,0.134063,0.09802,0.265957,0.161501,0.075301,0.386719,0.051133,0.012243,0.047506,0.513089,0.111111,0.295213,0.13208,0.30238,0.031737,0.232731,0.053009,0.00231,0.002002,0.004861,1
0.068282,0.075301,0.397561,0.018007,0.134444,0.204918,0.15949,0.098912,0.331765,0.064028,0.497462,0.151096,0.21978,0.108138,0.293255,0.080526,0.162866,0.123609,0.039437,0.058207,0.005935,0.05919,0.224719,0.105217,0.050429,0.063857,0.030931,0.123609,0.074604,0.204918,0.086162,0.265957,0.057659,0.265957,0.052133,0.149477,0.169779,0.147743,0.09802,0.265957,0.161501,0.075301,0.425781,0.051133,0.048972,0.047506,0.513089,0.111111,0.295213,0.130589,0.30238,0.043111,0.233936,0.056993,0.001677,0.007409,0.028157,1
0,0.131777,0.334146,0.020168,0.111111,0.204918,0.279107,0.098912,0.232941,0.079744,0.497462,0.201845,0.21978,0.108138,0.293255,0.045789,0.223127,0.123609,0.091831,0.058207,0.049456,0.05919,0.224719,0.086957,0.050429,0.063857,0.030931,0.123609,0.074604,0.204918,0.086162,0.265957,0.057659,0.265957,0.052133,0.149477,0.169779,0.134063,0.09802,0.265957,0.161501,0.075301,0.386719,0.051133,0.067091,0.047506,0.513089,0.111111,0.295213,0.111213,0.30238,0.039426,0.196185,0.060711,0.007793,0.03314,0.032008,1
0,0.072289,0.482927,0.020168,0.111111,0.204918,0.15311,0.098912,0.232941,0.058207,0.497462,0.11534,0.21978,0.108138,0.293255,0.104211,0.162866,0.123609,0.111549,0.058207,0.195846,0.05919,0.224719,0.086957,0.050429,0.063857,0.030931,0.123609,0.074604,0.204918,0.086162,0.265957,0.057659,0.265957,0.052133,0.149477,0.169779,0.134063,0.09802,0.265957,0.161501,0.075301,0.386719,0.051133,0.096964,0.047506,0.513089,0.111111,0.295213,0.130475,0.30238,0.000318,0.196185,0.053009,0.001714,0.001101,0.00322,1
0.112335,0.107681,0.314634,0.020168,0.126667,0.211066,0.15949,0.116716,0.36,0.094296,0.64467,0.190311,0.362637,0.018952,0.302053,0.063684,0.232899,0.127318,0.112676,0.058207,0.034619,0.05919,0.339326,0.133913,0.050429,0.063857,0.030931,0.123609,0.074604,0.204918,0.086162,0.265957,0.057659,0.265957,0.052133,0.149477,0.169779,0.134063,0.09802,0.265957,0.161501,0.075301,0.386719,0.051133,0.050441,0.047506,0.513089,0.111111,0.298759,0.120385,0.30238,0.046161,0.301205,0.060233,0.005075,0.073889,0.147222,1
0.044053,0.105422,0.341463,0.020168,0.111111,0.286885,0.15949,0.118694,0.098824,0.093714,0.497462,0.138408,0.21978,0.108138,0.293255,0.052632,0.162866,0.123609,0.093521,0.069849,0.102868,0.05919,0.224719,0.14,0.050429,0.063857,0.030931,0.123609,0.074604,0.204918,0.086162,0.265957,0.057659,0.265957,0.052133,0.149477,0.169779,0.134063,0.09802,0.265957,0.161501,0.075301,0.386719,0.051133,0.058766,0.047506,0.513089,0.111111,0.303783,0.117978,0.452229,0.041205,0.226104,0.054549,0.00995,0.037545,0.057323,1
0,0.075301,0.243902,0.020168,0.111111,0.204918,0.15949,0.098912,0.232941,0.058207,0.497462,0.11534,0.21978,0.114827,0.293255,0.052632,0.162866,0.123609,0.056338,0.058207,0.098912,0.05919,0.224719,0.086957,0.050429,0.063857,0.030931,0.123609,0.074604,0.204918,0.086162,0.265957,0.057659,0.265957,0.052133,0.004484,0.169779,0.134063,0.09802,0.265957,0.161501,0.075301,0.386719,0.051133,0.001469,0.047506,0.513089,0.111111,0.295213,0.130704,0.30238,0.037138,0.264659,0.053009,0.00255,0.002303,0.004987,1
0,0.075301,0.07561,0.020168,0.111111,0.204918,0.15949,0.098912,0.232941,0.058207,0.497462,0.035755,0.21978,0.108138,0.293255,0.052632,0.162866,0.123609,0.017465,0.058207,0.421365,0.05919,0.224719,0.026957,0.050429,0.063857,0.030931,0.123609,0.074604,0.204918,0.086162,0.265957,0.057659,0.265957,0.052133,0.149477,0.169779,0.134063,0.09802,0.265957,0.161501,0.075301,0.386719,0.051133,0.048972,0.047506,0.513089,0.111111,0.295213,0.111213,0.30238,0.031737,0.238353,0.053009,0.003177,0.002403,0.003346,1
0,0.075301,0.243902,0.020168,0.111111,0.315574,0.100478,0.098912,0.232941,0.058207,0.771574,0.177624,0.21978,0.108138,0.293255,0.081053,0.281759,0.190358,0.220282,0.058207,0.116716,0.05919,0.224719,0.086957,0.050429,0.063857,0.030931,0.123609,0.074604,0.204918,0.086162,0.265957,0.057659,0.265957,0.052133,0.149477,0.169779,0.134063,0.09802,0.265957,0.161501,0.075301,0.386719,0.051133,0.048972,0.047506,0.513089,0.111111,0.295213,0.111213,0.30238,0.031737,0.230522,0.053009,0.001445,0.003104,0.004356,1
0,0.075301,0.243902,0.020168,0.111111,0.338115,0.15949,0.029674,0.385882,0.096042,0.497462,0.11534,0.21978,0.108138,0.293255,0.086842,0.262215,0.203956,0.016901,0.131548,0.029674,0.05919,0.224719,0.086957,0.050429,0.063857,0.030931,0.123609,0.074604,0.204918,0.086162,0.265957,0.057659,0.265957,0.052133,0.149477,0.169779,0.134063,0.09802,0.43883,0.161501,0.075301,0.386719,0.051133,0.048972,0.047506,0.513089,0.111111,0.295213,0.111213,0.30238,0.004861,0.301406,0.053009,0.002624,0.007709,0.015657,1
0.517621,0.075301,0.243902,0.020168,0.111111,0.204918,0.215311,0.098912,0.315294,0.058207,0.497462,0.019608,0.21978,0.108138,0.293255,0.008947,0.162866,0.123609,0.076056,0.058207,0.098912,0.05919,0.303371,0.086957,0.050429,0.063857,0.030931,0.123609,0.074604,0.204918,0.086162,0.265957,0.057659,0.265957,0.052133,0.149477,0.169779,0.134063,0.09802,0.265957,0.161501,0.075301,0.386719,0.051133,0.048972,0.047506,0.513089,0.111111,0.295213,0.111213,0.30238,0.037075,0.263655,0.053009,0.003246,0.001602,0.007449,1
0,0.075301,0.321951,0.020168,0.183333,0.338115,0.210526,0.130564,0.232941,0.058207,0.497462,0.152249,0.29011,0.108138,0.293255,0.069474,0.214984,0.123609,0.072113,0.058207,0.222552,0.05919,0.224719,0.114783,0.050429,0.063857,0.030931,0.123609,0.074604,0.204918,0.086162,0.265957,0.057659,0.265957,0.052133,0.149477,0.169779,0.134063,0.09802,0.265957,0.161501,0.075301,0.386719,0.051133,0.064643,0.047506,0.513089,0.111111,0.295213,0.124054,0.30238,0.031737,0.23012,0.053009,0.000448,0.000901,0.008712,1
0,0.075301,0.243902,0.020168,0.111111,0.204918,0.15949,0.098912,0.232941,0.058207,0.497462,0.11534,0.21978,0.108138,0.293255,0.065789,0.162866,0.123609,0.056338,0.058207,0.098912,0.45109,0.339326,0.086957,0.050429,0.063857,0.030931,0.123609,0.074604,0.204918,0.086162,0.265957,0.057659,0.265957,0.052133,0.149477,0.169779,0.134063,0.09802,0.265957,0.161501,0.075301,0.386719,0.051133,0.048972,0.047506,0.513089,0.111111,0.359634,0.121188,0.30238,0.037265,0.231124,0.07622,0.007432,0.012515,0.059091,1
0,0.075301,0.302439,0.020168,0.165556,0.204918,0.15949,0.122651,0.232941,0.072177,0.619289,0.171857,0.21978,0.108138,0.293255,0.104737,0.201954,0.123609,0.082817,0.058207,0.172107,0.05919,0.224719,0.086957,0.050429,0.063857,0.030931,0.123609,0.074604,0.204918,0.086162,0.265957,0.057659,0.265957,0.052133,0.149477,0.169779,0.134063,0.09802,0.265957,0.161501,0.075301,0.386719,0.051133,0.048972,0.047506,0.513089,0.111111,0.295213,0.111213,0.30238,0.046923,0.196185,0.053009,0.001696,0.004305,0.010985,1
0,0.075301,0.321951,0.020168,0.182222,0.336066,0.210526,0.162216,0.232941,0.058207,0.497462,0.152249,0.29011,0.108138,0.293255,0.069474,0.214984,0.123609,0.071549,0.058207,0.221563,0.05919,0.224719,0.114783,0.050429,0.063857,0.030931,0.123609,0.074604,0.204918,0.086162,0.265957,0.057659,0.265957,0.052133,0.149477,0.169779,0.134063,0.09802,0.265957,0.161501,0.075301,0.386719,0.051133,0.080313,0.047506,0.513089,0.111111,0.295213,0.124054,0.30238,0.031737,0.22992,0.053009,0.000448,0.000901,0.008712,1
0,0.075301,0.321951,0.020168,0.182222,0.336066,0.210526,0.162216,0.232941,0.058207,0.497462,0.152249,0.29011,0.108138,0.293255,0.069474,0.214984,0.123609,0.071549,0.058207,0.221563,0.05919,0.224719,0.114783,0.050429,0.063857,0.030931,0.123609,0.074604,0.204918,0.086162,0.265957,0.057659,0.265957,0.052133,0.149477,0.169779,0.134063,0.09802,0.265957,0.161501,0.075301,0.386719,0.051133,0.080313,0.047506,0.513089,0.111111,0.295213,0.124054,0.30238,0.031737,0.22992,0.053009,0.000448,0.000901,0.008712,1
0.171806,0.075301,0.434146,0.020168,0.062222,0.204918,0.15949,0.098912,0.232941,0.058207,0.497462,0.11534,0.21978,0.108138,0.293255,0.093684,0.289902,0.123609,0.031549,0.058207,0.132542,0.05919,0.4,0.086957,0.050429,0.063857,0.030931,0.123609,0.074604,0.204918,0.086162,0.265957,0.057659,0.265957,0.052133,0.149477,0.169779,0.134063,0.09802,0.265957,0.161501,0.075301,0.386719,0.051133,0.048972,0.047506,0.513089,0.111111,0.295213,0.111213,0.30238,0.056899,0.264257,0.053009,0.001477,0.002103,0.007071,1
0,0.075301,0.243902,0.020168,0.111111,0.204918,0.15949,0.138477,0.232941,0.058207,0.497462,0.11534,0.21978,0.108138,0.293255,0.052632,0.162866,0.173053,0.078873,0.058207,0.138477,0.409969,0.404494,0.086957,0.050429,0.063857,0.030931,0.123609,0.074604,0.204918,0.086162,0.265957,0.057659,0.265957,0.052133,0.149477,0.169779,0.134063,0.09802,0.265957,0.161501,0.075301,0.386719,0.051133,0.048972,0.047506,0.513089,0.111111,0.295213,0.126462,0.30238,0.050831,0.222892,0.003506,0.008695,0.010713,0.038005,1
0.171806,0.075301,0.434146,0.020168,0.063333,0.204918,0.15949,0.098912,0.232941,0.058207,0.497462,0.11534,0.21978,0.108138,0.293255,0.03,0.289902,0.123609,0.032113,0.058207,0.13452,0.05919,0.4,0.086957,0.050429,0.063857,0.030931,0.123609,0.074604,0.204918,0.086162,0.265957,0.057659,0.265957,0.052133,0.149477,0.169779,0.134063,0.09802,0.265957,0.161501,0.075301,0.386719,0.051133,0.048972,0.047506,0.513089,0.111111,0.295213,0.111213,0.30238,0.053404,0.264659,0.053009,0.001412,0.002103,0.007197,1
0,0.131777,0.334146,0.020168,0.056667,0.204918,0.15949,0.135509,0.232941,0.079744,0.878173,0.102653,0.21978,0.108138,0.293255,0.092105,0.223127,0.016069,0.28507,0.058207,0.312562,0.05919,0.224719,0.086957,0.050429,0.063857,0.030931,0.123609,0.074604,0.204918,0.086162,0.265957,0.057659,0.265957,0.052133,0.149477,0.169779,0.134063,0.09802,0.364362,0.161501,0.075301,0.386719,0.051133,0.048972,0.047506,0.513089,0.111111,0.295213,0.111213,0.30238,0.044922,0.223896,0.053009,0.000851,0.001001,0.005808,1
0,0.075301,0.243902,0.020168,0.217778,0.204918,0.3126,0.098912,0.232941,0.086147,0.741117,0.226067,0.21978,0.108138,0.293255,0.023158,0.162866,0.123609,0.132958,0.058207,0.193867,0.05919,0.224719,0.086957,0.050429,0.063857,0.030931,0.123609,0.074604,0.204918,0.086162,0.265957,0.057659,0.265957,0.052133,0.149477,0.169779,0.134063,0.09802,0.265957,0.161501,0.075301,0.386719,0.051133,0.048972,0.047506,0.513089,0.111111,0.295213,0.128296,0.30238,0.036471,0.211044,0.053009,0.00144,0.004305,0.009407,1
0,0.075301,0.243902,0.020168,0.158889,0.293033,0.22807,0.141444,0.232941,0.058207,0.497462,0.164937,0.21978,0.108138,0.293255,0.052632,0.162866,0.123609,0.105352,0.058207,0.098912,0.505919,0.224719,0.086957,0.050429,0.063857,0.030931,0.123609,0.074604,0.204918,0.086162,0.265957,0.057659,0.265957,0.052133,0.149477,0.169779,0.134063,0.09802,0.265957,0.161501,0.075301,0.386719,0.051133,0.048972,0.047506,0.513089,0.111111,0.295213,0.111213,0.30238,0.044286,0.196185,0.006321,0.00634,0.007109,0.031187,1
0.171806,0.075301,0.434146,0.020168,0.063333,0.204918,0.15949,0.098912,0.232941,0.058207,0.497462,0.11534,0.21978,0.108138,0.293255,0.03,0.289902,0.123609,0.032113,0.058207,0.13452,0.05919,0.4,0.086957,0.050429,0.063857,0.030931,0.123609,0.074604,0.204918,0.086162,0.265957,0.057659,0.265957,0.052133,0.149477,0.169779,0.134063,0.09802,0.265957,0.161501,0.075301,0.386719,0.051133,0.048972,0.047506,0.513089,0.111111,0.295213,0.111213,0.30238,0.053404,0.264659,0.053009,0.001412,0.002103,0.007197,1
0,0.136295,0.15122,0.020168,0.158889,0.204918,0.15949,0.098912,0.232941,0.105355,0.497462,0.11534,0.21978,0.108138,0.293255,0.095263,0.162866,0.223733,0.080563,0.105355,0.179031,0.05919,0.224719,0.086957,0.050429,0.063857,0.030931,0.123609,0.074604,0.204918,0.086162,0.265957,0.057659,0.265957,0.052133,0.149477,0.169779,0.134063,0.09802,0.265957,0.161501,0.075301,0.386719,0.051133,0.048972,0.047506,0.513089,0.111111,0.295213,0.125086,0.30238,0.035582,0.196185,0.053009,0.002755,0.004205,0.007071,1
