@relation credit1rating1weka.filters.unsupervised.attribute.ReplaceMissingValues1weka.filters.unsupervised.attribute.NominalToBinary1Rfirst1last1weka.filters.unsupervised.attribute.Normalize1S1.01T0.0-weka.filters.unsupervised.attribute.RemoveUseless-M100.0-weka.filters.unsupervised.attribute.AddExpression-Ea43+1-Nexpression-weka.filters.unsupervised.attribute.Remove-R43

@attribute A1 numeric
@attribute A2 numeric
@attribute A3 numeric
@attribute A4=u numeric
@attribute A4=y numeric
@attribute A4=l numeric
@attribute A5=g numeric
@attribute A5=p numeric
@attribute A5=gg numeric
@attribute A6=c numeric
@attribute A6=d numeric
@attribute A6=cc numeric
@attribute A6=i numeric
@attribute A6=j numeric
@attribute A6=k numeric
@attribute A6=m numeric
@attribute A6=r numeric
@attribute A6=q numeric
@attribute A6=w numeric
@attribute A6=x numeric
@attribute A6=e numeric
@attribute A6=aa numeric
@attribute A6=ff numeric
@attribute A7=v numeric
@attribute A7=h numeric
@attribute A7=bb numeric
@attribute A7=j numeric
@attribute A7=n numeric
@attribute A7=z numeric
@attribute A7=dd numeric
@attribute A7=ff numeric
@attribute A7=o numeric
@attribute A8 numeric
@attribute A9 numeric
@attribute A10 numeric
@attribute A11 numeric
@attribute A12 numeric
@attribute A13=g numeric
@attribute A13=p numeric
@attribute A13=s numeric
@attribute A14 numeric
@attribute A15 numeric
@attribute a43+1 {1,2}

@data
0,0.510075,0.089286,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.087719,0,0,0.179104,0,1,0,0,0.205,0.0251,1
0,0.135338,0.392857,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.087719,0,0,0.104478,0,1,0,0,0.05,0.00809,1
0,0.310827,0.151786,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.114035,0,0,0.029851,1,1,0,0,0.137,0.0061,1
1,0.220602,0.125,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.029298,0,1,0,1,0,0,1,0.14,0,1
0,0.81203,0.196429,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.45614,0,0,0.014925,0,1,0,0,0,0,1
0,0.100301,0.065536,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.078947,0,0,0.014925,1,1,0,0,0.05,0.0015,1
1,0.506316,0.285714,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.22807,0,0,0.089552,1,1,0,0,0.1875,0.511,1
0,0.338346,0.178571,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.087719,0,0,0.089552,1,1,0,0,0,0.00367,1
0,0.284511,0.196429,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.192982,0,0,0.179104,0,1,0,0,0.204,0.01,1
0,0.523759,0.232143,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.210526,0,1,0,0,1,0,0,0.175,0,1
0,0.393534,0.019286,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.017544,0,0,0.044776,1,1,0,0,0.1,0.01,1
0,0.298195,0.098214,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.149123,0,0,0.089552,1,1,0,0,0.102,0,1
1,0.076391,0.339286,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.057018,0,0,0.089552,0,1,0,0,0.02,0.006,1
1,0.198045,0.482143,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.175439,0,0,0.029851,1,1,0,0,0,0.05,1
1,0.263158,0.133929,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.02193,0,0,0.134328,0,1,0,0,0.0905,0,1
1,0.642857,0.571429,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.223881,1,1,0,0,0,0.00247,1
0,0.43985,0.010357,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.061404,0,0,0.119403,1,1,0,0,0.05,0.00375,1
0,0.129023,0.392857,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.070175,0,0,0.014925,1,1,0,0,0.04,0.00278,1
0,0.203008,0.059464,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.178421,0,0,0.134328,1,1,0,0,0.1995,0.00827,1
0,0.286917,0.089286,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.096491,0,0,0.089552,1,1,0,0,0.08,0.02072,1
0,0.142857,0.053571,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.083333,0,0,0.044776,0,1,0,0,0,0.00582,1
1,0.399699,0.269286,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.280702,0,0,0.208955,1,1,0,0,0,0.023,1
1,0.25188,0.232143,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.140351,0,0,0.104478,0,1,0,0,0,0.03065,1
1,0.587669,0.535714,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.192982,0,0,0.208955,1,1,0,0,0,0.022,1
1,0.495038,0.016429,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.014561,0,0,0.164179,0,1,0,0,0.22,0.00006,1
1,0.670376,0.357143,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.140351,0,0,0.208955,1,1,0,0,0,0.01602,1
0,0.354586,0.232143,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.149123,0,0,0.179104,0,1,0,0,0.0465,0,1
0,0.140301,0.089286,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.03807,0,0,0.164179,0,1,0,0,0.03,0.02184,1
0,0.285714,0.053571,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.192982,0,0,0.044776,0,1,0,0,0,0,1
1,0.119098,0.410714,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.164179,0,1,0,0,0,0,1
1,0.221805,0.108571,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.089123,0,0,0.014925,1,1,0,0,0.035,0,1
1,0.825865,0.535714,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.208955,1,1,0,0,0,0.03376,1
0,0.214286,0.071429,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.14614,0,0,0.029851,0,1,0,0,0.0905,0,1
0,0.305714,0.002857,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.001404,0,0,0.014925,0,1,0,0,0.14,0.02,1
0,0.209323,0.071429,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.035088,0,0,0.059701,1,1,0,0,0.07,0.07544,1
0,0.454887,0.071429,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.061404,0,0,0.029851,0,1,0,0,0,0.00015,1
0,0.170376,0.061071,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.058421,0,0,0.014925,0,1,0,0,0.1975,0.0002,1
0,0.274436,0.0625,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.001404,0,1,0,0,1,0,0,0.1965,0,1
1,0.704211,0.589286,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.385965,0,1,0,0,1,0,0,0.0105,0.10561,1
1,0.407218,0.357143,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.061404,0,1,0,1,1,0,0,0.0145,0.00837,1
0,0.08391,0.339286,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.035088,0,1,0,0,1,0,0,0.03,0.004,1
1,0.279398,0.019286,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.001404,0,1,0,1,1,0,0,0.22,0.11177,1
0,0.344662,0.116071,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.315789,0,1,0,0,1,0,0,0.051,0.00639,1
0,0.357143,0.040179,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.052632,1,1,0,0,1,0,0,0.2155,0,1
1,0.170376,0.090714,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.008772,0,1,0,0,1,0,0,0.185,0,1
0,0.414737,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.526316,0,1,0,1,1,0,0,0,0,1
0,0.635338,0.446429,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.280702,0,1,0,0,1,0,0,0.012,0.02028,1
1,0.542556,0.485179,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.298246,0,1,0,0,1,0,0,0,0,1
0,0.134135,0.375,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.046842,0,1,0,1,1,0,0,0.05,0,1
0,0.199248,0.053571,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.013158,0,1,0,0,1,0,0,0.13,0.01065,1
0,0.169173,0.446429,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.105263,0,1,0,0,0,0,1,0.01,0,1
1,0.185414,0.309464,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.049649,0,1,0,1,1,0,0,0.08,0.0015,1
1,0.070226,0.330357,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.042456,0,0,0.059701,1,1,0,0,0.03,0.0054,1
0,0.096541,0.291786,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.068772,0,0,0.208955,1,1,0,0,0.03,0.00158,1
0,0.510075,0.010357,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.526316,0,0,0.298507,1,1,0,0,0,0.15,1
1,0.112782,0.083393,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.017544,0,0,0.059701,1,0,0,1,0.04,0,1
1,0.10406,0.107143,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.005789,0,0,0.044776,1,1,0,0,0.05,0.00006,1
1,0.651579,0.696429,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.192982,0,0,0.104478,1,1,0,0,0,0.03,1
1,0.130376,0.202321,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.090702,0,0,0.104478,1,1,0,0,0.0645,0.03257,1
0,0.526316,0.303571,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.438596,0,0,0.134328,1,1,0,0,0.0905,0.01655,1
0,0.394737,0.232143,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.122807,0,0,0.014925,1,1,0,0,0,0.005,1
0,0.403459,0.178571,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.175439,0,0,0.104478,1,1,0,0,0,0.03065,1
1,0.224361,0.037143,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.087719,0,0,0.074627,0,1,0,0,0.15,0.0143,1
1,0.290677,0.165179,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.057018,0,0,0.029851,1,1,0,0,0,0,1
0,0.113985,0.375,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.105263,0,1,0,0,1,0,0,0,0,1
0,0.424812,0.007321,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.179825,0,1,0,1,1,0,0,0.2,0,1
0,0.421053,0.034286,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.087719,0,1,0,1,1,0,0,0.255,0.006,1
0,0.134135,0.056607,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.108246,0,0,0.089552,1,1,0,0,0.04,0,1
0,0.31203,0.144286,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.298246,0,0,0.104478,0,1,0,0,0.0975,0,1
0,0.218045,0.18,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.052632,0,0,0.119403,0,1,0,0,0.072,0.00007,1
0,0.29203,0.113036,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.111053,0,0,0.044776,0,1,0,0,0.19,0,1
0,0.517594,0.272321,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.54386,0,0,0.179104,1,1,0,0,0,0.0079,1
0,0.20797,0.072857,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.070175,0,0,0.044776,0,1,0,0,0.185,0.0056,1
0,0.132782,0.358571,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.001404,0,0,0.134328,1,1,0,0,0.03,0.00396,1
1,0.155338,0.017857,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.04386,0,0,0.014925,1,1,0,0,0,0.00678,1
1,0.414737,0.035714,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.078947,0,1,0,0,1,0,0,0,0.003,1
0,0.166617,0.098214,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.078947,0,0,0.089552,1,1,0,0,0.092007,0.006,1
1,0.105263,0.366071,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.024912,0,0,0.029851,0,1,0,0,0.0245,0,1
0,0.339549,0.075893,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.002982,0,0,0.014925,1,1,0,0,0.025,0.01187,1
1,0.325865,0.428571,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.491228,0,0,0.119403,1,1,0,0,0,0.0659,1
1,0.869624,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0.092007,0,1
0,0.224361,0.333393,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.198772,0,0,0.089552,1,1,0,0,0.1905,0.00168,1
0,0.322105,0.089286,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.157895,0,0,0.104478,1,1,0,0,0.075,0.0127,1
0,0.387218,0.151786,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.22807,0,0,0.238806,1,1,0,0,0.0585,0.0121,1
0,0.384662,0.209821,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.350877,0,0,0.208955,0,1,0,0,0.1995,0,1
0,0.159098,0.236607,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.192982,0,1,0,0,0,0,1,0.05,0,1
0,0.696692,0.517857,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.631579,0,0,0.223881,0,1,0,0,0,0.01,1
0,0.140301,0.410714,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.122807,0,0,0.134328,1,1,0,0,0.028,0.00742,1
0,0.194286,0.096786,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.184211,0,0,0.014925,1,1,0,0,0.1055,0,1
0,0.517594,0.125,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.122807,0,1,0,1,0,0,1,0.115,0,1
0,0.412331,0.144286,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.245614,0,0,0.119403,1,1,0,0,0.16,0,1
0,0.634135,0.410714,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.175439,0,0,0.074627,1,1,0,0,0,0.08851,1
0,0.60406,0.34375,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.304035,0,0,0.074627,1,1,0,0,0,0,1
1,0.077744,0.330357,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.035088,0,0,0.059701,0,1,0,0,0.04,0.005,1
1,0.546316,0.447857,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.080351,0,0,0.044776,0,1,0,0,0.078,0,1
0,0.776992,0.392857,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.701754,0,0,0.104478,0,1,0,0,0.011,0,1
1,0.057594,0.321429,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.048246,0,1,0,0,1,0,0,0,0,1
1,0.076391,0.340714,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.002982,0,1,0,1,1,0,0,0.05,0,1
1,0.360902,0.196429,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.004386,0,1,0,0,1,0,0,0.114,0,1
0,0.142857,0.142857,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.008772,0,1,0,0,1,0,0,0.08,0,1
0,0.065113,0.196429,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.017544,0,1,0,1,1,0,0,0.04,0,1
1,0.131579,0.302143,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.086316,1,1,0,1,1,0,0,0.082,0,1
0,0.089023,0.013393,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.070175,0,0,0.029851,0,1,0,0,0.04,0,1
0,0.125263,0.392857,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.023333,0,1,0,1,1,0,0,0.05,0,1
0,0.171729,0.125,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.02193,0,0,0.104478,1,1,0,0,0,0.07059,1
1,0.506316,0.107143,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.486842,0,0,0.029851,0,1,0,0,0.2595,0.01704,1
0,0.296992,0.0625,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.157895,0,0,0.059701,0,1,0,0,0.1265,0.00857,1
0,0.209323,0.491071,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.201754,0,1,0,0,1,0,0,0.2435,0.005,1
1,0.671729,0.75,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.350877,0,0,0.19403,1,1,0,0,0,0.067,1
1,0.10406,0.065536,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.073158,0,0,0.074627,1,1,0,0,0.11,0.02503,1
0,0.186767,0.008929,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
0,0.113985,0.267857,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.049649,0,0,0.014925,1,1,0,0,0.04,0.098,1
0,0.437293,0.165179,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.160702,0,1,0,1,0,0,1,0,0,1
0,0.367218,0.361607,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.087719,0,0,0.089552,1,1,0,0,0.26,0.00196,1
0,0.101504,0.357143,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.087719,0,1,0,1,0,0,1,0.02,0,1
0,0.518797,0.895893,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.061404,0,0,0.044776,1,1,0,0,0.06,0.00014,1
0,0.219248,0.178571,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.385965,0,1,0,0,1,0,0,0.035,0,1
1,0.075188,0.267857,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.095088,0,0,0.074627,1,1,0,0,0.092007,0.26726,1
0,0.071429,0.071429,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.052632,0,0,0.029851,1,1,0,0,0.06,0.003,1
0,0.29203,0.108571,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.071579,0,0,0.014925,0,1,0,0,0.09,0.18027,1
0,0.469925,0.303571,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.491228,0,0,0.014925,0,1,0,0,0.044,0.02,1
1,0.089023,0.0075,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.010175,0,0,0.164179,1,1,0,0,0.04,0.00099,1
0,0.161654,0.455357,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.166667,0,0,0.029851,1,1,0,0,0.0365,0.00444,1
0,0.121504,0.392857,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.010175,0,0,0.089552,1,1,0,0,0.0605,0,1
0,0.398496,0.767857,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.701754,0,0,0.164179,1,1,0,0,0,0.012,1
0,0.41609,0.178571,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.175439,0,0,0.089552,0,1,0,0,0.235,0,1
1,0.061353,0.392857,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.035088,0,0,0.164179,1,1,0,0,0,0.03,1
0,0.141654,0.397321,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.01614,0,0,0.014925,1,1,0,0,0.05,0,1
0,0.267942,0.022321,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.008772,1,1,0,1,1,0,0,0.19,0.0201,2
0,0.066466,0.366071,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.03807,1,1,0,1,1,0,0,0.16,0.00013,2
0,0.093985,0.394464,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.070175,1,1,0,0,1,0,0,0.068,0,2
0,0.093985,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.017544,1,1,0,1,1,0,0,0.072,0,2
