@relation ringnorm-weka.filters.unsupervised.attribute.AddExpression-Ea21+1-Nexpression-weka.filters.unsupervised.attribute.Remove-R21-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute oz1 numeric
@attribute oz2 numeric
@attribute oz3 numeric
@attribute oz4 numeric
@attribute oz5 numeric
@attribute oz6 numeric
@attribute oz7 numeric
@attribute oz8 numeric
@attribute oz9 numeric
@attribute oz10 numeric
@attribute oz11 numeric
@attribute oz12 numeric
@attribute oz13 numeric
@attribute oz14 numeric
@attribute oz15 numeric
@attribute oz16 numeric
@attribute oz17 numeric
@attribute oz18 numeric
@attribute oz19 numeric
@attribute oz20 numeric
@attribute class {1,2}

@data
0.260557,0.255511,0.572401,0.585052,0.338363,0.853428,0.901939,0.58862,0.440692,0.580465,0.647589,0.460549,0.634326,0.687757,0.533186,0.521938,0.539671,0.578265,0.369847,0.353258,1
0.487234,0.697726,0.359347,0.422816,0.787145,0.414799,0.660182,0.407286,0.423058,0.572755,0.545797,0.708859,0.598582,0.547977,0.36366,0.370298,0.463258,0.302075,0.851337,0.388612,1
0.612005,0.516057,0.552491,0.486375,0.710856,0.419854,0.479804,0.623917,0.450016,0.502393,0.567488,0.526502,0.605138,0.527805,0.476505,0.555026,0.664507,0.527205,0.556089,0.440491,2
0.417492,0.375242,0.550008,0.496429,0.644507,0.308383,0.441361,0.595169,0.47082,0.420342,0.453164,0.507772,0.568846,0.691911,0.539812,0.717418,0.411353,0.473529,0.454296,0.405715,1
0.613373,0.523837,0.504109,0.628366,0.515495,0.364196,0.345458,0.480486,0.365461,0.523073,0.744486,0.549165,0.637785,0.540199,0.260969,0.558349,0.476832,0.190582,0.516763,0.560116,1
0.561201,0.409909,0.503105,0.633977,0.616324,0.587327,0.519967,0.458158,0.666733,0.612715,0.516418,0.470072,0.643801,0.535522,0.547431,0.615421,0.581432,0.522324,0.627916,0.510656,2
0.505071,0.535954,0.556506,0.496458,0.620657,0.705942,0.465202,0.678551,0.590813,0.550559,0.613148,0.65071,0.593271,0.632684,0.622754,0.550264,0.590618,0.487361,0.648633,0.501045,2
0.593037,0.476476,0.513924,0.490367,0.750643,0.397486,0.579327,0.699262,0.343669,0.453765,0.590258,0.782093,0.534903,0.412221,0.579645,0.521296,0.412008,0.647924,0.626222,0.297644,1
0.613221,0.565487,0.578246,0.323514,0.53946,0.529016,0.518511,0.532264,0.46204,0.568073,0.538409,0.442207,0.57664,0.533065,0.459087,0.542749,0.68344,0.606,0.715476,0.523256,2
0.518858,0.444974,0.481554,0.531852,0.371025,0.439213,0.46665,0.60597,0.544408,0.607558,0.620969,0.538993,0.543659,0.523888,0.487284,0.580158,0.587041,0.534855,0.590956,0.454018,2
0.610441,0.491495,0.355632,0.455351,0.524213,0.435268,0.653581,0.717005,0.754649,0.372466,0.323065,0.376832,0.714755,0.415534,0.483913,0.258449,0.518572,0.693708,0.461164,0.493651,1
0.766342,0.486674,0.518779,0.425023,0.598764,0.513975,0.507231,0.512157,0.508316,0.384706,0.530521,0.431344,0.468742,0.639594,0.611024,0.524889,0.512025,0.610657,0.576753,0.550185,2
0.803982,0.503961,0.607175,0.429204,0.777081,0.555805,0.60736,0.703756,0.573241,0.801241,0.561845,0.591905,0.374053,0.567016,0.604934,0.334621,0.438412,0.578119,0.475209,0.37227,1
0.475331,0.535478,0.443169,0.532926,0.623369,0.553058,0.638763,0.495532,0.45292,0.55864,0.591017,0.586681,0.633807,0.509689,0.6283,0.402973,0.540582,0.507892,0.726982,0.490794,2
0.547945,0.564598,0.492307,0.180514,0.435403,0.726134,0.54112,0.2543,0.599974,0.368797,0.479305,0.677405,0.349443,0.560127,0.471449,0.438243,0.664446,0.36224,0.512139,0.455551,1
0.580138,0.49638,0.613236,0.461223,0.775351,0.783904,0.569537,0.481241,0.620948,0.275569,0.53194,0.63886,0.540288,0.788096,0.169539,0.308556,0.552118,0.579726,0.462008,0.503986,1
0.656186,0.581586,0.455759,0.406237,0.619974,0.57173,0.445984,0.586815,0.514219,0.518632,0.562398,0.454049,0.535903,0.583516,0.610493,0.579517,0.505666,0.626206,0.568785,0.405359,2
0.428271,0.43036,0.422901,0.71956,0.249415,0.37145,0.750305,0.631138,0.560978,0.270108,0.601376,0.683136,0.323041,0.584263,0.395046,0.722095,0.616523,0.474275,0.587356,0.067203,1
0.501933,0.41643,0.509525,0.324952,0.562248,0.741248,0.740918,0.656978,0.542397,0.36846,0.285113,0.344673,0.471127,0.592306,0.339819,0.613225,0.703803,0.629932,0.628029,0.370019,1
0.467104,0.488665,0.519919,0.506758,0.417676,0.463211,0.571263,0.536154,0.381663,0.592394,0.559327,0.618628,0.60099,0.565353,0.638344,0.540682,0.646148,0.671173,0.615927,0.530455,2
0.470332,0.485379,0.3582,0.657431,0.468072,0.543744,0.470278,0.440151,0.582054,0.329817,0.329874,0.535497,0.147916,0.534131,1,0.361685,0.643144,0.690448,0.36194,0.519137,1
0.552905,0.577469,0.450448,0.51258,0.504137,0.544825,0.619483,0.507036,0.55147,0.637443,0.622261,0.601499,0.494218,0.554208,0.505301,0.56704,0.560717,0.470977,0.533233,0.494292,2
0.658632,0.398488,0.353905,0.335325,0.562714,0.518285,0.478898,0.568317,0.471747,0.664529,0.657622,0.782911,0.747142,0.360936,0.426648,0.734072,0.423421,0.443574,0.517757,0.342121,1
0.651727,0.659311,0.697911,0.419891,0.525173,0.290223,0.666553,0.809156,0.598481,0.629313,0.521241,0.533325,0.563824,0.5283,0.435048,0.57064,0.588512,0.473943,0.431659,0.651056,1
0.511588,0.539993,0.473453,0.530088,0.482164,0.407209,0.674352,0.553867,0.474153,0.515363,0.522967,0.516689,0.531414,0.562848,0.447587,0.447911,0.488677,0.630851,0.569026,0.399652,2
0.531506,0.518731,0.674554,0.556089,0.73043,0.460362,0.514877,0.519877,0.508077,0.439788,0.46375,0.559718,0.4602,0.510157,0.434036,0.577699,0.436563,0.35986,0.490677,0.774535,1
0.435199,0.449091,0.614051,0.477272,0.433724,0.496917,0.676837,0.643322,0.460868,0.584216,0.439394,0.458956,0.533436,0.483354,0.53095,0.58465,0.533948,0.55545,0.681648,0.543313,2
0.591951,0.62249,0.52916,0.593705,0.492729,0.486799,0.561898,0.596695,0.551858,0.462936,0.631601,0.620666,0.498011,0.517006,0.577647,0.480586,0.577206,0.681152,0.535823,0.492975,2
0.600573,0.526425,0.401434,0.383132,0.432611,0.444802,0.572914,0.398124,0.483212,0.762812,0.313825,0.306917,0.822015,0.528103,0.588175,0.709967,0.481077,0.467219,0.670721,0.83125,1
0.564543,0.524832,0.477572,0.496312,0.72723,0.449156,0.584695,0.662976,0.565607,0.505772,0.634259,0.623535,0.522569,0.491947,0.606198,0.692635,0.563639,0.575343,0.690933,0.445731,2
0.651051,0.563282,0.490645,0.622269,0.533731,0.548178,0.590133,0.612406,0.572695,0.518411,0.581118,0.586047,0.488255,0.460385,0.530284,0.457016,0.581054,0.536896,0.589751,0.517848,2
0.638403,0.589764,0.478028,0.344834,0.240246,0.482526,0.501285,0.423715,0.703902,0.8008,0.777695,0.679139,0.582492,0.749326,0.335694,0.346285,0.638743,0.669795,0.726282,0.326559,1
0.292956,0.727365,0.565023,0.256747,0.496873,0.465066,0.659701,0.600819,0.658362,0.705951,0.442498,0.589846,0.448044,0.434539,0.536475,0.623528,0.804813,0.347514,0.564365,0.522378,1
0.520279,0.467865,0.445619,0.438147,0.5085,0.501169,0.383539,0.426101,0.561817,0.535092,0.683637,0.638232,0.467231,0.425864,0.445528,0.406217,0.586271,0.475207,0.406642,0.370346,1
0.750579,0.48934,0.553436,0.66951,0.327499,0.574871,0.675438,0.572131,0.402187,0.391801,0.662658,0.293968,0.548363,0.205693,0.430773,0.269849,0.562856,0.606951,0.541102,0.502474,1
0.546775,0.396305,0.610701,0.700091,0.688133,0.661037,0.600933,0.531668,0.485604,0.54156,0.358013,0.032553,0.678626,0.299034,0.495712,0.689826,0.428706,0.39645,0.773771,0.561384,1
0.497353,0.271746,0.486637,0.577663,0.338995,0.558778,0.486377,0.507013,0.381158,0.455296,0.508364,0.384311,0.191134,0.363467,0.645542,0.521938,0.685701,0.550314,0.748068,0.256115,1
0.570635,0.589658,0.663326,0.541456,0.428765,0.751746,0.34142,0.457131,0.573895,0.46206,0.654884,0.435672,0.371023,0.384739,0.692008,0.491958,0.408552,0.540348,0.528699,0.389219,1
0.427542,0.526574,0.614279,0.485003,0.240697,0.430812,0.615458,0.69473,0.495467,0.525831,0.606446,0.802579,0.615509,0.456055,0.652365,0.639049,0.542506,0.705683,0.462572,0.535124,1
0.380186,0.430069,0.382534,0.556227,0.625493,0.458747,0.479595,0.214652,0.559935,0.247773,0.576381,0.580943,0.52768,0.562305,0.58163,0.706816,0.528345,0.592627,0.331147,0.526587,1
0.61673,0.34268,0.640835,0.406288,0.099644,0.45088,0.532256,0.376121,0.441203,0.267639,0.398224,0.599602,0.410915,0.528103,0.51364,0.40082,0.454774,0.396775,0.380496,0.730378,1
0.571091,0.515275,0.467633,0.562579,0.612085,0.530982,0.504857,0.584866,0.519467,0.492001,0.483722,0.526001,0.575832,0.497947,0.650958,0.43177,0.570862,0.574878,0.582883,0.489226,2
0.46838,0.639592,0.525895,0.514728,0.597433,0.638573,0.471963,0.598047,0.431871,0.38925,0.639056,0.629928,0.446273,0.537959,0.490003,0.484707,0.531781,0.625549,0.520551,0.40938,2
0.604766,0.631699,0.431568,0.547894,0.450753,0.553284,0.496397,0.568966,0.532766,0.557199,0.586447,0.53563,0.577114,0.455043,0.489541,0.643533,0.596288,0.580211,0.570435,0.43817,2
0.698278,0.606411,0.522454,0.47614,0.428416,0.549245,0.586262,0.655687,0.473614,0.5275,0.48099,0.455572,0.601123,0.480632,0.52798,0.597804,0.631528,0.626467,0.63199,0.533375,2
0.483398,0.581999,0.698817,0.448825,0.572806,0.607694,0.594443,0.485267,0.570269,0.569852,0.478919,0.444709,0.591463,0.488696,0.456212,0.403543,0.499227,0.651803,0.454048,0.57712,2
0.555572,0.576964,0.442158,0.551785,0.478288,0.656581,0.506354,0.539138,0.589559,0.480279,0.463423,0.450652,0.430605,0.490168,0.462689,0.663839,0.564638,0.493333,0.564666,0.53019,2
0.669412,0.463378,0.575314,0.415056,0.708296,0.676933,0.678021,0.50974,0.528397,0.520452,0.466521,0.465497,0.582359,0.502793,0.482989,0.577171,0.441416,0.578986,0.559786,0.494432,2
0.657508,0.578386,0.621102,0.458123,0.683974,0.468923,0.629614,0.511908,0.606872,0.491036,0.689472,0.576248,0.377653,0.529922,0.693122,0.571852,0.600445,0.598203,0.547963,0.407708,2
0.391307,0.34903,0.537157,0.498889,0.346586,0.229772,0.445838,0.379633,0.58142,0.439284,0.447315,0.416167,0.647638,0.450129,0.823005,0.461429,0.664453,0.625651,0.665668,0.605568,1
0.559651,0.463186,0.539405,0.491043,0.520468,0.513632,0.671246,0.506054,0.513646,0.336609,0.526451,0.670278,0.659269,0.501015,0.503085,0.446834,0.580527,0.487839,0.466059,0.364227,2
0.638426,0.627396,0.486363,0.580175,0.713241,0.576895,0.576145,0.63916,0.562321,0.665239,0.567261,0.613997,0.56675,0.528911,0.537808,0.555647,0.478715,0.590286,0.645086,0.619841,2
0.49123,0.544722,0.651517,0.385215,0.644725,0.478859,0.667361,0.408026,0.298157,0.722804,0.559034,0.485933,0.565416,0.631096,0.607224,0.702246,0.445871,0.756469,0.5595,0.498941,1
0.522087,0.581977,0.388739,0.584646,0.552294,0.526262,0.607492,0.543209,0.557236,0.573369,0.667215,0.570045,0.415871,0.522443,0.42166,0.644446,0.473693,0.626397,0.640048,0.558157,2
0.237487,0.432522,0.574512,0.403892,0.334371,0.530821,0.509487,0.610857,0.642494,0.33654,0.465329,0.485757,0.642549,0.460786,0.36907,0.363076,0.653856,0.724849,0.770178,0.425103,1
0.508269,0.655194,0.423259,0.532919,0.483924,0.485229,0.539853,0.596589,0.53357,0.575217,0.582357,0.606045,0.55263,0.455362,0.482642,0.357208,0.473754,0.559329,0.67048,0.549049,2
0.51661,0.596015,0.518472,0.522307,0.493209,0.712429,0.639766,0.489769,0.53143,0.461302,0.53675,0.621399,0.594811,0.70607,0.513959,0.557073,0.556681,0.498705,0.731102,0.44723,2
0.469557,0.629117,0.558826,0.622022,0.535272,0.532567,0.704523,0.521916,0.449887,0.582844,0.442845,0.55178,0.60113,0.424099,0.565203,0.622458,0.574587,0.628139,0.640997,0.545578,2
0.55011,0.379452,0.502884,0.504559,0.533993,0.76632,0.284469,0.4701,0.250832,0.594077,0.558081,0.510613,0.779278,0.223042,0.272863,0.470312,0.67503,0.367478,0.351216,0.277225,1
0.628778,0.468028,0.568223,0.537572,0.418818,0.581066,0.431285,0.663059,0.432546,0.389436,0.455329,0.424421,0.558334,0.504598,0.381752,0.479353,0.531767,0.535403,0.800181,0.41214,1
0.619784,0.562344,0.628486,0.405075,0.550505,0.608527,0.603071,0.536079,0.527217,0.636457,0.497605,0.531817,0.693753,0.532746,0.607496,0.590097,0.457258,0.506942,0.640696,0.573789,2
0.573712,0.631955,0.553566,0.420247,0.692758,0.491584,0.478509,0.562878,0.142085,0.679582,0.677574,0.336933,0.689427,0.519219,0.186958,0.381926,0.595208,0.445845,0.2878,0.565705,1
0.508497,0.431143,0.599192,0.570048,0.569156,0.474066,0.46892,0.474534,0.426507,0.537843,0.535837,0.519177,0.499233,0.42093,0.618683,0.495209,0.533914,0.683474,0.740274,0.461719,2
0.507068,0.507609,0.558298,0.442263,0.589333,0.594289,0.474832,0.451798,0.573241,0.559509,0.492922,0.580513,0.583425,0.613598,0.463504,0.556253,0.60922,0.59828,0.542345,0.505931,2
0.654568,0.510482,0.5797,0.604572,0.565724,0.631597,0.561731,0.483772,0.559922,0.407895,0.550293,0.554713,0.667684,0.38049,0.529768,0.462398,0.513057,0.655969,0.433677,0.556896,2
0.741957,0.357592,0.538076,0.692499,0.225762,0.448987,0.783491,0.339351,0.34369,0.71477,0.577933,0.370213,0.678159,0.595448,0.602426,0.546478,0.582998,0.677305,0.780413,0.398209,1
0.588517,0.475872,0.297442,0.704948,0.653181,0.809099,0.484253,0.379422,0.527947,0.463915,0.506152,0.526882,0.497915,0.508494,0.401624,0.381035,0.316594,0.898371,0.727517,0.301484,1
0.561413,0.623855,0.500108,0.628758,0.632364,0.528176,0.586937,0.5943,0.524191,0.553903,0.55445,0.57615,0.527421,0.468164,0.683166,0.475168,0.514961,0.479641,0.530319,0.487978,2
0.70557,0.674238,0.467614,0.408988,0.438842,0.63636,0.326839,0.615555,0.593778,0.472045,0.442265,0.458335,0.777908,0.43221,0.434131,0.645936,0.372536,0.473427,0.401491,0.37328,1
0.575968,0.602927,0.439519,0.526713,0.616382,0.478815,0.610062,0.681398,0.57639,0.455558,0.530161,0.754961,0.652683,0.722597,0.503419,0.492079,0.493989,0.606364,0.675736,0.589797,2
0.553012,0.616203,0.5666,0.500319,0.515044,0.633416,0.619148,0.687773,0.383053,0.562005,0.492849,0.533544,0.462304,0.510463,0.552243,0.581819,0.541986,0.577557,0.529302,0.402857,2
0.762042,0.552644,0.625384,0.624788,0.594525,0.344457,0.304244,0.995951,0.583949,0.328782,0.639822,0.516125,0.330205,0.654669,0.538616,0.342977,0.350295,0.563074,0.620755,0.737187,1
0.819069,0.528075,0.492763,0.590714,0.253203,0.546111,0.371953,0.533662,0.48392,0.339574,0.336349,0.471109,0.288379,0.591722,0.452433,0.659183,0.447936,0.594854,0.642353,0.292034,1
0.575102,0.613352,0.607006,0.594896,0.536639,0.549164,0.667973,0.488908,0.498984,0.604606,0.652686,0.667529,0.65552,0.569575,0.571306,0.532725,0.672998,0.546116,0.520634,0.451237,2
0.676415,0.433895,0.46648,0.248443,0.510194,0.476638,0.57001,0.332976,0.379454,0.305641,0.346861,0.565696,0.418545,0.482064,0.486802,0.732989,0.635692,0.572759,0.507388,0.786877,1
0.476523,0.54453,0.542175,0.641723,0.599636,0.398106,0.599638,0.621681,0.611943,0.463798,0.469106,0.516844,0.608405,0.694172,0.421544,0.637181,0.472876,0.684444,0.570389,0.477051,2
0.557691,0.377155,0.387416,0.54809,0.523537,0.549398,0.35004,0.729007,0.461836,0.513267,0.498731,0.423364,0.718414,0.491668,0.622217,0.517817,0.557828,0.488382,0.659199,0.411032,1
0.481955,0.579169,0.805715,0.485018,0.571519,0.463715,0.737068,0.573649,0.583663,0.524969,0.597246,0.460154,0.532154,0.609186,0.622625,0.6191,0.429894,0.623099,0.503652,0.354631,1
0.763417,0.646454,0.67226,0.512616,0.44623,0.391926,0.553703,0.497481,0.330807,0.502055,0.193066,0.546987,0.121254,0.397513,0.615924,0.374119,0.404057,0.5729,0.539393,0.389449,1
0.412622,0.473689,0.680381,0.60471,0.65273,0.598131,0.754789,0.668875,0.674926,0.574693,0.467407,0.581845,0.530569,0.427371,0.583587,0.384001,0.59319,0.67504,0.648754,0.299965,1
0.632387,0.392586,0.525882,0.547727,0.328597,0.494397,0.530913,0.517014,0.393775,0.45011,0.700258,0.292671,0.512997,0.574604,0.436713,0.576665,0.688185,0.548987,0.616944,0.352582,1
0.64053,0.400366,0.370863,0.599744,0.431448,0.476039,0.609261,0.644115,0.478058,0.629437,0.614094,0.503986,0.508345,0.612403,0.488365,0.427192,0.489305,0.487182,0.613954,0.48225,2
0.688144,0.768702,0.378787,0.582243,0.590947,0.741482,0.71301,0.530119,0.584699,0.660867,0.508597,0.571941,0.501396,0.56126,0.472468,0.642493,0.455145,0.644319,0.292688,0.645202,1
0.429942,0.572612,0.303268,0.43822,0.478012,0.43819,0.513038,0.496952,0.456478,0.543063,0.649874,0.514687,0.583425,0.332069,0.396853,0.768594,0.423016,0.408981,0.53983,0.416977,1
0.463921,0.330683,0.560976,0.374123,0.523624,0.687022,0.698736,0.507119,0.452232,0.529175,0.515972,0.492468,0.578292,0.266855,0.501672,0.354321,0.274206,0.578878,0.719467,0.443062,1
0.559415,0.405578,0.442041,0.674257,0.421959,0.379617,0.590231,0.616288,0.496633,0.570108,0.571318,0.468077,0.508271,0.429801,0.58341,0.364202,0.571739,0.635668,0.600203,0.400272,2
0.402246,0.559179,0.4441,0.491558,0.534691,0.618535,0.783094,0.433625,0.477629,0.642305,0.432952,0.588176,0.395225,0.526909,0.506477,0.530379,0.465782,0.6783,0.540786,0.490006,1
0.583997,0.707646,0.578904,0.498933,0.608754,0.507904,0.618278,0.400798,0.446315,0.537581,0.418682,0.58709,0.623503,0.647671,0.507088,0.549522,0.61711,0.591338,0.743452,0.450143,2
0.529189,0.635837,0.53133,0.503179,0.638617,0.52093,0.567991,0.441352,0.502072,0.58756,0.559926,0.655136,0.536636,0.62008,0.436734,0.544147,0.593541,0.566226,0.690654,0.47273,2
0.630655,0.523268,0.614611,0.554449,0.502581,0.392058,0.519528,0.542099,0.510449,0.550855,0.53144,0.524873,0.556045,0.612207,0.583662,0.421824,0.640755,0.573697,0.662685,0.47749,2
0.67207,0.529518,0.341966,0.522176,0.257202,0.415391,0.473043,0.751766,0.255214,0.130279,0.56012,0.643822,0.433732,0.539418,0.464313,0.277057,0.535702,0.627609,0.654575,0.761586,1
0.610494,0.582689,0.593385,0.45257,0.455319,0.596758,0.645455,0.531554,0.499577,0.621432,0.562678,0.503472,0.440088,0.551866,0.719954,0.46103,0.595302,0.529917,0.586038,0.439849,2
0.653869,0.57589,0.529069,0.600528,0.705432,0.640648,0.443972,0.578113,0.502672,0.473369,0.572897,0.517154,0.553482,0.498972,0.485973,0.516548,0.698127,0.635744,0.659161,0.447627,2
0.435655,0.506286,0.451302,0.459053,0.548906,0.334434,0.639481,0.545165,0.21007,0.60673,0.624659,0.474302,0.508856,0.289511,0.715665,0.556089,0.383497,0.341,0.468672,0.22143,1
0.38861,0.507353,0.605103,0.491841,0.521777,0.492205,0.545006,0.654259,0.447392,0.652841,0.603701,0.542271,0.551882,0.461261,0.665876,0.558071,0.496777,0.517437,0.533534,0.498467,2
0.628087,0.524889,0.268116,0.383814,0.447873,0.516064,0.297559,0.667394,0.804039,0.572066,0.503094,0.580464,0.424205,0.547183,0.515536,0.262527,0.450805,0.54468,0.831252,0.788229,1
0.593075,0.429208,0.547251,0.545898,0.607627,0.496537,0.646082,0.5065,0.535526,0.447711,0.645984,0.41064,0.589915,0.617093,0.53042,0.478412,0.419075,0.513188,0.677845,0.339689,2
0.299709,0.532875,0.701906,0.434539,0.407678,0.316894,0.610312,0.499603,0.515105,0.532196,0.47722,0.621328,0.356259,0.577027,0.586414,0.428633,0.579535,0.447772,0.406838,0.345843,1
0.372923,0.524832,0.390583,0.488647,0.529143,0.639625,0.336685,0.556556,0.617062,0.415922,0.593189,0.327818,0.530088,0.470478,0.376118,0.528718,0.662475,0.458114,0.793787,0.485776,1
0.324283,0.605082,0.603539,0.392924,0.453297,0.174274,0.571521,0.741214,0.490103,0.540084,0.892758,0.274033,0.53591,0.378373,0.415353,0.580344,0.61954,0.394938,0.657595,0.226894,1
0.567004,0.394328,0.569989,0.702661,0.591922,0.401058,0.608418,0.593484,0.389433,0.581899,0.420814,0.411775,0.583366,0.479655,0.524888,0.390539,0.683723,0.517533,0.67228,0.53072,1
0.551348,0.548975,0.47911,0.583005,0.596692,0.476813,0.722438,0.535973,0.52811,0.588615,0.532859,0.631648,0.699516,0.584202,0.501923,0.527285,0.623799,0.624113,0.443301,0.523876,2
0.570658,0.532548,0.479729,0.434626,0.613059,0.434487,0.622156,0.633487,0.537714,0.629941,0.475941,0.479948,0.522761,0.539031,0.553847,0.537402,0.563275,0.538453,0.596845,0.470179,2
0.61613,0.449945,0.467132,0.473868,0.532407,0.507641,0.561111,0.509211,0.442621,0.485154,0.587013,0.566429,0.61448,0.554914,0.415427,0.457144,0.529034,0.533572,0.476195,0.485957,2
0.463047,0.547865,0.425371,0.338105,0.841096,0.645886,0.353522,0.545513,0.534708,0.432071,0.525352,0.819546,0.530725,0.508026,0.414333,0.218031,0.548979,0.5907,0.447135,0.506586,1
0.238976,0.496665,0.432357,0.28955,0.566095,0.432171,0.562685,0.599278,0.634212,0.55933,0.578626,0.406812,0.365126,0.371246,0.355124,0.554976,0.445925,0.301698,0.624625,0.430155,1
0.620643,0.47696,0.475428,0.675803,0.505642,0.429241,0.638673,0.501243,0.580302,0.582906,0.607379,0.496951,0.556238,0.577285,0.516399,0.557436,0.578833,0.655146,0.539724,0.540421,2
0.506575,0.722117,0.46719,0.409177,0.299695,0.521455,0.582154,0.429259,0.390279,0.432768,0.368179,0.562291,0.755691,0.142794,0.678327,0.516477,0.226979,0.759806,0.460419,0.499373,1
0.552191,0.589473,0.574108,0.363838,0.480426,0.652643,0.487623,0.551956,0.522132,0.478962,0.560872,0.650406,0.505626,0.625971,0.633703,0.534315,0.426736,0.623194,0.634302,0.533222,2
0.556924,0.548391,0.607899,0.491282,0.73352,0.429037,0.447558,0.47362,0.491643,0.557406,0.498611,0.660621,0.503878,0.5972,0.50089,0.346015,0.467963,0.549931,0.55459,0.481023,2
0.464263,0.576566,0.304669,0.699837,0.374187,0.302481,0.463858,0.408162,0.423078,0.371294,0.621342,0.574592,0.377505,0.636967,0.48725,0.442863,0.555189,0.66591,0.66633,0.440937,1
0.607903,0.539424,0.48141,0.375278,0.575736,0.528074,0.565797,0.34954,0.37972,0.483644,0.235782,0.399636,0.74912,0.362789,0.365081,0.454449,0.543336,0.547558,0.723744,0.597819,1
0.531628,0.450471,0.540207,0.481054,0.676761,0.393818,0.669874,0.645406,0.647872,0.592794,0.562098,0.532804,0.631377,0.614236,0.579503,0.538735,0.544227,0.566105,0.569297,0.537278,2
0.511345,0.431832,0.598651,0.615046,0.510921,0.524085,0.540716,0.433481,0.416842,0.566846,0.498404,0.547995,0.771381,0.50618,0.570878,0.643762,0.598643,0.593756,0.749853,0.56643,2
0.682857,0.613359,0.55066,0.504943,0.571919,0.508087,0.48848,0.621145,0.482639,0.634719,0.643459,0.491375,0.485054,0.440308,0.709311,0.611179,0.571354,0.513698,0.568695,0.463168,2
0.444512,0.565167,0.518785,0.614415,0.719574,0.543568,0.572837,0.685719,0.533291,0.52017,0.614267,0.651788,0.56615,0.481114,0.635741,0.433352,0.652634,0.591249,0.617547,0.487226,2
0.589854,0.455043,0.519815,0.410621,0.513103,0.538287,0.537896,0.652023,0.472892,0.521556,0.551919,0.613426,0.553282,0.447455,0.570701,0.345708,0.566798,0.575777,0.696077,0.427988,2
0.452784,0.543407,0.351396,0.566078,0.465004,0.361989,0.646277,0.452183,0.620443,0.43403,0.32507,0.504473,0.588292,0.535373,0.51292,0.691986,0.44718,0.454305,0.445357,0.185114,1
0.421472,0.543015,0.411346,0.474703,0.593921,0.613458,0.666685,0.588786,0.629877,0.423024,0.546316,0.586096,0.42599,0.53223,0.597574,0.658534,0.613148,0.581947,0.683387,0.357509,2
0.433657,0.69353,0.241696,0.260377,0.682862,0.454423,0.681962,0.274679,0.575558,0.445408,0.37137,0.427305,0.572661,0.499868,0.498682,0.444289,0.763552,0.545854,0.53486,0.500418,1
0.743993,0.378669,0.751142,0.351149,0.16235,0.451479,0.502726,0.465553,0.463478,0.370266,0.355881,0.526932,0.655987,0.658042,0.242959,0.38157,0.584705,0.342761,0.47243,0.579999,1
0.590652,0.589309,0.554388,0.427034,0.534872,0.506874,0.565616,0.478756,0.461113,0.604172,0.531174,0.495147,0.439554,0.491872,0.435279,0.525389,0.510202,0.682421,0.612102,0.551355,2
0.527404,0.547175,0.651908,0.430264,0.800596,0.342769,0.633743,0.400314,0.431054,0.414088,0.565116,0.378143,0.511701,0.481243,0.455043,0.514224,0.607222,0.444257,0.456503,0.693888,1
0.665036,0.449802,0.512131,0.466653,0.55108,0.488903,0.600299,0.546971,0.451325,0.463888,0.516485,0.595514,0.557512,0.487508,0.506137,0.487238,0.700753,0.534644,0.547014,0.434964,2
0.508656,0.524654,0.492926,0.5536,0.496793,0.569122,0.515872,0.612746,0.390558,0.426596,0.570852,0.522787,0.649964,0.450156,0.534804,0.448816,0.575384,0.507012,0.611409,0.508251,2
0.669465,0.46017,0.644589,0.207931,0.537999,0.456607,0.652794,0.594149,0.303964,0.450317,0.532513,0.17382,0.307477,0.527913,0.402195,0.468872,0.673146,0.465694,0.488689,0.347794,1
0.415387,0.487563,0.604946,0.366509,0.53304,0.588598,0.32255,0.439418,0.494261,0.594325,0.507878,0.340853,0.843172,0.605453,0.536543,0.750143,0.431325,0.651388,0.48103,0.526155,1
0.425802,0.500469,0.430636,0.591477,0.497411,0.454116,0.578916,0.461104,0.562955,0.611192,0.552585,0.654072,0.460378,0.452756,0.482112,0.563931,0.624279,0.524359,0.65462,0.442909,2
0.49401,0.426108,0.530066,0.640815,0.573402,0.546724,0.56898,0.512202,0.63017,0.538808,0.363456,0.683249,0.555067,0.501924,0.592531,0.629452,0.511883,0.519702,0.570352,0.576598,2
0.504873,0.705449,0.466506,0.540171,0.508922,0.436269,0.60126,0.52209,0.455606,0.550393,0.638203,0.54662,0.733052,0.550414,0.540744,0.574355,0.565948,0.652173,0.683033,0.512844,2
0.458512,0.593462,0.569344,0.582868,0.699295,0.434399,0.624712,0.585584,0.683712,0.479051,0.61532,0.550547,0.61305,0.609817,0.513749,0.516655,0.483804,0.627801,0.656894,0.490633,2
0.557653,0.412632,0.408707,0.687432,0.409983,0.815762,0.536838,0.4446,0.384526,0.53103,0.396618,0.599638,0.891717,0.620976,0.60297,0.707686,0.806567,0.346079,0.557662,0.679288,1
0.434257,0.707305,0.766222,0.637469,0.537919,0.485799,0.512272,0.663519,0.642848,0.428431,0.381936,0.467506,0.31853,0.655157,0.323277,0.179602,0.599973,0.288625,0.620114,0.638546,1
