@relation col10-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.AddExpression-Ea8+1-Nexpression-weka.filters.unsupervised.attribute.Remove-R8

@attribute oz1 numeric
@attribute oz2 numeric
@attribute oz3 numeric
@attribute oz4 numeric
@attribute oz5 numeric
@attribute oz6 numeric
@attribute oz7 numeric
@attribute class {1,2,3,4,5,6,7,8,9,10}

@data
0.08871,0.052632,0.104839,0.133858,0.025641,0,0.733068,5
0.08871,0.048583,0.108871,0.141732,0.025641,0,0.733068,5
0.060484,0.044534,0.108871,0.133858,0.025641,0,0.733068,5
0.08871,0.048583,0.108871,0.141732,0.025641,0,0.733068,5
0.08871,0.052632,0.108871,0.141732,0.025641,0,0.733068,5
0.084677,0.016194,0.08871,0.062992,0.025641,0,0.733068,5
0.08871,0.089069,0.08871,0.204724,0.025641,0,0.733068,5
0.084677,0.089069,0.08871,0.133858,0.025641,0,0.733068,5
0.08871,0.048583,0.104839,0.133858,0.025641,0,0.733068,5
0.08871,0.048583,0.08871,0.149606,0.025641,0,0.733068,5
0.08871,0.05668,0.08871,0.149606,0.025641,0,0.733068,5
0.084677,0.016194,0.08871,0.204724,0.025641,0,0.733068,5
0.08871,0.089069,0.076613,0.204724,0.025641,0,0.733068,5
0.08871,0.089069,0.092742,0.204724,0.025641,0,0.733068,5
0.080645,0.089069,0.108871,0.141732,0.025641,0,0.733068,5
0.08871,0.05668,0.108871,0.141732,0.025641,0,0.733068,5
0.084677,0.089069,0.024194,0.204724,0.025641,0,0.733068,5
0.104839,0.089069,0.08871,0.062992,0.025641,0,0.733068,5
0.08871,0.097166,0.092742,0.204724,0.025641,0,0.733068,5
0.096774,0.089069,0.08871,0.062992,0.025641,0,0.733068,5
0.096774,0.089069,0.096774,0.141732,0.025641,0,0.733068,5
0.08871,0.016194,0.096774,0.149606,0.025641,0,0.733068,5
0.08871,0.097166,0.08871,0.204724,0.025641,0,0.733068,5
0.096774,0.089069,0.100806,0.110236,0.025641,0,0.733068,5
0.104839,0.097166,0.08871,0.149606,0.025641,0,0.733068,5
0.08871,0.080972,0.08871,0.149606,0.025641,0,0.733068,5
0.08871,0.089069,0.08871,0.204724,0.025641,0,0.733068,5
0.096774,0.089069,0.08871,0.141732,0.025641,0,0.733068,5
0.08871,0.089069,0.100806,0.110236,0.025641,0,0.733068,5
0.08871,0.060729,0.08871,0.204724,0.025641,0,0.733068,5
0.08871,0.089069,0.08871,0.110236,0.025641,0,0.733068,5
0.08871,0.016194,0.096774,0.204724,0.025641,0,0.733068,5
0.08871,0.089069,0.08871,0.062992,0.025641,0,0.733068,5
0.096774,0.089069,0.08871,0.204724,0.025641,0,0.733068,5
0.08871,0.089069,0.08871,0.204724,0.025641,0,0.733068,5
0.08871,0.016194,0.08871,0.188976,0.025641,0,0.733068,5
0.084677,0.016194,0.076613,0.204724,0.025641,0,0.733068,5
0.096774,0.089069,0.08871,0.141732,0.025641,0,0.733068,5
0.08871,0.089069,0.076613,0.204724,0.025641,0,0.733068,5
0.084677,0.089069,0.080645,0.094488,0.025641,0,0.733068,5
0.096774,0.089069,0.08871,0.204724,0.025641,0,0.733068,5
0.08871,0.089069,0.08871,0.204724,0.025641,0,0.733068,5
0.084677,0.05668,0.096774,0.204724,0.025641,0,0.733068,5
0.08871,0.080972,0.092742,0.204724,0.461538,0.141732,0.733068,5
0.080645,0.016194,0.08871,0.062992,0.876068,0.204724,0.960159,5
0.084677,0.089069,0.08871,0.204724,0.876068,0.204724,0.697211,5
0.084677,0.089069,0.08871,0.204724,0.051282,0.094488,0.386454,5
0.08871,0.089069,0.076613,0.062992,0.623932,0.102362,0.733068,5
0.080645,0.016194,0.024194,0.204724,0.623932,0.204724,0.434263,5
0.084677,0.089069,0.024194,0.062992,0.051282,0.204724,0.697211,5
0.080645,0.016194,0.024194,0.204724,0.025641,0.204724,0.386454,5
0.08871,0.089069,0.076613,0.062992,0.051282,0.141732,0.733068,5
0.084677,0.016194,0.076613,0.149606,0.051282,0.094488,0.462151,5
0.08871,0.089069,0.076613,0.204724,0.025641,0.094488,0.434263,5
0.084677,0.089069,0.08871,0.204724,0.025641,0.094488,0.434263,5
0.084677,0.016194,0.092742,0.204724,0.004274,0.141732,0.733068,5
0.084677,0.016194,0.092742,0.204724,0.004274,0.11811,0.474104,5
0.084677,0.016194,0.024194,0.204724,0,0.094488,0.434263,5
0.08871,0.080972,0.024194,0.204724,0.025641,0.094488,0.434263,5
0.084677,0.05668,0.08871,0.062992,0,0.204724,0.960159,5
0.08871,0.089069,0.08871,0.204724,0.025641,0.204724,0.960159,5
0.08871,0.080972,0.076613,0.062992,0.025641,0.204724,0.434263,5
0.096774,0.089069,0.076613,0.204724,0.025641,0.204724,0.386454,5
0.084677,0.089069,0.08871,0.204724,0.025641,0.204724,0.733068,5
0.084677,0.089069,0.076613,0.204724,0.025641,0.204724,0.733068,5
0.08871,0.089069,0.076613,0.204724,0.025641,0.204724,0.733068,5
0.08871,0.089069,0.076613,0.204724,0.025641,0.204724,0.733068,5
0.08871,0.080972,0.076613,0.204724,0.025641,0.204724,0.733068,5
0.08871,0.089069,0.08871,0.204724,0.025641,0.204724,0.733068,5
0.084677,0.089069,0.076613,0.062992,0.025641,0.204724,0.386454,5
0.08871,0.089069,0.08871,0.149606,0.025641,0.204724,0.386454,5
0.080645,0.060729,0.08871,0.204724,0.051282,0.102362,0.131474,6
0.080645,0.060729,0.076613,0.204724,0.025641,0.204724,0.131474,6
0.08871,0.089069,0.076613,0.062992,0.025641,0.204724,0.131474,6
0.08871,0.052632,0.08871,0.204724,0.004274,0.086614,0.239044,6
0.08871,0.05668,0.096774,0.204724,0.025641,0.102362,0.131474,6
0.084677,0.089069,0.076613,0.062992,0.025641,0.204724,0.131474,6
0.104839,0.101215,0.08871,0.062992,0.025641,0,0.733068,6
0.08871,0.05668,0.08871,0.062992,0.051282,0.102362,0.131474,6
0.080645,0.05668,0.08871,0.204724,0.025641,0.204724,0.131474,6
0.080645,0.052632,0.08871,0.204724,0.025641,0.204724,0.131474,6
0.080645,0.052632,0.08871,0.204724,0.004274,0.102362,0.131474,6
0.080645,0.089069,0.096774,0.204724,0.025641,0.102362,0.131474,6
0.08871,0.08502,0.076613,0.062992,0.025641,0.204724,0.131474,6
0.08871,0.08502,0.08871,0.133858,0.025641,0,0.733068,6
0.080645,0.089069,0.024194,0.062992,0.051282,0.102362,0.131474,6
0.080645,0.05668,0.08871,0.204724,0.025641,1,0.573705,6
0.080645,0.089069,0.08871,0.204724,0.025641,0.204724,0.131474,6
0.080645,0.05668,0.08871,0.204724,0.004274,0.102362,0.131474,6
0.08871,0.048583,0.096774,0.149606,0.025641,0.086614,0.239044,6
0.080645,0.05668,0.096774,0.204724,0.025641,0.204724,0.131474,6
0.084677,0.080972,0.08871,0.062992,0.025641,0,0.733068,6
0.08871,0.052632,0.096774,0.204724,0.051282,1,0.573705,6
0.080645,0.05668,0.092742,0.062992,0.051282,1,0.573705,6
0.08871,0.052632,0.092742,0.062992,0.025641,0.086614,0.239044,6
0.08871,0.052632,0.08871,0.204724,0.004274,0.204724,0.131474,6
0.080645,0.05668,0.024194,0.204724,0,0.086614,0.239044,6
0.084677,0.05668,0.024194,0.204724,0.025641,0.204724,0.131474,6
0.084677,0.016194,0.08871,0.062992,0.025641,0,0.733068,6
0.084677,0.052632,0.08871,0.204724,0.623932,0.086614,0.103586,6
0.084677,0.089069,0.076613,0.062992,0.051282,0.204724,0.131474,6
0.084677,0.089069,0.076613,0.204724,0.025641,0.086614,0.239044,6
0.084677,0.089069,0.076613,0.062992,0.004274,0.102362,0.131474,6
0.084677,0.089069,0.076613,0.204724,0,0.102362,0.131474,6
0.08871,0.052632,0.076613,0.204724,0.025641,0.204724,0.131474,6
0.096774,0.089069,0.08871,0.188976,0.025641,0,0.733068,6
0.084677,0.060729,0.076613,0.204724,0.876068,0.086614,0.239044,6
0.08871,0.05668,0.08871,0.204724,0.051282,0.102362,0.131474,6
0.08871,0.05668,0.096774,0.141732,0.025641,0.102362,0.131474,6
0.08871,0.040486,0.096774,0.141732,0.004274,0.102362,0.131474,6
0.08871,0.044534,0.096774,0.149606,0,0.102362,0.131474,6
0.08871,0.05668,0.076613,0.204724,0.025641,0.204724,0.131474,6
0.096774,0.089069,0.08871,0.188976,0.025641,0,0.733068,6
0.08871,0.052632,0.08871,0.204724,0.876068,0.086614,0.685259,6
0.08871,0.040486,0.076613,0.204724,0.051282,0.102362,0.131474,6
0.08871,0.040486,0.08871,0.141732,0.025641,0.102362,0.131474,6
0.08871,0.048583,0.08871,0.204724,0.004274,0.102362,0.131474,6
0.084677,0.05668,0.08871,0.062992,0,0.102362,0.131474,6
0.084677,0.05668,0.076613,0.204724,0.025641,0.204724,0.131474,6
0.084677,0.080972,0.08871,0.188976,0.025641,0,0.733068,6
0.08871,0.044534,0.096774,0.149606,0.623932,0.086614,0.85259,6
0.080645,0.060729,0.096774,0.204724,0.051282,0.204724,0.131474,6
0.084677,0.060729,0.08871,0.062992,0.025641,0.086614,0.685259,6
0.084677,0.060729,0.076613,0.062992,0.004274,0.102362,0.131474,6
0.080645,0.089069,0.076613,0.204724,0,0.102362,0.131474,6
0.084677,0.089069,0.08871,0.204724,0.025641,0.204724,0.131474,6
0.096774,0.089069,0.08871,0.149606,0.025641,0,0.733068,6
0.080645,0.089069,0.08871,0.204724,0.051282,0.086614,0.685259,6
0.084677,0.089069,0.08871,0.204724,0.051282,1,0.856574,6
0.08871,0.089069,0.092742,0.062992,0.025641,0.086614,0.685259,6
0.080645,0.089069,0.08871,0.204724,0.004274,0.204724,0.131474,6
0.084677,0.089069,0.076613,0.204724,0,0.102362,0.131474,6
0.084677,0.089069,0.08871,0.204724,0.025641,0.204724,0.103586,6
0.096774,0.089069,0.004032,0.204724,0.025641,0,0.733068,6
0.084677,0.089069,0.024194,0.204724,0.051282,0.141732,0.131474,6
0.084677,0.089069,0.092742,0.062992,0.025641,1,0.856574,6
0.084677,0.080972,0.092742,0.204724,0.025641,0.204724,0.131474,6
0.084677,0.089069,0.024194,0.204724,0.004274,1,0.856574,6
0.084677,0.016194,0.08871,0.204724,0,0.204724,0.386454,6
0.084677,0.016194,0.092742,0.062992,0,1,0.573705,6
0.084677,0.089069,0.076613,0.062992,0.025641,0.204724,0.131474,6
0.08871,0.052632,0.08871,0.133858,0.025641,0,0.733068,6
0.084677,0.052632,0.08871,0.141732,0.025641,0,0.733068,6
0.080645,0.052632,0.104839,0.125984,0.025641,0,0.733068,6
0.08871,0.044534,0.104839,0.125984,0.025641,0,0.733068,6
0.084677,0.016194,0.08871,0.133858,0.025641,0,0.733068,6
0.08871,0.044534,0.104839,0.125984,0.025641,0,0.733068,6
0.08871,0.044534,0.08871,0.125984,0.025641,0,0.733068,6
0.016129,0.040486,0.08871,0.125984,0.025641,0,0.733068,6
0.08871,0.05668,0.100806,0.133858,0.025641,0,0.733068,6
0.08871,0.044534,0.100806,0.11811,0.025641,0,0.733068,6
0.08871,0.040486,0.100806,0.125984,0.025641,0,0.733068,6
0.08871,0.040486,0.108871,0.125984,0.025641,0,0.733068,6
0.08871,0.05668,0.100806,0.133858,0.025641,0,0.733068,6
0.08871,0.040486,0.08871,0.125984,0.025641,0,0.733068,6
0.08871,0.052632,0.100806,0.141732,0.025641,0,0.733068,6
0.08871,0.052632,0.100806,0.133858,0.025641,0,0.733068,6
0.08871,0.048583,0.08871,0.11811,0.025641,0,0.733068,6
0.08871,0.044534,0.100806,0.125984,0.025641,0,0.733068,6
0.08871,0.048583,0.108871,0.133858,0.025641,0,0.733068,6
0.08871,0.044534,0.100806,0.133858,0.025641,1,0.936255,6
0.08871,0.048583,0.104839,0.125984,0.025641,0,0.733068,6
0.08871,0.044534,0.100806,0.125984,0.025641,0,0.733068,6
0.08871,0.044534,0.08871,0.125984,0.025641,0.204724,0.103586,6
0.08871,0.044534,0.096774,0.141732,0.025641,0.204724,0.103586,6
0.08871,0.040486,0.104839,0.125984,0.025641,0,0.733068,6
0.08871,0.040486,0.096774,0.125984,0.025641,0.204724,0.131474,6
0.08871,0.052632,0.108871,0.141732,0.025641,0.204724,0.103586,6
0.08871,0.044534,0.108871,0.141732,0,0.204724,0.103586,6
0.016129,0.044534,0.100806,0.133858,0.025641,0,0.733068,6
0.016129,0.044534,0.104839,0.141732,0.025641,0.204724,0.131474,6
0.016129,0.044534,0.08871,0.149606,0,1,0.856574,6
0.08871,0.036437,0.08871,0.125984,0,0.204724,0.131474,6
0.08871,0.044534,0.108871,0.125984,0.025641,0,0.733068,6
0.08871,0.044534,0.108871,0.141732,0.025641,0,0.733068,6
0.08871,0.040486,0.100806,0.133858,0.025641,0.204724,0.386454,6
0.08871,0.040486,0.08871,0.11811,0,0.141732,0.131474,6
0.08871,0.040486,0.104839,0.149606,0.025641,0,0.733068,6
0.08871,0.040486,0.100806,0.133858,0.025641,0,0.733068,6
0.08871,0.040486,0.104839,0.141732,0.025641,0.204724,0.103586,6
0.08871,0.040486,0.08871,0.149606,0,0.11811,0.171315,6
0.08871,0.044534,0.108871,0.133858,0.025641,0,0.733068,6
0.060484,0.044534,0.08871,0.125984,0.025641,0.204724,0.131474,6
0.060484,0.040486,0.08871,0.11811,0,0.086614,0.083665,6
0.08871,0.044534,0.08871,0.11811,0.004274,0.086614,0.083665,6
0.08871,0.032389,0.08871,0.141732,0.025641,0,0.733068,6
0.08871,0.040486,0.096774,0.204724,0.025641,0.204724,0.103586,6
0.060484,0.032389,0.08871,0.141732,0,0.11811,0.171315,6
0.08871,0.044534,0.08871,0.11811,0.025641,0.086614,0.183267,6
0.08871,0.044534,0.100806,0.125984,0.025641,0,0.733068,6
0.08871,0.044534,0.100806,0.11811,0.025641,0,0.733068,6
0.08871,0.048583,0.108871,0.141732,0.025641,0,0.733068,6
0.08871,0.048583,0.108871,0.133858,0.025641,0.204724,0,6
0.08871,0.044534,0.100806,0.125984,0.025641,0.204724,0.10757,6
0.08871,0.044534,0.08871,0.125984,0,0.11811,0.103586,6
0.08871,0.044534,0.08871,0.125984,0,0.094488,0.067729,6
0.08871,0.048583,0.100806,0.125984,0.025641,0,0.733068,6
0.08871,0.05668,0.104839,0.141732,0.025641,0,0.733068,6
0.08871,0.048583,0.08871,0.141732,0.025641,0.204724,0.103586,6
0.08871,0.040486,0.08871,0.11811,0,0.094488,0.103586,6
0.08871,0.040486,0.084677,0.11811,0.004274,0.125984,0.103586,6
0.08871,0.040486,0.08871,0.125984,0.025641,0.094488,0.103586,6
0.08871,0.044534,0.100806,0.125984,0.025641,0.094488,0.067729,6
0.08871,0.052632,0.096774,0.133858,0.025641,0,0.733068,6
0.08871,0.040486,0.096774,0.125984,0.025641,0.204724,0.103586,6
0.08871,0.040486,0.096774,0.133858,0,0.094488,0.103586,6
0.08871,0.040486,0.08871,0.11811,0.004274,0.094488,0.103586,6
0.08871,0.040486,0.08871,0.11811,0.025641,0.094488,0.103586,6
0.08871,0.044534,0.096774,0.133858,0.051282,0.204724,0.031873,6
0.08871,0.044534,0.100806,0.125984,0.051282,0.11811,0.103586,6
0.016129,0.040486,0.104839,0.141732,0.025641,0.204724,0.103586,6
0.08871,0.040486,0.08871,0.11811,0,0.094488,0.103586,6
0.08871,0.044534,0.084677,0.11811,0.004274,0.094488,0.103586,6
0.016129,0.036437,0.084677,0.110236,0.025641,0.094488,0.103586,6
0.08871,0.040486,0.080645,0.110236,0.051282,0.110236,0.103586,6
0.08871,0.044534,0.084677,0.110236,0.876068,0.125984,0.103586,6
0.08871,0.052632,0.108871,0.133858,0.918803,0.141732,0.031873,6
0.08871,0.036437,0.08871,0.110236,0,0.110236,0.103586,6
0.08871,0.036437,0.08871,0.102362,0.004274,0.094488,0.103586,6
0.08871,0.040486,0.08871,0.11811,0.025641,0.094488,0.103586,6
0.08871,0.036437,0.08871,0.110236,0.051282,0.125984,0.103586,6
0.08871,0.044534,0.08871,0.110236,0.461538,0.125984,0.103586,6
0.016129,0.052632,0.104839,0.125984,0.918803,0.110236,0.103586,6
0.08871,0.052632,0.104839,0.125984,0.594017,0.11811,0.103586,6
0.08871,0.036437,0.08871,0.141732,0.025641,0.149606,0.043825,6
0.08871,0.036437,0.08871,0.11811,0.025641,0.204724,0.075697,6
0.08871,0.036437,0.084677,0.110236,0.051282,0.062992,0.103586,6
0.08871,0.040486,0.08871,0.11811,0.461538,0.062992,0.103586,6
0.08871,0.048583,0.08871,0.149606,0.918803,0.204724,0.111554,6
0.08871,0.05668,0.100806,0.133858,0.594017,0.204724,0.111554,6
0.08871,0.060729,0.08871,0.141732,0.508547,0.141732,0.103586,6
0.060484,0.040486,0.08871,0.110236,0.876068,0.204724,0.10757,6
0.060484,0.040486,0.08871,0.102362,0.918803,0.062992,0.103586,6
0.060484,0.040486,0.08871,0.110236,0.594017,0.204724,0.111554,6
0.060484,0.044534,0.08871,0.110236,0.880342,0.204724,0.10757,6
0.08871,0.048583,0.08871,0.149606,0.576923,0.220472,0.10757,6
0.08871,0.040486,0.08871,0.141732,0.08547,0.141732,0.031873,6
0.08871,0.052632,0.08871,0.149606,0.17094,0.204724,0.103586,6
0.060484,0.040486,0.084677,0.110236,0.918803,0.110236,0.936255,6
0.08871,0.048583,0.08871,0.11811,0.594017,0.086614,0.083665,6
0.08871,0.05668,0.100806,0.133858,0.880342,0.086614,0.183267,6
0.08871,0.05668,0.104839,0.141732,0.508547,0.204724,0.183267,6
0.08871,0.052632,0.08871,0.141732,0.08547,0.102362,0.131474,6
0.080645,0.060729,0.08871,0.149606,0.17094,0.204724,0.131474,6
0.080645,0.089069,0.096774,0.149606,0.17094,0.204724,0,6
0.080645,0.044534,0.108871,0.141732,0.918803,0.102362,0.131474,6
0.08871,0.044534,0.096774,0.125984,0.594017,0.086614,0.685259,6
0.08871,0.052632,0.08871,0.149606,0.880342,0.086614,0.685259,6
0.08871,0.05668,0.108871,0.141732,0.508547,0.086614,0.685259,6
0.08871,0.05668,0.104839,0.149606,0.576923,0.11811,0.38247,6
0.08871,0.05668,0.08871,0.149606,0.08547,0.086614,0.85259,6
0.08871,0.05668,0.104839,0.149606,0.08547,0.204724,0.386454,6
0.016129,0.044534,0.100806,0.125984,0.918803,1,0.856574,6
0.016129,0.044534,0.100806,0.125984,0.529915,0.204724,0.386454,6
0.016129,0.048583,0.104839,0.133858,0.594017,0.086614,0.85259,6
0.08871,0.05668,0.108871,0.141732,0.645299,0.11811,0.38247,6
0.08871,0.052632,0.104839,0.141732,0.576923,0.094488,0.434263,6
0.08871,0.044534,0.104839,0.141732,0.576923,0.094488,0.462151,6
0.08871,0.052632,0.104839,0.141732,0.111111,0.094488,0.386454,6
0.846774,0.704453,0.697581,0.204724,0.431624,0,0.733068,7
0.120968,0.121457,0.217742,0.204724,0.431624,0,0.733068,7
0.850806,0.368421,0.616935,0.212598,0.431624,0.204724,0.131474,7
0.133065,0.161943,0.616935,0.212598,0.42735,1,0.573705,7
0.125,1,0.846774,0.204724,0.423077,0.204724,0.103586,7
0.846774,0.704453,0.233871,0.204724,0.418803,0.11811,0.494024,7
0.120968,0.121457,0.733871,0.204724,0.405983,0.125984,0.039841,7
0.120968,0.121457,0.701613,0.03937,0.431624,0,0.733068,7
0.229839,1,0.580645,0.204724,0.431624,0,0.733068,7
0.229839,1,0.701613,0.204724,0.431624,0,0.733068,7
1,1,0.580645,0.204724,0.431624,0.204724,0,7
0.120968,0.121457,0.125,0.204724,0.431624,0.204724,0.103586,7
0.229839,1,0.580645,0.204724,0.423077,0.102362,0,7
0.850806,0.368421,0.16129,0.204724,0.431624,0.149606,0.047809,7
0.120968,0.121457,0.120968,0.23622,0.431624,0,0.733068,7
0.217742,0.121457,0.233871,0.204724,0.431624,0,0.733068,7
0.66129,0.165992,0.600806,0.204724,0.431624,0,0.733068,7
1,0.1417,0.233871,0.204724,0.431624,0,0.733068,7
0.120968,0.121457,0.120968,0.204724,0.431624,0,0.733068,7
0.237903,0.534413,0.173387,0.07874,0.431624,0.204724,0,7
1,1,0.237903,0.204724,0.431624,0,0.733068,7
0.850806,0.234818,0.233871,0.204724,0.431624,0,0.733068,7
0.616935,0.607287,0.165323,0.07874,0.431624,0,0.733068,7
0.604839,0.59919,0.879032,0.204724,0.431624,0,0.733068,7
0.133065,0.161943,0.879032,0.212598,0.431624,0,0.733068,7
0.129032,0.663968,0.149194,0.204724,0.431624,0,0.733068,7
0.870968,0.161943,0.173387,0.204724,0.431624,0,0.733068,7
1,0.121457,0.16129,0.204724,0.431624,0,0.733068,7
0.370968,0.534413,0.233871,0.204724,0.431624,0.204724,0.386454,7
0.899194,0.137652,0.669355,0.204724,0.431624,0,0.733068,7
0.612903,0.615385,0.669355,0.204724,0.431624,0,0.733068,7
0.16129,0.368421,0.596774,0.212598,0.431624,0,0.733068,7
0.596774,0.607287,0.221774,0.204724,0.431624,0,0.733068,7
0.697581,0.704453,0.846774,0.055118,0.431624,0,0.733068,7
0.120968,0.121457,0.846774,0.204724,0.431624,0,0.733068,7
0.850806,0.133603,0.604839,0.181102,0.42735,0.204724,0.386454,7
0.173387,0.364372,0.116935,0.204724,0.431624,0.204724,0.386454,7
0.875,0.364372,0.116935,0.204724,0.431624,0,0.733068,7
0.116935,0.870445,0.612903,0.220472,0.431624,0,0.733068,7
0.596774,0.607287,0.221774,0.204724,0.431624,0,0.733068,7
0.116935,0.615385,0.66129,0.204724,0.431624,0,0.733068,7
0.173387,0.117409,0.66129,0.204724,0.431624,0,0.733068,7
0.669355,0.157895,0.665323,0.244094,0.423077,0.204724,0.960159,7
0.137097,0.17004,0.145161,0.23622,0.42735,0.204724,0.697211,7
0.669355,0.603239,0.600806,0.220472,0.431624,0.204724,0.960159,7
0.697581,0.534413,0.233871,0.204724,0.431624,0.102362,0.733068,7
0.120968,0.121457,0.733871,0.03937,0.431624,0.204724,0.733068,7
0.120968,0.121457,0.733871,0.204724,0.431624,0.204724,0.733068,7
0.120968,0.121457,0.733871,0.165354,0.431624,0.204724,0.733068,7
0.229839,1,0.133065,0.204724,0.41453,0.102362,0.733068,7
0.899194,0.48583,0.157258,0.228346,0.418803,0.094488,0.462151,7
0.544355,0.62753,0.673387,0.228346,0.418803,0.062992,0.733068,7
0.697581,0.534413,0.233871,0.204724,0.418803,0.094488,0.462151,7
0.120968,0.242915,0.846774,0.204724,0.423077,0.094488,0.462151,7
0.697581,0.704453,0.532258,0.204724,0.423077,0.094488,0.462151,7
0.125,0.242915,0.217742,0.047244,0.42735,0.094488,0.434263,7
0.665323,0.651822,0.483871,0.204724,0.410256,0.204724,0.733068,7
0.665323,0.663968,0.669355,0.204724,0.410256,0.102362,0.733068,7
0.145161,0.651822,0.483871,0.244094,0.410256,0.204724,0.960159,7
0.483871,0.226721,0.665323,0.204724,0.41453,0.204724,0.960159,7
0.895161,0.11336,0.891129,0.204724,0.41453,0.141732,0.733068,7
0.5,0.65587,0.673387,0.220472,0.41453,0.141732,0.733068,7
0.145161,0.48583,0.665323,0.204724,0.41453,0.11811,0.474104,7
0.08871,0.089069,0.068548,0.204724,0.405983,0.204724,0.733068,7
0.08871,0.089069,0.068548,0.204724,0.405983,0.204724,0.733068,7
0.891129,0.894737,0.544355,0.23622,0.405983,0.204724,0.733068,7
0.608871,0.157895,0.544355,0.23622,0.405983,0.102362,0.733068,7
0.665323,0.651822,0.225806,0.23622,0.405983,0.102362,0.733068,7
0.891129,0.65587,0.068548,0.204724,0.405983,0.102362,0.733068,7
0.931452,0.898785,0.625,0.220472,0.405983,0.102362,0.733068,7
0.08871,0.097166,0.08871,0.204724,0.025641,0,0.733068,8
0.100806,0.089069,0.024194,0.149606,0.025641,0,0.733068,8
0.08871,0.080972,0.08871,0.141732,0.025641,0,0.733068,8
0.100806,0.080972,0.08871,0.133858,0.025641,0,0.733068,8
0.084677,0.016194,0.096774,0.11811,0.025641,0,0.733068,8
0.08871,0.089069,0.076613,0.204724,0.025641,0,0.733068,8
0.08871,0.089069,0.08871,0.204724,0.025641,0,0.733068,8
0.104839,0.089069,0.08871,0.133858,0.025641,0,0.733068,8
0.096774,0.080972,0.104839,0.125984,0.025641,0,0.733068,8
0.096774,0.080972,0.104839,0.11811,0.025641,0,0.733068,8
0.08871,0.016194,0.104839,0.125984,0.025641,0,0.733068,8
0.080645,0.089069,0.08871,0.102362,0.025641,0,0.733068,8
0.08871,0.089069,0.080645,0.102362,0.025641,0,0.733068,8
0.084677,0.089069,0.08871,0.110236,0.025641,0,0.733068,8
0.08871,0.052632,0.08871,0.110236,0.025641,0,0.733068,8
0.08871,0.044534,0.100806,0.110236,0.025641,0,0.733068,8
0.016129,0.044534,0.08871,0.110236,0.025641,0,0.733068,8
0.08871,0.040486,0.084677,0.110236,0.025641,0,0.733068,8
0.080645,0.05668,0.08871,0.094488,0.025641,0,0.733068,8
0.08871,0.05668,0.08871,0.102362,0.025641,0,0.733068,8
0.08871,0.052632,0.096774,0.110236,0.025641,0,0.733068,8
0.060484,0.040486,0.08871,0.110236,0.025641,0,0.733068,8
0.060484,0.044534,0.084677,0.110236,0.025641,0,0.733068,8
0.08871,0.040486,0.08871,0.110236,0.025641,0,0.733068,8
0.080645,0.089069,0.08871,0.102362,0.025641,0,0.733068,8
0.08871,0.044534,0.08871,0.102362,0.025641,0,0.733068,8
0.08871,0.05668,0.08871,0.204724,0.508547,0.204724,0.697211,8
0.08871,0.060729,0.092742,0.204724,0.576923,0.094488,0.434263,8
0.08871,0.052632,0.096774,0.149606,0.111111,0.094488,0.386454,8
0.08871,0.048583,0.08871,0.204724,0.08547,1,0.856574,8
0.08871,0.048583,0.08871,0.149606,0.08547,0.204724,0.131474,8
0.08871,0.044534,0.096774,0.204724,0.098291,1,0.856574,8
0.08871,0.05668,0.08871,0.149606,0.645299,0.094488,0.386454,8
0.08871,0.060729,0.08871,0.141732,0.508547,0.204724,0.386454,8
0.08871,0.040486,0.100806,0.125984,0.576923,0.086614,0.685259,8
0.08871,0.040486,0.108871,0.125984,0.17094,0.086614,0.85259,8
0.08871,0.044534,0.08871,0.133858,0.08547,0.204724,0.386454,8
0.08871,0.044534,0.08871,0.133858,0.08547,1,0.856574,8
0.08871,0.048583,0.08871,0.11811,0.594017,0.086614,0.85259,8
0.08871,0.048583,0.08871,0.125984,0.645299,0.110236,0.856574,8
0.08871,0.040486,0.100806,0.141732,0.576923,0.086614,0.685259,8
0.08871,0.052632,0.08871,0.149606,0.111111,0.204724,0.386454,8
0.08871,0.052632,0.104839,0.149606,0.17094,0.204724,0.386454,8
0.08871,0.048583,0.08871,0.204724,0.08547,0.204724,0.131474,8
0.08871,0.05668,0.096774,0.149606,0.589744,0.188976,0.900398,9
0.084677,0.05668,0.096774,0.204724,0.316239,0.204724,0.131474,9
0.08871,0.089069,0.096774,0.204724,0.316239,0,0.733068,9
0.08871,0.060729,0.096774,0.149606,0.316239,0.204724,0.733068,9
0.08871,0.05668,0.096774,0.149606,0.316239,0.204724,0.733068,9
0.080645,0.060729,0.08871,0.204724,0.094017,0.204724,0.936255,9
0.080645,0.089069,0.08871,0.204724,0.316239,0.102362,0.131474,9
0.080645,0.089069,0.08871,0.204724,0.316239,0,0.733068,9
0.08871,0.089069,0.096774,0.204724,0.316239,0,0.733068,9
0.08871,0.052632,0.08871,0.204724,0.316239,0,0.733068,9
0.08871,0.05668,0.08871,0.204724,0.094017,0.204724,0.936255,9
0.080645,0.089069,0.08871,0.188976,0.316239,0.086614,0.685259,9
0.080645,0.089069,0.08871,0.149606,0.316239,0,0.733068,9
0.080645,0.060729,0.08871,0.149606,0.316239,0,0.733068,9
0.08871,0.048583,0.108871,0.141732,0.316239,0.204724,0.386454,9
0.084677,0.016194,0.092742,0.204724,0.316239,0.062992,0.131474,9
