@relation sonar-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute attribute_1 numeric
@attribute attribute_2 numeric
@attribute attribute_3 numeric
@attribute attribute_4 numeric
@attribute attribute_5 numeric
@attribute attribute_6 numeric
@attribute attribute_7 numeric
@attribute attribute_8 numeric
@attribute attribute_9 numeric
@attribute attribute_10 numeric
@attribute attribute_11 numeric
@attribute attribute_12 numeric
@attribute attribute_13 numeric
@attribute attribute_14 numeric
@attribute attribute_15 numeric
@attribute attribute_16 numeric
@attribute attribute_17 numeric
@attribute attribute_18 numeric
@attribute attribute_19 numeric
@attribute attribute_20 numeric
@attribute attribute_21 numeric
@attribute attribute_22 numeric
@attribute attribute_23 numeric
@attribute attribute_24 numeric
@attribute attribute_25 numeric
@attribute attribute_26 numeric
@attribute attribute_27 numeric
@attribute attribute_28 numeric
@attribute attribute_29 numeric
@attribute attribute_30 numeric
@attribute attribute_31 numeric
@attribute attribute_32 numeric
@attribute attribute_33 numeric
@attribute attribute_34 numeric
@attribute attribute_35 numeric
@attribute attribute_36 numeric
@attribute attribute_37 numeric
@attribute attribute_38 numeric
@attribute attribute_39 numeric
@attribute attribute_40 numeric
@attribute attribute_41 numeric
@attribute attribute_42 numeric
@attribute attribute_43 numeric
@attribute attribute_44 numeric
@attribute attribute_45 numeric
@attribute attribute_46 numeric
@attribute attribute_47 numeric
@attribute attribute_48 numeric
@attribute attribute_49 numeric
@attribute attribute_50 numeric
@attribute attribute_51 numeric
@attribute attribute_52 numeric
@attribute attribute_53 numeric
@attribute attribute_54 numeric
@attribute attribute_55 numeric
@attribute attribute_56 numeric
@attribute attribute_57 numeric
@attribute attribute_58 numeric
@attribute attribute_59 numeric
@attribute attribute_60 numeric
@attribute Class {1,2}

@data
0.039086,0.096871,0.163601,0.091774,0.046158,0.143779,0.105249,0.237045,0.271879,0.337766,0.186729,0.100528,0.318699,0.303908,0.427726,0.253409,0.032846,0.110857,0.197665,0.207513,0.20879,0.376649,0.616827,0.798894,0.695287,0.655689,0.684526,0.851585,1,0.959625,0.927956,0.805549,0.674682,0.58018,0.426818,0.450202,0.285152,0.125195,0.138098,0.078976,0.094152,0.207326,0.352774,0.21966,0.02758,0.02921,0.064107,0.125786,0.046946,0.247273,0.198207,0.235378,0.41039,0.131579,0.088435,0.164103,0.107955,0.112128,0.53168,0.228637,1
0.057522,0.076725,0.013469,0.001427,0.048948,0.095673,0.118236,0.000441,0.051829,0.075361,0.084928,0.199736,0.195336,0.257296,0.215167,0.26837,0.325562,0.254442,0.208815,0.251391,0.399241,0.456497,0.419307,0.490421,0.612398,0.622315,0.646181,0.724269,0.851258,1,0.868229,0.668389,0.612307,0.635824,0.690703,0.583468,0.496173,0.343142,0.17626,0.147277,0.215402,0.170085,0.192681,0.156016,0.162639,0.108475,0.066099,0.045523,0.042908,0.145455,0.021912,0.087019,0.153247,0.347953,0.244898,0.128205,0.244318,0.107551,0.157025,0.04388,1
0.144543,0.134162,0.131406,0.054208,0.013695,0.090298,0.342532,0.294377,0.091811,0.065065,0.082235,0.248974,0.186267,0.164793,0.19691,0.317627,0.674749,0.565091,0.211025,0.115368,0.300485,0.548921,0.638868,0.693884,0.805225,0.878951,0.868158,0.782524,0.870637,0.933525,0.919673,0.798023,0.667332,0.784102,0.899458,1,0.959108,0.728398,0.58444,0.429194,0.307933,0.277778,0.379025,0.296058,0.33992,0.261931,0.198479,0.089847,0.08632,0.464242,0.052789,0.116976,0.096104,0.418129,0.226757,0.041026,0.289773,0.105263,0.190083,0.170901,1
0.057522,0.11273,0.06636,0.066809,0.06036,0.287557,0.383387,0.128556,0.098475,0.178321,0.261307,0.513189,0.511588,0.247499,0.230916,0.529717,0.72148,0.756779,0.607721,0.40015,0.402403,0.419896,0.527816,0.729536,0.85543,0.888644,0.939069,0.938349,0.936993,0.848194,0.741362,0.707257,0.742413,0.907366,0.991715,0.992137,0.991472,0.83238,0.657179,0.511874,0.29612,0.209158,0.146903,0.090312,0.224339,0.265771,0.20029,0.207547,0.088844,0.248485,0.307769,0.291013,0.223377,0.134503,0.181406,0.225641,0.190341,0.258581,0.162534,0.240185,1
0.178466,0.189027,0.122536,0.043034,0.31651,0.328138,0.426136,0.46086,0.11432,0.064064,0.085354,0.091589,0.193897,0.129009,0.182365,0.275697,0.172003,0.246545,0.475805,0.162243,0.4707,0.515898,0.326799,0.566438,0.504201,0.528032,0.370312,0.346439,0.663657,0.857143,0.825068,0.413166,0.304736,0.517223,0.670246,0.729133,0.624426,0.692212,0.893738,0.965359,0.855935,0.878022,1,1,0.854279,0.619035,0.560666,0.556754,0.482585,0.249697,0.205179,0.125535,0.384416,0.251462,0.283447,0.497436,0.0625,0.448513,0.699725,0.401848,1
0.289823,0.277325,0.125493,0.129815,0.1088,0.460898,0.309794,0.213671,0.075226,0.295009,0.30767,0.453693,0.417878,0.241312,0.321095,0.36322,0.399337,0.518338,0.690932,0.806935,0.877213,0.826091,0.746636,0.754636,0.832684,0.879392,0.753335,0.577707,0.293527,0.022371,0.251226,0.76803,0.793342,0.830737,0.762299,0.744758,0.645309,0.140064,0.26829,0.532244,0.562826,0.582173,0.517781,0.499485,0.234717,0.060614,0.120065,0.125187,0.239778,0.284848,0.065737,0.077033,0.322078,0.508772,0.142857,0.497436,0.556818,0.226545,0.190083,0.113164,1
0.216077,0.142735,0.061432,0.197575,0.381182,0.442892,0.239989,0.286218,0.224789,0.383526,0.432015,0.396249,0.204981,0.315768,0.496941,0.725931,0.725417,0.818494,0.873028,0.963292,1,0.867805,0.626046,0.58744,0.817418,0.752726,0.591449,0.402532,0.288758,0.078939,0.213188,0.586385,0.533235,0.715527,0.723637,0.699798,0.55948,0.107934,0.460363,0.685512,0.464968,0.381197,0.307384,0.361762,0.195337,0.155787,0.187251,0.20605,0.213024,0.141818,0.069721,0.226819,0.316883,0.374269,0.190476,0.120513,0.073864,0.272311,0.151515,0.032333,1
0.264012,0.117874,0.071288,0.039705,0.028405,0.169578,0.218615,0.215215,0.13594,0.098527,0.180774,0.341295,0.351231,0.093431,0.056776,0.142581,0.196042,0.33361,0.136545,0.278253,0.586741,0.692056,0.829501,0.851757,0.765369,0.583104,0.552054,0.423837,0.396916,0.404602,0.506594,0.624691,0.713536,0.670588,0.580853,0.535585,0.497048,0.384527,0.397849,0.641176,0.791662,0.803053,0.813009,0.52654,0.456639,0.34531,0.268381,0.295897,0.16002,0.326061,0.065737,0,0.103896,0.040936,0,0.176923,0.264205,0.116705,0.231405,0.124711,1
0.129056,0.013716,0.205979,0.093676,0.067461,0.158022,0.234848,0.30849,0.098475,0.033748,0.165887,0.474355,0.433712,0.262968,0.013542,0.041726,0.188063,0.435117,0.349779,0.531999,0.629427,0.717309,0.813712,0.873579,1,0.843815,0.638933,0.494339,0.474127,0.417279,0.440218,0.463716,0.515384,0.540117,0.525008,0.523286,0.4274,0.213476,0.087919,0.4061,0.433932,0.611844,0.545196,0.319376,0.225476,0.154142,0.117892,0.236298,0.164059,0.084848,0.025896,0.121255,0.293506,0.298246,0.199546,0.348718,0.196023,0.043478,0.14876,0.267898,1
0.076696,0.246892,0.199737,0.128864,0.337307,0.478635,0.375812,0.306946,0.06101,0.107393,0.262867,0.510551,0.357133,0.189749,0.107533,0.099125,0.164232,0.391377,0.292973,0.595676,0.733137,0.762396,0.773975,0.821022,1,0.942835,0.741464,0.589131,0.537033,0.508576,0.559891,0.532128,0.588785,0.573291,0.586376,0.604637,0.511043,0.254341,0.011174,0.293464,0.354603,0.621612,0.565369,0.318217,0.242821,0.184174,0.151757,0.226116,0.153458,0.089697,0.068725,0.024251,0.254545,0.187135,0.265306,0.166667,0.207386,0.160183,0.07989,0.30485,1
0.249263,0.303043,0.102168,0.05088,0.076845,0.185434,0.284091,0.139361,0.033022,0.109681,0.111867,0.10888,0.297395,0.262555,0.207443,0.109709,0.139882,0.058597,0.062802,0.080693,0.07968,0.299765,0.091872,0.207458,0.565164,0.766054,0.701439,0.588102,0.551847,0.605305,0.782234,0.958886,0.835766,0.698993,0.834305,1,1,0.778101,0.556188,0.36634,0.257672,0.274481,0.381223,0.433265,0.428917,0.300741,0.238319,0.322851,0.282181,0.042424,0.09761,0.221113,0.615584,0.096491,0.444444,0.266667,0.096591,0.212815,0.253444,0.108545,1
0.085546,0.026575,0.096255,0.060152,0.004565,0.178715,0.199675,0.128997,0.096402,0.112684,0.065362,0.089097,0.149993,0.138806,0.229311,0.282109,0.329189,0.340987,0.286871,0.260809,0.376476,0.415704,0.43446,0.585698,0.687295,0.822227,0.881815,0.629889,0.321023,0.299563,0.483706,0.470456,0.268508,0.440276,0.506495,0.508266,0.480538,0.469897,0.446131,0.473094,0.444239,0.343956,0.296909,0.122262,0.013506,0.072271,0.069359,0.032046,0.054518,0.093333,0.108566,0.077033,0.05974,0.087719,0.156463,0.089744,0.142045,0.022883,0.140496,0.039261,1
0.053097,0.017145,0.021682,0.040894,0.131626,0.155872,0.25974,0.145976,0.074189,0.100815,0.14547,0.238277,0.374982,0.237806,0.221587,0.244861,0.267744,0.271792,0.360825,0.431828,0.543107,0.638483,0.658154,0.751767,0.882787,0.936006,1,0.852203,0.67431,0.529882,0.399455,0.285554,0.162554,0.05045,0.096962,0.209375,0.203914,0.24883,0.204301,0.144553,0.133526,0.206227,0.227079,0.183458,0.129087,0.018925,0.084933,0.143756,0.080262,0.054545,0.01494,0.062767,0.085714,0.201754,0.244898,0.117949,0.076705,0.139588,0.157025,0.055427,1
0.205015,0.159451,0.079501,0.000951,0.015978,0.13706,0.233225,0.231974,0.132978,0.091234,0.033886,0.142585,0.227292,0.182118,0.270438,0.219723,0.241115,0.26587,0.294656,0.455265,0.515388,0.617319,0.663664,0.746645,0.846721,0.883027,0.992436,0.910869,0.703734,0.607755,0.61515,0.475623,0.243621,0.159936,0.147489,0.250101,0.26066,0.293855,0.24805,0.192048,0.138043,0.301099,0.274279,0.232028,0.209411,0.09339,0.197573,0.275232,0.200404,0.112727,0.075697,0.081312,0.174026,0.28655,0.102041,0.251282,0.107955,0.118993,0.134986,0.187067,1
0.086283,0.031719,0.056833,0.019734,0.093584,0.15211,0.155844,0.016759,0.12202,0.115687,0.163902,0.181565,0.273931,0.23564,0.258,0.185528,0.211895,0.286649,0.37692,0.414491,0.461741,0.556896,0.600932,0.66612,0.823975,0.87036,0.915537,0.893475,0.751319,0.652285,0.65188,0.517075,0.334558,0.221092,0.116498,0.205948,0.223486,0.23812,0.262914,0.211656,0.150434,0.314652,0.330014,0.2185,0.208558,0.176358,0.167693,0.214435,0.164059,0.312727,0.135458,0.051355,0.05974,0.032164,0.036281,0.112821,0.383523,0.313501,0.07438,0.133949,1
0.137168,0.04715,0.03548,0.04446,0.121735,0.028487,0.232143,0.172216,0.186584,0.155298,0.206012,0.168669,0.267454,0.237909,0.259304,0.196927,0.226194,0.294857,0.403219,0.439212,0.507589,0.596871,0.649889,0.74142,0.890369,0.934464,1,0.977872,0.845069,0.748482,0.67782,0.515053,0.340334,0.210281,0.122021,0.262097,0.24918,0.282936,0.318469,0.218519,0.093804,0.317338,0.284883,0.198531,0.208132,0.143171,0.22184,0.223121,0.24735,0.271515,0.031873,0.097004,0.103896,0.134503,0.156463,0.084615,0.119318,0.059497,0.019284,0.027714,1
0.101032,0.041149,0.032194,0.04874,0.007608,0.077667,0.222944,0.189636,0.129424,0.198913,0.229973,0.275352,0.297251,0.237187,0.167519,0.189395,0.226816,0.316052,0.371555,0.417059,0.528352,0.590124,0.560665,0.704334,0.94877,0.98436,1,0.956566,0.862216,0.694045,0.589755,0.440238,0.254122,0.162374,0.055948,0.223488,0.230483,0.282625,0.310036,0.229085,0.059178,0.245177,0.233803,0.209224,0.159227,0.111766,0.202282,0.284516,0.207976,0.145455,0.047809,0.058488,0.093506,0.076023,0.015873,0.107692,0.096591,0.018307,0.090909,0.062356,1
0.14823,0.050579,0.052234,0.022349,0.137205,0.24832,0.299242,0.181257,0.160669,0.107679,0.180774,0.079719,0.117029,0.066206,0.063296,0.098921,0.14413,0.228364,0.294551,0.348245,0.519182,0.602801,0.684434,0.755148,0.792316,0.901421,0.874672,0.788905,0.796063,0.699585,0.645777,0.663671,0.572509,0.631267,0.641812,0.67379,0.645309,0.492253,0.370968,0.343791,0.248871,0.179976,0.171085,0.213476,0.172732,0.13412,0.081854,0.081761,0.090358,0.111515,0.017928,0.062767,0.114286,0.251462,0.290249,0.302564,0.125,0.034325,0.013774,0.039261,1
0.154867,0.005572,0.019711,0.009272,0.095866,0.216071,0.231602,0.132304,0.22938,0.191477,0.163477,0.104338,0.062473,0.141075,0.067911,0.069408,0.232204,0.239377,0.273511,0.430437,0.573988,0.718331,0.86998,0.919475,0.926434,0.993612,1,0.904385,0.852374,0.711622,0.655804,0.636599,0.536701,0.609963,0.619004,0.542238,0.484911,0.372465,0.180898,0.167102,0.170932,0.072772,0.098021,0.062613,0.050185,0.04073,0.043644,0.113507,0.060071,0.088485,0.050797,0.03709,0.322078,0.263158,0.086168,0.135897,0.076705,0.073227,0.055096,0.048499,1
0.081121,0.06258,0.066689,0.027817,0.074816,0.159635,0.227273,0.123705,0.174293,0.170027,0.084928,0.038687,0.063912,0.103228,0.077239,0.059027,0.176044,0.267532,0.283926,0.418557,0.574094,0.703609,0.811911,0.838644,0.904201,0.978191,1,0.871552,0.754769,0.639501,0.578093,0.530667,0.451433,0.506836,0.508745,0.503125,0.46206,0.324633,0.155387,0.193137,0.186103,0.120269,0.071124,0.063386,0.088428,0.069254,0.04473,0.065588,0.051489,0.05697,0.018924,0.047076,0.179221,0.05848,0.099773,0.112821,0.039773,0.086957,0.23416,0.120092,1
0.084808,0,0.023982,0.094627,0.116155,0.181672,0.242965,0.195369,0.242263,0.19591,0.176237,0.126612,0.101627,0.099309,0.116963,0.100041,0.185266,0.255896,0.330949,0.510916,0.649347,0.793375,0.922963,0.900318,0.917213,1,0.981196,0.906546,0.815747,0.676361,0.590518,0.566502,0.489867,0.548702,0.542907,0.528024,0.489285,0.354268,0.153911,0.177887,0.15275,0.075458,0.078753,0.048312,0.075775,0.038124,0.032416,0.034142,0.03685,0.140606,0.091633,0.099857,0.093506,0.008772,0.011338,0.105128,0.102273,0.043478,0.060606,0.023095,1
0.088496,0.016717,0.011827,0.054922,0.125285,0.222252,0.270022,0.18258,0.225233,0.256685,0.182476,0.12837,0.145818,0.092915,0.13883,0.208935,0.23925,0.242909,0.354303,0.541631,0.662416,0.871894,1,0.892224,0.838115,0.909021,0.927198,0.902223,0.820211,0.678918,0.582997,0.507751,0.429066,0.524324,0.557124,0.524597,0.524054,0.349277,0.201455,0.117211,0.084308,0.045788,0.138368,0.07511,0.00654,0.064866,0.073886,0.086852,0.096921,0.113939,0.0249,0.041369,0.205195,0.269006,0.204082,0.051282,0.096591,0.057208,0.07989,0.055427,1
0.05236,0.089584,0.074573,0.092011,0.152168,0.17979,0.126082,0.187652,0.170887,0.153296,0.068907,0.126758,0.123507,0.059812,0.042632,0.116222,0.242566,0.267221,0.334,0.459332,0.607399,0.812085,0.919148,0.867841,0.80041,0.862981,1,0.985385,0.941863,0.799084,0.708992,0.719614,0.642025,0.714573,0.722819,0.665323,0.608572,0.469585,0.323424,0.244989,0.157035,0.11685,0.099056,0.108864,0.036963,0.045666,0.037124,0.092543,0.050984,0.115152,0.046813,0.091298,0.127273,0.035088,0.022676,0.064103,0.15625,0.107551,0.063361,0.055427,1
0.038348,0.038577,0.002957,0,0.03297,0.138672,0.107955,0.197574,0.112691,0.152581,0.097689,0.098623,0.067943,0.033,0.080349,0.11551,0.175008,0.356987,0.416263,0.48887,0.569035,0.648911,0.608774,0.590001,0.483402,0.520542,0.674966,0.846953,1,0.911154,0.784087,0.648506,0.5241,0.562162,0.535952,0.547883,0.460311,0.320578,0.317626,0.298039,0.24806,0.193529,0.207552,0.19209,0.188513,0.094213,0.109018,0.168014,0.154467,0.186667,0.028884,0.057061,0.046753,0.02924,0.077098,0.038462,0.088068,0.070938,0.137741,0.057737,1
0.041298,0.041577,0.039422,0.103661,0.047172,0.189196,0.180736,0.150606,0.006219,0.112255,0,0.193142,0.180366,0.078581,0.139733,0.108386,0.056264,0.173714,0.035031,0.092894,0.265493,0.14201,0.01102,0.121606,0.015881,0.080626,0.306545,0.470461,0.513596,0.521466,0.612534,0.627387,0.660191,0.920509,1,0.95131,0.886508,0.695643,0.666878,0.676362,0.54916,0.501221,0.364154,0.21966,0.202019,0.13316,0.159181,0.258461,0.179202,0.282424,0.250996,0.049929,0.111688,0.192982,0.267574,0.258974,0.144886,0.066362,0.198347,0.13164,1
0.118732,0.071153,0.159658,0.053971,0.049455,0.066917,0.089015,0.105843,0.027099,0.051623,0.033603,0.237104,0.123219,0.069609,0.088374,0.155302,0.126308,0,0.086472,0.153039,0.1543,0.074328,0.148564,0.102756,0.038525,0.134376,0.437126,0.636785,0.628653,0.585278,0.715422,0.558526,0.573034,0.87239,0.946916,0.970262,0.810737,0.616616,0.5681,0.656972,0.589461,0.58083,0.44045,0.246844,0.161217,0.087767,0.164976,0.293501,0.2842,0.226667,0.087649,0.048502,0.441558,0.47076,0.165533,0.117949,0.309659,0.402746,0.807163,0.13164,1
0.184366,0.186027,0.040079,0.006182,0.06036,0.090298,0.083333,0.159868,0.113875,0.095238,0.005388,0.267292,0.248165,0.081675,0.143043,0.210666,0.178323,0.075844,0.061435,0.054473,0.180438,0.048052,0.158631,0.219752,0.068033,0.149466,0.566341,0.84119,0.84446,0.752743,0.825395,0.65783,0.637194,0.90461,0.988238,0.934274,0.722611,0.556307,0.579907,0.713072,0.612739,0.633822,0.4764,0.257279,0.214956,0.069665,0.168598,0.2941,0.264513,0.227879,0.099602,0.042796,0.472727,0.426901,0.14059,0.238462,0.198864,0.17849,0.23416,0.205543,1
0.260324,0.170167,0.099212,0.055873,0.190971,0.333244,0.305195,0.134068,0.011847,0.056199,0.087481,0.338365,0.184252,0.103022,0.119571,0.153369,0.111387,0.094545,0.143383,0.05137,0.164102,0,0.194659,0.236451,0,0.110365,0.448787,0.69154,0.677861,0.621072,0.717275,0.558189,0.643075,0.900477,0.950701,0.960181,0.804833,0.664344,0.638836,0.719281,0.657209,0.622589,0.491659,0.293481,0.216378,0.109846,0.145599,0.225217,0.285714,0.212121,0.057769,0.118402,0.402597,0.438596,0.170068,0.169231,0.375,0.146453,0.212121,0.143187,1
0.132743,0.058294,0.054534,0.082739,0.082171,0.039506,0.232413,0.202426,0.113283,0.154154,0.174819,0.159144,0.179934,0.100134,0.062393,0.074089,0.090871,0.152831,0.356196,0.321276,0.188132,0.244454,0.384656,0.574634,0.553586,0.498623,0.450783,0.68063,0.979403,1,0.987902,0.947091,0.754489,0.671436,0.534315,0.45494,0.473212,0.166788,0.034577,0.149891,0.156688,0.195116,0.336221,0.495491,0.533693,0.331048,0.195038,0.067086,0.078243,0.226667,0.124502,0.028531,0.161039,0.321637,0.013605,0.046154,0.15625,0.089245,0.181818,0.013857,1
0.14823,0.089584,0.084757,0.019258,0.073548,0.183553,0.236201,0.188093,0.159337,0.12298,0.12959,0.126905,0.145099,0.153553,0.236634,0.201099,0.163714,0.144416,0.02651,0.065176,0.157357,0.138227,0.216382,0.527303,0.840164,1,0.86175,0.664677,0.547179,0.428784,0.340817,0.185464,0.120025,0.199258,0.294262,0.228226,0.077302,0,0.016551,0.127887,0.217834,0.226984,0.205224,0.12136,0.11942,0.091882,0.061934,0.140461,0.180212,0.164848,0.081673,0.188302,0.101299,0.122807,0.151927,0.04359,0.125,0.048055,0.022039,0.025404,1
0.036873,0.049721,0.017411,0.011888,0.038042,0.048912,0.133658,0.114664,0.144973,0.142428,0.091876,0.086606,0.105945,0.065794,0.146053,0.153063,0.095223,0.103792,0.063223,0.067423,0.172218,0.272978,0.389425,0.607417,0.812193,0.958365,0.819309,0.56937,0.458908,0.311708,0.244687,0.113008,0.145542,0.208161,0.218574,0.165827,0.026022,0.024748,0.155598,0.254357,0.30388,0.364469,0.294194,0.190673,0.156668,0.161547,0.110105,0.09973,0.139324,0.121212,0.022908,0.087019,0.051948,0.049708,0.104308,0.082051,0.065341,0.075515,0.013774,0.066975,1
0.015487,0.030862,0.025296,0.078222,0.117423,0.294276,0.327381,0.214112,0.172368,0.110825,0.091876,0.14786,0.203685,0.130865,0.182064,0.15978,0.116879,0.142649,0.101094,0.09878,0.183917,0.179532,0.297234,0.572585,0.846824,1,0.837903,0.652532,0.549919,0.352828,0.299837,0.185352,0.151528,0.213567,0.299069,0.220565,0.048546,0.037954,0.083808,0.201743,0.26161,0.299267,0.256433,0.122133,0.132357,0.132337,0.068997,0.130279,0.169611,0.066667,0.078685,0.158345,0.12987,0.073099,0.068027,0,0.042614,0.105263,0.063361,0.023095,1
0.14233,0.077154,0.038108,0.036377,0.137712,0.137329,0.156656,0.099449,0.135347,0.14014,0.109741,0.138189,0.159349,0.135918,0.165413,0.17871,0.131178,0.132156,0.094993,0.082406,0.202045,0.265515,0.394935,0.635591,0.903791,1,0.799034,0.600556,0.519075,0.326409,0.246757,0.069198,0.090518,0.145204,0.176844,0.172077,0.008528,0.07414,0.146637,0.257516,0.323104,0.349695,0.245959,0.089668,0.107762,0.124794,0.079862,0.073076,0.133771,0.115152,0.139442,0.094151,0.150649,0.207602,0.183673,0.102564,0.071023,0.036613,0.132231,0.039261,1
0.091445,0.092585,0.02431,0.011888,0.037535,0.009137,0.169372,0.198236,0.105287,0.128986,0.137814,0.086753,0.04448,0.059297,0.148761,0.125585,0.074293,0.160831,0.262676,0.27729,0.346227,0.556078,0.733284,0.872656,0.902459,0.725851,0.669923,0.695657,0.580357,0.336636,0.187902,0.249831,0.230495,0.285639,0.179912,0.222581,0.309972,0.258709,0.268817,0.292919,0.268906,0.251038,0.195655,0.230482,0.263008,0.235464,0.162622,0.196466,0.224634,0.133333,0.023904,0.077033,0.174026,0.30117,0.013605,0.046154,0.0625,0.128146,0.104683,0.096998,1
0.069322,0.037291,0.034823,0.076082,0.155212,0.204515,0.262716,0.134289,0.128239,0.131989,0.096838,0.038834,0.196056,0.322883,0.478784,0.652147,0.76562,0.774234,0.805596,0.799765,0.82051,0.85022,0.880259,0.886692,0.895492,0.963322,1,0.910869,0.671469,0.431022,0.262997,0.287014,0.133256,0.201378,0.239951,0.221371,0.196589,0.126651,0,0,0.014823,0.028327,0.077202,0.055527,0.052459,0.003428,0.059218,0.076969,0.091873,0.130909,0.123506,0.098431,0.046753,0.312865,0.106576,0.187179,0.207386,0.121281,0.14876,0.076212,1
0.137906,0.042006,0.10184,0.043034,0.187674,0.383499,0.303301,0.12194,0.183918,0.179751,0.078548,0.004836,0.154023,0.285965,0.557027,0.794932,0.828101,0.79813,0.854408,0.868258,0.938132,0.938963,0.937374,1,0.971824,0.92389,0.931821,0.723858,0.433949,0.280281,0.400981,0.47259,0.373202,0.295495,0.2287,0.127823,0.239449,0.194655,0.129349,0.14902,0.056167,0.062637,0.110565,0.162587,0.163918,0.078168,0.077146,0.127284,0.118627,0.007273,0.187251,0.169757,0.197403,0.166667,0.0839,0.15641,0.130682,0.116705,0.198347,0.110855,1
0.165192,0.07844,0.14816,0.090823,0.149632,0.171997,0.364448,0.230209,0.19384,0.180609,0.092018,0.00337,0.18929,0.265855,0.572976,0.825972,0.862087,0.805818,0.899537,0.897902,1,0.997546,0.986436,0.975515,0.898463,0.9696,0.965858,0.756381,0.435268,0.341856,0.46267,0.404741,0.304946,0.313725,0.204459,0.065827,0.255959,0.156494,0.035948,0.102941,0.03868,0.029792,0.115479,0.187967,0.191641,0.05362,0.098877,0.140461,0.101464,0.115152,0.154382,0.118402,0.379221,0.204678,0.027211,0.189744,0.119318,0.052632,0.096419,0.04157,1
0.236726,0.123446,0.151445,0.11436,0.184377,0.188659,0.298431,0.258655,0.171776,0.104247,0.009641,0.066383,0.218943,0.307724,0.458521,0.617036,0.723034,0.775896,0.788344,0.813891,1,0.980984,0.959733,0.959123,0.909631,0.899328,0.782645,0.575648,0.337865,0.385853,0.452425,0.337677,0.249081,0.279279,0.155365,0.047278,0.091953,0.080171,0.051023,0.184532,0.10469,0.09072,0.048881,0.16336,0.159937,0.069254,0.171858,0.202755,0.130742,0.206061,0.032869,0.202568,0.275325,0.064327,0.06576,0.423077,0.380682,0.02746,0.187328,0.103926,1
0.159292,0.147878,0.004928,0.058488,0.068983,0.203709,0.46131,0.285777,0.146305,0.033462,0.04055,0.167937,0.300849,0.388264,0.520815,0.680338,0.743135,0.767273,0.758889,0.853061,1,0.884777,0.794108,0.872964,0.904303,0.937218,0.878769,0.639769,0.286729,0.19282,0.273569,0.211301,0.189016,0.139587,0.083257,0.027419,0.078942,0.102943,0.101202,0.145643,0.087435,0.046886,0.098539,0.177918,0.11814,0.089687,0.152843,0.178197,0.250883,0.379394,0.153386,0.1398,0.238961,0.035088,0.104308,0.174359,0.150568,0.080092,0.115702,0.055427,1
0.068584,0.034291,0.014126,0.095578,0.173726,0.210965,0.265693,0.096803,0.058789,0.04004,0.115837,0.172333,0.290485,0.278746,0.40977,0.467332,0.522329,0.613403,0.690722,0.777183,0.946564,1,0.962382,0.941809,0.8625,0.768146,0.632419,0.4331,0.466213,0.590178,0.484687,0.313525,0.342119,0.331108,0.084791,0.059577,0.003061,0.008111,0.139469,0.223529,0.152519,0.071795,0.020561,0.100232,0.092835,0.028799,0.092177,0.115903,0.132256,0.122424,0.160359,0.029957,0.18961,0.304094,0.174603,0.138462,0,0.045767,0.068871,0.048499,1
0.157817,0.155594,0.008213,0.075369,0.098402,0.362806,0.589286,0.249835,0.099956,0.217074,0.343116,0.457503,0.562401,0.425596,0.547096,0.717586,0.806963,0.915325,1,0.937714,0.90683,0.933442,0.73339,0.502715,0.396107,0.277784,0.682845,0.867538,0.899858,0.788431,0.42485,0.102786,0.129371,0.240806,0.288534,0.225,0.107916,0.173963,0.221695,0.291176,0.14476,0,0.04539,0.1479,0.189224,0.03785,0.138175,0.188979,0.155982,0.290909,0.114542,0.079886,0.044156,0.327485,0.328798,0.133333,0.065341,0.059497,0.283747,0.362587,1
0.062684,0.080583,0.045992,0.102473,0.19579,0.243752,0.431277,0.444542,0.388124,0.411411,0.418687,0.487837,0.542248,0.508198,0.694352,0.845308,1,0.924987,0.843257,0.787029,0.804174,0.879869,0.714104,0.601168,0.708914,0.830158,0.6133,0.465624,0.623681,0.696602,0.601962,0.430353,0.381077,0.400636,0.154137,0.191028,0.220752,0.099407,0.127767,0.330501,0.186219,0.243956,0.16449,0.145452,0.276656,0.301015,0.349511,0.448637,0.390207,0.237576,0.121514,0.174037,0.176623,0.195906,0.156463,0.14359,0.21875,0.036613,0.143251,0.030023,1
0.29056,0.177883,0.183311,0.017118,0.029419,0.246439,0.276245,0.223815,0.329779,0.306878,0.295477,0.452374,0.524399,0.47097,0.680209,0.752392,0.950471,0.981922,0.881233,0.81464,0.742938,0.817708,0.678605,0.635693,0.687295,0.781253,0.585356,0.596953,0.886059,0.846277,0.553787,0.280049,0.331933,0.484791,0.274624,0.08256,0.184999,0.137673,0.003795,0.127342,0.141401,0.260684,0.219966,0.125097,0.315183,0.374657,0.33937,0.318059,0.335689,0.490909,0.11255,0.028531,0.080519,0.277778,0.258503,0.212821,0.164773,0.132723,0.07989,0.166282,1
