@relation vowel-weka.filters.unsupervised.attribute.Remove-R1-2-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute Sex numeric
@attribute 'Feature 0' numeric
@attribute 'Feature 1' numeric
@attribute 'Feature 2' numeric
@attribute 'Feature 3' numeric
@attribute 'Feature 4' numeric
@attribute 'Feature 5' numeric
@attribute 'Feature 6' numeric
@attribute 'Feature 7' numeric
@attribute 'Feature 8' numeric
@attribute 'Feature 9' numeric
@attribute Class {1,2,3,4,5,6,7,8,9,10,11}

@data
0,0.683841,0.381222,0.724604,0.465663,0.356998,0.289598,0.461224,0.62425,0.794661,0.413199,6
0,0.533489,0.313642,0.84635,0.77047,0.406771,0.286121,0.127211,0.394358,0.848392,0.892718,7
0,0.393677,0.400441,0.865237,0.870576,0.21425,0.266835,0.032653,0.585234,0.850787,0.884915,8
0,0.483841,0.336641,0.740939,0.556788,0.189237,0.546317,0.529592,0.655162,0.627652,0.817295,9
0,0.191335,0.383743,0.674834,0.532752,0.434058,0.691748,0.440136,0.615546,0.704997,0.577373,10
0,0.587119,0.345148,0.70291,0.455098,0.346387,0.522921,0.484014,0.590036,0.641342,0.564369,11
0,0.738407,0.1046,0.25268,0.555996,0.555584,0.834018,0.735714,0.779112,0.486311,0.371261,1
0,0.860422,0.207467,0.347626,0.315901,0.44189,0.664243,0.635034,0.64916,0.652293,0.418401,2
0,0.767681,0.315375,0.375702,0.443476,0.587671,0.510907,0.588095,0.59994,0.399384,0.352731,3
0,0.734192,0.423283,0.485707,0.422345,0.448964,0.428075,0.384694,0.481993,0.561259,0.310793,4
0,0.622248,0.442029,0.842011,0.469097,0.232188,0.153019,0.437075,0.656363,0.569131,0.573472,5
0,0.671663,0.324827,0.729964,0.502113,0.368873,0.352513,0.441156,0.636255,0.753593,0.459363,6
0,0.556674,0.303718,0.821848,0.750924,0.356493,0.255454,0.236735,0.459784,0.866872,0.833875,7
0,0.404918,0.378229,0.864216,0.898574,0.187468,0.248498,0.089796,0.582233,0.840862,0.885566,8
0,0.460187,0.312854,0.734303,0.588748,0.195806,0.603857,0.589796,0.645258,0.532854,0.703836,9
0,0.161593,0.425961,0.67611,0.525357,0.448711,0.687638,0.434694,0.631152,0.699521,0.513004,10
0,0.5637,0.361531,0.699592,0.459588,0.372158,0.534303,0.493878,0.591537,0.640657,0.536086,11
1,0.509836,0,0.701889,0.773904,0.704144,0.77711,0.4,0.247599,0.298768,0.714239,1
1,0.490164,0.256774,0.730985,0.754358,0.756695,0.392981,0.211565,0.22419,0.334018,0.601105,2
1,0.608899,0.269061,0.693721,0.726889,0.618999,0.144799,0.312585,0.322329,0.454483,0.658973,3
1,0.85363,0.347196,0.588566,0.33122,0.495958,0.176731,0.571769,0.37395,0.314511,0.637841,4
1,0.574473,0.526307,0.555641,0.228737,0.36382,0.293076,0.822449,0.439676,0.396646,0.51593,5
1,0.635597,0.453844,0.476263,0.254358,0.480293,0.21625,0.917347,0.42467,0.275154,0.707087,6
1,0.392974,0.566005,0.91169,0.437401,0.271349,0.128675,0.513946,0.779712,0.468857,0.328023,7
1,0.308665,0.781979,0.654926,0.332277,0.261243,0.100537,0.590136,0.863145,0.464066,0.491222,8
1,0.265105,0.620195,0.622511,0.288959,0.596513,0.536516,0.636735,0.518607,0.365161,0.244473,9
1,0.246136,0.643982,0.776927,0.531696,0.684942,0.415112,0.430272,0.623349,0.21013,0.292263,10
1,0.538876,0.345306,0.599541,0.271263,0.566448,0.355991,0.664966,0.615246,0.244695,0.48472,11
1,0.479859,0.021582,0.711332,0.752509,0.711218,0.784382,0.370748,0.232593,0.374059,0.754551,1
1,0.46534,0.27741,0.844564,0.72187,0.72764,0.375593,0.190816,0.219388,0.384668,0.602081,2
1,0.592506,0.284342,0.699081,0.699419,0.655887,0.157129,0.30102,0.262905,0.46783,0.680104,3
1,0.851054,0.343573,0.56049,0.37401,0.472713,0.190642,0.586395,0.372449,0.33744,0.623537,4
1,0.550351,0.530088,0.529862,0.256471,0.374937,0.364527,0.80068,0.419268,0.387406,0.464239,5
1,0.647775,0.437461,0.46197,0.25066,0.502021,0.263674,0.867687,0.406363,0.347023,0.603056,6
1,0.422717,0.579238,0.896376,0.400687,0.259474,0.164401,0.556463,0.85054,0.447981,0.328023,7
1,0.293443,0.818526,0.673047,0.302166,0.233957,0.185583,0.591497,0.737095,0.53525,0.533485,8
1,0.266979,0.634531,0.575549,0.302958,0.627337,0.483718,0.652381,0.538115,0.30527,0.266905,9
1,0.239578,0.6161,0.762889,0.517961,0.723092,0.389187,0.513946,0.629052,0.252909,0.24935,10
1,0.535831,0.345463,0.575804,0.291072,0.556342,0.348087,0.659864,0.595438,0.205681,0.495124,11
1,0.426464,0.050095,0.756253,0.780771,0.703638,0.739804,0.301701,0.206783,0.451061,0.746424,1
1,0.487822,0.244802,0.878509,0.706022,0.72764,0.402466,0.236735,0.232893,0.390144,0.546164,2
1,0.590632,0.283869,0.674834,0.768621,0.625568,0.13405,0.356122,0.234394,0.457221,0.683355,3
1,0.823888,0.32782,0.625064,0.35869,0.493431,0.146696,0.562585,0.403962,0.342916,0.643693,4
1,0.534895,0.547574,0.498979,0.243793,0.406266,0.449257,0.79932,0.348139,0.389459,0.432705,5
1,0.622014,0.424543,0.430577,0.310618,0.517686,0.341448,0.785034,0.354442,0.310062,0.599805,6
1,0.414988,0.627757,0.907095,0.37982,0.254421,0.197281,0.543878,0.820228,0.431211,0.409623,7
1,0.267916,0.81632,0.618173,0.272319,0.243557,0.284856,0.695578,0.689076,0.562286,0.485371,8
1,0.267681,0.604915,0.617407,0.332013,0.569227,0.437559,0.676871,0.561224,0.366188,0.254876,9
1,0.21007,0.566478,0.782797,0.445853,0.714755,0.432501,0.49966,0.632353,0.238193,0.185631,10
1,0.513115,0.363422,0.574017,0.296619,0.559626,0.338603,0.64932,0.557023,0.200548,0.497074,11
1,0.404215,0.065217,0.783308,0.768621,0.683426,0.732216,0.297279,0.207383,0.44319,0.733095,1
1,0.506323,0.213926,0.885145,0.687269,0.729661,0.420803,0.279932,0.248199,0.357632,0.497724,2
1,0.555972,0.283869,0.696274,0.80243,0.595503,0.092001,0.304082,0.318727,0.488364,0.692458,3
1,0.843091,0.331601,0.62047,0.359482,0.526276,0.130572,0.621088,0.360444,0.335387,0.61801,4
1,0.532084,0.540485,0.519653,0.316957,0.315058,0.484666,0.802721,0.377551,0.297399,0.48342,5
1,0.554801,0.412256,0.452782,0.372953,0.569227,0.394246,0.705782,0.364946,0.211499,0.576073,6
1,0.380328,0.693447,0.860643,0.322504,0.243305,0.196333,0.540136,0.791417,0.332649,0.463914,7
1,0.231616,0.812854,0.638846,0.334126,0.25139,0.24755,0.69932,0.695378,0.577687,0.472692,8
1,0.263232,0.603182,0.666156,0.332277,0.567206,0.414164,0.646939,0.536615,0.390144,0.258127,9
1,0.180094,0.611374,0.786881,0.42261,0.69808,0.478976,0.47517,0.620348,0.268652,0.181404,10
1,0.523419,0.363422,0.578101,0.346012,0.557858,0.280746,0.685714,0.543217,0.173854,0.505527,11
1,0.35644,0.106333,0.811383,0.71738,0.690248,0.742966,0.267007,0.178872,0.430527,0.774382,1
1,0.452693,0.251733,0.901991,0.67644,0.720566,0.31742,0.237415,0.273709,0.316906,0.55039,2
1,0.459485,0.364839,0.785094,0.744057,0.543204,0.004742,0.32517,0.397359,0.575291,0.651821,3
1,0.846604,0.340107,0.583971,0.424723,0.508338,0.114448,0.668367,0.354142,0.343258,0.588752,4
1,0.521077,0.527095,0.555385,0.350238,0.315563,0.40626,0.834354,0.412665,0.2423,0.510728,5
1,0.517096,0.3839,0.519908,0.458796,0.5619,0.445779,0.668027,0.382953,0.159822,0.526658,6
1,0.35808,0.779143,0.645227,0.237982,0.308742,0.273158,0.690136,0.584334,0.304928,0.442783,7
1,0.234426,0.810176,0.676621,0.359746,0.221324,0.232058,0.616667,0.663866,0.583162,0.494473,8
1,0.253396,0.623819,0.713374,0.339144,0.566953,0.388555,0.590476,0.480492,0.388433,0.25065,9
1,0.167213,0.676118,0.790199,0.402536,0.707428,0.48846,0.512585,0.646459,0.311088,0.208713,10
1,0.553864,0.359798,0.578867,0.350238,0.560384,0.288334,0.673129,0.540816,0.147844,0.539337,11
1,0.355504,0.111216,0.820316,0.698627,0.692016,0.739172,0.24932,0.159064,0.433607,0.802341,1
1,0.390632,0.298992,0.806789,0.745378,0.702375,0.123617,0.24966,0.311224,0.329569,0.68368,2
1,0.44918,0.347196,0.767994,0.763074,0.600303,0.055327,0.304082,0.359844,0.506845,0.610533,3
1,0.820375,0.349401,0.59903,0.412044,0.514149,0.112235,0.597619,0.398259,0.315195,0.607932,4
1,0.531382,0.530088,0.544666,0.276017,0.383274,0.391084,0.816667,0.445378,0.290554,0.469766,5
1,0.458548,0.362161,0.561766,0.560486,0.528297,0.434714,0.684694,0.353241,0.228611,0.511053,6
1,0.362998,0.715186,0.6049,0.309562,0.34664,0.293392,0.756122,0.502401,0.353525,0.322822,7
1,0.233021,0.773787,0.683767,0.366086,0.226377,0.163136,0.566327,0.697179,0.572895,0.487971,8
1,0.265574,0.601134,0.644717,0.393819,0.592471,0.388555,0.632993,0.507803,0.326831,0.23277,9
1,0.156206,0.680529,0.897141,0.367934,0.650328,0.543788,0.490816,0.653661,0.394935,0.188882,10
1,0.58548,0.353655,0.628892,0.38616,0.562911,0.217515,0.652721,0.530912,0.192676,0.462939,11
1,0.442389,0.152962,0.507147,0.626519,0.770086,0.574455,0.882993,0.064226,0.208419,0.582575,1
1,0.320141,0.367045,0.586269,0.817221,0.693279,0.65792,0.246939,0.236194,0.165982,0.570871,2
1,0.596253,0.322306,0.377233,0.71738,0.609904,0.534619,0.364286,0.331032,0.30527,0.678479,3
1,0.636534,0.418399,0.397652,0.494982,0.444164,0.264938,0.586395,0.179172,0.445927,0.659298,4
1,0.540047,0.564745,0.46682,0.377971,0.254169,0.343345,0.681633,0.533313,0.498289,0.326398,5
1,0.591569,0.511185,0.416029,0.380877,0.3762,0.417325,0.571429,0.435774,0.477413,0.434655,6
1,0.426698,0.635791,0.453548,0.365293,0.375442,0.299715,0.786395,0.521008,0.514374,0.227893,7
1,0.226698,0.729049,0.528841,0.60935,0.277918,0.175466,0.718707,0.532113,0.745038,0.518531,8
1,0.344262,0.626024,0.228178,0.578711,0.462102,0.699968,0.585374,0.82563,0.50616,0.124512,9
1,0.121077,0.709357,0.34048,0.557581,0.651592,0.35852,0.677211,0.388355,0.46167,0.091352,10
1,0.514988,0.457152,0.421899,0.629688,0.461849,0.557066,0.581973,0.638956,0.470226,0.174252,11
1,0.455035,0.188248,0.457887,0.573693,0.80091,0.641796,0.82619,0,0.198494,0.610858,1
1,0.373068,0.344991,0.53267,0.839937,0.705659,0.749605,0.390476,0.285414,0.114305,0.510728,2
1,0.589696,0.322149,0.412711,0.72636,0.617484,0.55675,0.411224,0.337335,0.231691,0.675878,3
1,0.631382,0.411783,0.420368,0.507132,0.413087,0.295289,0.538776,0.183974,0.455168,0.60078,4
1,0.545433,0.541745,0.484431,0.417855,0.243052,0.268732,0.717007,0.538715,0.520192,0.345904,5
1,0.613583,0.485665,0.466565,0.367934,0.367357,0.450206,0.551361,0.442677,0.519849,0.425228,6
1,0.434895,0.649653,0.408372,0.374802,0.398181,0.35694,0.829252,0.484094,0.448665,0.213589,7
1,0.230211,0.690769,0.537774,0.678553,0.237241,0.149858,0.698299,0.540216,0.780972,0.522107,8
1,0.306792,0.592155,0.392292,0.557581,0.418646,0.62662,0.485714,0.867347,0.601985,0.157022,9
1,0.117799,0.715658,0.348647,0.557316,0.647802,0.319949,0.710544,0.389256,0.494524,0.063719,10
1,0.517799,0.440769,0.413731,0.640254,0.436331,0.536516,0.581973,0.669568,0.478097,0.217815,11
1,0.436534,0.175646,0.529096,0.615689,0.783224,0.573506,0.838776,0.02461,0.11807,0.636541,1
1,0.396487,0.313485,0.541603,0.844427,0.684942,0.794815,0.485714,0.383253,0.03833,0.546814,2
1,0.547073,0.337429,0.448954,0.752245,0.627084,0.531774,0.394218,0.318127,0.185147,0.710338,3
1,0.608665,0.421708,0.412711,0.496302,0.424204,0.318685,0.502381,0.191176,0.437714,0.574447,4
1,0.55082,0.555923,0.462226,0.398045,0.263012,0.277268,0.771769,0.479592,0.503765,0.339402,5
1,0.635597,0.467234,0.479837,0.377443,0.358009,0.457793,0.554422,0.469688,0.531485,0.381339,6
1,0.462529,0.633113,0.429045,0.319334,0.439869,0.37749,0.82517,0.542917,0.450376,0.196684,7
1,0.239578,0.709357,0.518377,0.65663,0.187468,0.231426,0.678912,0.555522,0.791923,0.442133,8
1,0.3363,0.545369,0.375191,0.553619,0.420162,0.640215,0.469388,0.890156,0.543806,0.174252,9
1,0.109368,0.733932,0.408627,0.522979,0.596766,0.322163,0.644218,0.40006,0.621492,0,10
1,0.507026,0.431002,0.424706,0.619123,0.426225,0.532722,0.551701,0.647659,0.491102,0.236021,11
1,0.378689,0.179112,0.627616,0.641046,0.807479,0.492887,0.759184,0.093337,0.061602,0.627113,1
1,0.418033,0.292691,0.515059,0.841257,0.680394,0.797344,0.546599,0.412365,0.04449,0.500325,2
1,0.497658,0.359798,0.474732,0.77047,0.622789,0.500474,0.359864,0.291116,0.180014,0.755852,3
1,0.576347,0.43305,0.418326,0.468304,0.467913,0.270629,0.521769,0.153361,0.45243,0.600455,4
1,0.553864,0.583491,0.435681,0.331749,0.308742,0.340183,0.776531,0.430072,0.513005,0.303641,5
1,0.632319,0.438721,0.493109,0.431854,0.351693,0.4638,0.520748,0.544118,0.504791,0.334525,6
1,0.488759,0.631222,0.416029,0.283941,0.458565,0.449889,0.811565,0.530612,0.492471,0.253901,7
1,0.242623,0.723693,0.520929,0.633122,0.163466,0.306355,0.695238,0.569628,0.788501,0.395969,8
1,0.335831,0.525835,0.383869,0.595615,0.443153,0.567815,0.509184,0.787515,0.63655,0.191808,9
1,0.099063,0.772842,0.453548,0.4514,0.629864,0.226051,0.659864,0.383253,0.594456,0.117035,10
1,0.516393,0.422338,0.411434,0.621764,0.412329,0.492254,0.594898,0.613145,0.539357,0.203511,11
1,0.334895,0.19896,0.660796,0.666667,0.799141,0.470123,0.731973,0.063325,0.116701,0.562419,1
1,0.425527,0.288437,0.488515,0.82224,0.691006,0.784066,0.559864,0.448079,0.036277,0.473017,2
1,0.496487,0.347984,0.488259,0.731379,0.642496,0.505849,0.359524,0.344838,0.10883,0.772432,3
1,0.552927,0.428481,0.432619,0.499472,0.445174,0.278849,0.512925,0.159664,0.466119,0.5829,4
1,0.544965,0.582546,0.439765,0.343634,0.28095,0.378438,0.764966,0.427971,0.546201,0.270806,5
1,0.598361,0.399653,0.500255,0.494717,0.382769,0.475498,0.468367,0.645258,0.409651,0.352406,6
1,0.460187,0.641147,0.413476,0.318014,0.457554,0.51976,0.803061,0.406663,0.511636,0.302666,7
1,0.243326,0.702899,0.539051,0.643687,0.181152,0.266835,0.697279,0.578631,0.826489,0.455137,8
1,0.315925,0.484405,0.451761,0.671421,0.479282,0.555801,0.446939,0.767407,0.618412,0.242198,9
1,0.087822,0.810491,0.460184,0.420232,0.625568,0.208663,0.630612,0.405762,0.543806,0.178804,10
1,0.524122,0.406112,0.41807,0.632066,0.409045,0.450838,0.607143,0.606543,0.577002,0.186281,11
1,0.316862,0.218809,0.647524,0.681194,0.783729,0.486563,0.721769,0.030612,0.150924,0.521456,1
1,0.423185,0.280403,0.48392,0.801902,0.704144,0.724629,0.545918,0.502401,0.040726,0.398895,2
1,0.52904,0.323094,0.445891,0.718436,0.644517,0.533987,0.414286,0.363445,0.05373,0.746424,3
1,0.516628,0.432577,0.452016,0.513471,0.438353,0.281378,0.504422,0.182173,0.452772,0.595904,4
1,0.541686,0.582073,0.428025,0.360803,0.243305,0.405944,0.757483,0.453481,0.525325,0.261378,5
1,0.539813,0.374291,0.509444,0.524036,0.439869,0.508062,0.477211,0.681273,0.367214,0.349805,6
1,0.409602,0.617832,0.520674,0.372161,0.432289,0.506797,0.716327,0.366447,0.524641,0.286736,7
1,0.265808,0.726213,0.459163,0.550977,0.165488,0.410054,0.754762,0.605342,0.797399,0.413199,8
1,0.319672,0.425331,0.479837,0.750924,0.519202,0.621562,0.340816,0.735894,0.509925,0.421001,9
1,0.076347,0.825614,0.392802,0.470681,0.601819,0.226051,0.669048,0.384154,0.558179,0.052666,10
1,0.522482,0.403907,0.419857,0.624406,0.41334,0.445147,0.613605,0.595738,0.580767,0.188557,11
1,0.469087,0.104915,0.503063,0.662176,0.923699,0.602276,0.586054,0.103842,0.467146,0.526983,1
1,0.618735,0.183365,0.420112,0.565504,0.818343,0.568132,0.497279,0.432473,0.246407,0.648244,2
1,0.70281,0.30482,0.486473,0.673006,0.597524,0.287702,0.310204,0.278211,0.440452,0.727243,3
1,0.778923,0.549464,0.462991,0.410988,0.5,0.137844,0.608503,0.358643,0.252909,0.625813,4
1,0.637705,0.645243,0.573762,0.284997,0.195048,0.354094,0.557143,0.668367,0.221424,0.445384,5
1,0.673536,0.6569,0.559469,0.261226,0.374432,0.375277,0.563605,0.522209,0.166667,0.581925,6
1,0.584543,0.56695,0.81368,0.435288,0.17711,0.195384,0.414966,0.843037,0.496578,0.31762,7
1,0.234426,0.718809,0.607708,0.042789,0.364831,0.434714,0.719728,0.637755,0.540041,0.297789,8
1,0.287354,0.561437,0.608474,0.18542,0.612431,0.364527,0.814286,0.809124,0.123203,0.449285,9
1,0.057845,0.638626,0.755743,0.384575,0.642749,0.160607,0.636395,0.530312,0.120808,0.474317,10
1,0.628337,0.403592,0.598009,0.326994,0.517938,0.346506,0.507483,0.592437,0.073238,0.524707,11
1,0.416862,0.121928,0.542369,0.681986,0.939111,0.566551,0.577891,0.132053,0.427447,0.573472,1
1,0.597658,0.184783,0.459418,0.55626,0.81051,0.594689,0.472109,0.443277,0.234771,0.652471,2
1,0.727869,0.303875,0.420368,0.687797,0.632643,0.306987,0.351361,0.223289,0.413758,0.741873,3
1,0.769321,0.542848,0.489025,0.440042,0.497221,0.108441,0.614626,0.342137,0.321697,0.544538,4
1,0.632084,0.645873,0.591118,0.27047,0.159677,0.384761,0.545578,0.657863,0.243326,0.412224,5
1,0.669321,0.657057,0.524247,0.321183,0.356746,0.377806,0.611224,0.469988,0.139288,0.663199,6
1,0.586183,0.578135,0.820572,0.460909,0.17433,0.155549,0.382993,0.828932,0.54449,0.313069,7
1,0.203747,0.754253,0.519142,0.095615,0.418898,0.425545,0.732993,0.628451,0.415469,0.293563,8
1,0.273068,0.546156,0.685809,0.175383,0.591713,0.386658,0.735374,0.831333,0.138946,0.458388,9
1,0.044731,0.602552,0.778203,0.336239,0.671551,0.244072,0.64966,0.577431,0.0705,0.459363,10
1,0.596253,0.45794,0.536753,0.342842,0.53714,0.338286,0.534014,0.531513,0.018823,0.61736,11
1,0.380562,0.140832,0.543134,0.71738,0.938353,0.5773,0.584014,0.138655,0.390828,0.610533,1
1,0.543794,0.194549,0.508678,0.562071,0.816321,0.58141,0.381633,0.417167,0.259411,0.661899,2
1,0.685948,0.306711,0.431087,0.711833,0.61521,0.267468,0.382993,0.204982,0.460986,0.736021,3
1,0.755504,0.541115,0.481368,0.484152,0.46286,0.109706,0.593537,0.323229,0.359685,0.571847,4
1,0.620141,0.646345,0.562532,0.27496,0.134917,0.393298,0.563946,0.668067,0.228268,0.430429,5
1,0.654801,0.597196,0.562021,0.394612,0.3095,0.353778,0.62551,0.462185,0.138946,0.666775,6
1,0.570258,0.604442,0.770546,0.445325,0.165993,0.147961,0.428231,0.831933,0.495893,0.287061,7
1,0.193677,0.786862,0.403777,0.117274,0.496968,0.421752,0.797959,0.586134,0.342231,0.276008,8
1,0.258548,0.542533,0.68734,0.15795,0.621779,0.464433,0.659524,0.717287,0.097878,0.53316,9
1,0.033255,0.534499,0.845584,0.299789,0.682921,0.310149,0.627551,0.688475,0.068789,0.446684,10
1,0.561827,0.508507,0.466054,0.400951,0.534613,0.299083,0.586395,0.416867,0.025667,0.738622,11
1,0.339813,0.150284,0.573507,0.708399,0.979788,0.619981,0.60102,0.171068,0.380561,0.64857,1
1,0.482201,0.214241,0.551812,0.601426,0.811268,0.502371,0.345238,0.386555,0.271047,0.703186,2
1,0.621311,0.319628,0.466309,0.732964,0.546993,0.260828,0.372109,0.228691,0.530801,0.682055,3
1,0.749649,0.541588,0.474987,0.474908,0.476756,0.124881,0.557823,0.307023,0.330595,0.599805,4
1,0.611241,0.631537,0.552578,0.304807,0.115462,0.336706,0.591497,0.691176,0.253936,0.396294,5
1,0.629977,0.558444,0.564063,0.443476,0.307731,0.350933,0.641156,0.379652,0.149213,0.686606,6
1,0.536066,0.613579,0.689382,0.404385,0.164224,0.209611,0.538095,0.802221,0.334702,0.300065,7
1,0.185948,0.793793,0.322103,0.146857,0.547751,0.433765,0.82381,0.548019,0.29295,0.289662,8
1,0.267213,0.555766,0.563298,0.181458,0.713239,0.48024,0.605442,0.594838,0.055784,0.607932,9
1,0.030679,0.553718,0.882593,0.273376,0.663972,0.335757,0.571769,0.643457,0.100616,0.448635,10
1,0.534192,0.517958,0.4561,0.426572,0.515159,0.312678,0.571088,0.378752,0.060233,0.746099,11
1,0.225761,0.195337,0.69806,0.734548,1,0.63326,0.552381,0.232593,0.443874,0.658973,1
1,0.474941,0.224953,0.529352,0.615954,0.813037,0.448309,0.370748,0.362545,0.242642,0.771456,2
1,0.631616,0.288595,0.436447,0.715267,0.544214,0.342396,0.357143,0.192077,0.542437,0.702536,3
1,0.742389,0.534499,0.485452,0.517169,0.428752,0.172305,0.522109,0.317827,0.295003,0.628414,4
1,0.602108,0.626654,0.546708,0.31141,0.120768,0.28454,0.616327,0.67377,0.329227,0.360533,5
1,0.581265,0.532136,0.50587,0.408611,0.402729,0.408157,0.573129,0.265906,0.189596,0.74935,6
1,0.511944,0.627757,0.597243,0.36318,0.198838,0.279798,0.646599,0.717887,0.202943,0.3342,7
1,0.186417,0.789382,0.299643,0.156894,0.579838,0.450838,0.854422,0.514106,0.269678,0.302991,8
1,0.275176,0.537965,0.544155,0.213154,0.748863,0.473917,0.518367,0.540216,0.068789,0.614434,9
1,0.012412,0.592628,0.90633,0.281564,0.626326,0.321214,0.505782,0.633253,0.104381,0.465215,10
1,0.539578,0.514493,0.404033,0.426307,0.540172,0.373696,0.512245,0.343637,0.120123,0.704486,11
1,0.122717,0.26465,0.861664,0.758848,0.946185,0.587101,0.481633,0.268607,0.446954,0.641417,1
1,0.495316,0.216919,0.519398,0.604332,0.806973,0.421435,0.422109,0.367947,0.219028,0.777308,2
1,0.646136,0.244644,0.429301,0.673534,0.597777,0.319949,0.487415,0.162365,0.437714,0.78381,3
1,0.733021,0.522527,0.501787,0.524828,0.420414,0.186532,0.508844,0.339436,0.273443,0.68433,4
1,0.597892,0.632168,0.537264,0.29028,0.123042,0.289915,0.616667,0.653361,0.368925,0.36801,5
1,0.522014,0.515911,0.401225,0.421817,0.546235,0.411951,0.478571,0.181273,0.317933,0.762029,6
1,0.494848,0.598456,0.554109,0.28711,0.264022,0.35441,0.67415,0.642257,0.226557,0.31632,7
1,0.189227,0.768116,0.393568,0.125462,0.547751,0.393614,0.863946,0.529112,0.388775,0.344278,8
1,0.236768,0.547417,0.555641,0.268621,0.781961,0.485615,0.411224,0.426771,0.24538,0.594928,9
1,0,0.601449,0.844053,0.284205,0.650328,0.335757,0.565986,0.655162,0.07666,0.447334,10
1,0.575878,0.480781,0.451506,0.387216,0.535119,0.391401,0.563946,0.403061,0.060917,0.637516,11
1,0.035831,0.55293,0.987238,0.870048,0.471956,0.111603,0.331633,0.42497,0.530459,0.761704,1
1,0.241218,0.459987,0.822614,0.711833,0.720313,0.102751,0.139796,0.253001,0.330253,0.869636,2
1,0.341452,0.331128,0.624043,0.743529,0.590197,0.096744,0.345918,0.268007,0.419918,0.894018,3
1,0.402108,0.390832,0.479837,0.43608,0.428752,0.305722,0.603061,0.551621,0.349076,0.76658,4
1,0.561593,0.567265,0.316743,0.32356,0.34664,0.419538,0.931633,0.220588,0.323066,0.563719,5
1,0.486651,0.513075,0.277948,0.43925,0.368873,0.432501,0.655102,0.334634,0.352156,0.820546,6
1,0.342389,0.676118,0.442062,0.252773,0.369126,0.330383,0.77483,0.658163,0,0.587776,7
1,0.196253,0.932105,0.432619,0.020338,0.486357,0.453051,0.588095,0.728091,0.164956,0.455137,8
1,0.174005,0.849874,0.527565,0.055996,0.622789,0.453999,0.485374,0.482293,0.124914,0.542263,9
1,0.072365,0.908003,0.490812,0.230586,0.495958,0.170092,0.809184,0.340636,0.241958,0.662549,10
1,0.254333,0.563012,0.592139,0.300845,0.563416,0.365476,0.363946,0.311825,0.409993,0.826723,11
1,0.020375,0.566005,0.995406,0.848653,0.467408,0.159975,0.269048,0.454382,0.572553,0.695709,1
1,0.191569,0.537335,0.780245,0.741152,0.61142,0,0.194218,0.2497,0.457221,0.931079,2
1,0.29274,0.37051,0.662838,0.69757,0.59045,0.052482,0.340476,0.289016,0.460301,0.903121,3
1,0.364637,0.393195,0.488259,0.437665,0.461849,0.314259,0.57517,0.554022,0.353525,0.746749,4
1,0.517564,0.557183,0.334099,0.341521,0.304447,0.433765,0.960204,0.236194,0.358316,0.513004,5
1,0.420141,0.513233,0.341756,0.433967,0.340829,0.394246,0.690816,0.427071,0.311088,0.794538,6
1,0.31007,0.700378,0.446146,0.18991,0.398939,0.368637,0.716327,0.682173,0.001369,0.638166,7
1,0.1726,0.920447,0.361919,0,0.572006,0.595953,0.546939,0.651261,0.088296,0.491873,8
1,0.173302,0.845936,0.42828,0.139461,0.700606,0.434714,0.536395,0.430672,0.019849,0.538687,9
1,0.061827,0.931159,0.52144,0.120444,0.507327,0.185583,0.72483,0.469088,0.284052,0.632315,10
1,0.243091,0.562854,0.558703,0.337824,0.568216,0.36516,0.390816,0.289616,0.387748,0.86801,11
1,0.018735,0.545999,0.982899,0.883518,0.388075,0.152387,0.292517,0.433073,0.612936,0.669701,1
1,0.191101,0.494329,0.763144,0.825938,0.598282,0.006007,0.294218,0.181873,0.398357,1,2
1,0.270023,0.369565,0.674834,0.672213,0.634664,0.047107,0.32449,0.332533,0.44935,0.928804,3
1,0.370023,0.388941,0.451251,0.406498,0.52097,0.374328,0.502041,0.554622,0.348734,0.808192,4
1,0.416159,0.556711,0.36294,0.339937,0.336534,0.379071,1,0.235894,0.423682,0.55104,5
1,0.338642,0.511027,0.391016,0.452456,0.351693,0.39393,0.652041,0.431873,0.368583,0.786086,6
1,0.289461,0.68368,0.505615,0.153724,0.416625,0.401518,0.643878,0.669868,0.104038,0.612484,7
1,0.167213,0.909578,0.265697,0.074485,0.649318,0.576035,0.569048,0.567227,0.180014,0.522432,8
1,0.172365,0.840895,0.398162,0.19308,0.688732,0.404995,0.59898,0.418968,0.094798,0.483745,9
1,0.046838,0.984562,0.413221,0.051241,0.580344,0.258615,0.707483,0.434274,0.264203,0.776008,10
1,0.248244,0.526623,0.480347,0.401479,0.64098,0.376225,0.42619,0.273709,0.378508,0.785761,11
1,0.020141,0.527883,0.962226,0.901215,0.351945,0.102118,0.333333,0.404562,0.652977,0.633615,1
1,0.209602,0.422653,0.74732,0.852615,0.663719,0.069238,0.307483,0.201681,0.322382,0.934005,2
1,0.248712,0.378544,0.632721,0.69308,0.635927,0.114448,0.386735,0.285114,0.434292,0.8342,3
1,0.381733,0.387839,0.39025,0.422081,0.517938,0.406892,0.539456,0.522809,0.320671,0.844928,4
1,0.323888,0.573566,0.421388,0.281564,0.419656,0.30098,0.921429,0.335534,0.457906,0.5842,5
