@relation waveform-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.AddExpression-Ea41+1-Nexpression-weka.filters.unsupervised.attribute.Remove-R41

@attribute x1 numeric
@attribute x2 numeric
@attribute x3 numeric
@attribute x4 numeric
@attribute x5 numeric
@attribute x6 numeric
@attribute x7 numeric
@attribute x8 numeric
@attribute x9 numeric
@attribute x10 numeric
@attribute x11 numeric
@attribute x12 numeric
@attribute x13 numeric
@attribute x14 numeric
@attribute x15 numeric
@attribute x16 numeric
@attribute x17 numeric
@attribute x18 numeric
@attribute x19 numeric
@attribute x20 numeric
@attribute x21 numeric
@attribute x22 numeric
@attribute x23 numeric
@attribute x24 numeric
@attribute x25 numeric
@attribute x26 numeric
@attribute x27 numeric
@attribute x28 numeric
@attribute x29 numeric
@attribute x30 numeric
@attribute x31 numeric
@attribute x32 numeric
@attribute x33 numeric
@attribute x34 numeric
@attribute x35 numeric
@attribute x36 numeric
@attribute x37 numeric
@attribute x38 numeric
@attribute x39 numeric
@attribute x40 numeric
@attribute a41+1 {1,2,3}

@data
0.352685,0.342704,0.373556,0.486034,0.291214,0.519457,0.474783,0.516066,0.618352,0.415449,0.677766,0.695198,0.598485,0.530277,0.333927,0.286389,0.241996,0.260331,0.410439,0.428202,0.378933,0.182209,0.502069,0.539017,0.416557,0.379032,0.891484,0.724044,0.516173,0.267341,0.20082,0.493939,0.686217,0.433719,0.28267,0.581022,0.441133,0.295292,0.49269,0.771034,2
0.429608,0.625167,0.237484,0.387709,0.514314,0.538462,0.527826,0.720545,0.599583,0.654489,0.79377,0.686848,0.699134,0.321799,0.318789,0.376181,0.408663,0.430785,0.339265,0.186287,0.458276,0.527977,0.510345,0.728324,0.498029,0.586022,0.42033,0.453552,0.485175,0.682081,0.396175,0.557576,0.64956,0.272844,0.294034,0.490511,0.560358,0.803138,0.466374,0.318621,2
0.555878,0.380187,0.378691,0.642458,0.352419,0.39457,0.401739,0.450828,0.469239,0.465553,0.350161,0.327766,0.603896,0.719723,0.585931,0.492439,0.745763,0.533058,0.729537,0.532988,0.704514,0.259684,0.481379,0.458092,0.540079,0.489247,0.467033,0.680328,0.459569,0.476879,0.646175,0.671212,0.341642,0.508366,0.480114,0.722628,0.557377,0.203994,0.660819,0.496552,1
0.465893,0.52075,0.49294,0.385475,0.382034,0.419005,0.118261,0.172347,0.252346,0.242171,0.36305,0.585595,0.497835,0.672145,0.782725,0.617202,0.80791,0.525826,0.638197,0.354463,0.595075,0.470588,0.386207,0.421965,0.51774,0.407258,0.543956,0.606557,0.587601,0.403179,0.614754,0.519697,0.340176,0.577864,0.458807,0.459854,0.642325,0.603424,0.232456,0.602759,1
0.693759,0.685408,0.337612,0.141899,0.613031,0.547511,0.601739,0.594937,0.447341,0.36952,0.427497,0.539666,0.40368,0.480969,0.467498,0.412098,0.472693,0.707645,0.540925,0.252264,0.357045,0.48637,0.562759,0.524566,0.575558,0.471774,0.23489,0.381148,0.357143,0.492775,0.639344,0.374242,0.391496,0.370656,0.647727,0.436496,0.347243,0.520685,0.350877,0.532414,1
0.50508,0.457831,0.43389,0.565363,0.383021,0.687783,0.504348,0.617332,0.280501,0.485386,0.457573,0.526096,0.498918,0.516436,0.615316,0.389414,0.561205,0.696281,0.474496,0.435964,0.600547,0.25538,0.572414,0.449422,0.487516,0.55914,0.307692,0.534153,0.433962,0.359827,0.434426,0.793939,0.356305,0.383526,0.390625,0.373723,0.621461,0.328103,0.203216,0.357241,1
0.541364,0.65328,0.65982,0.43352,0.359329,0.319457,0.154783,0.447907,0.523462,0.588727,0.657358,0.838205,0.541126,0.513841,0.693678,0.434783,0.574388,0.655992,0.475682,0.288486,0.311902,0.256815,0.38069,0.861272,0.835742,0.46371,0.383242,0.546448,0.463612,0.5,0.423497,0.625758,0.620235,0.711712,0.464489,0.563504,0.415797,0.261056,0.380117,0.713103,3
0.480406,0.672021,0.581515,0.67933,0.74926,0.758371,0.618261,0.69036,0.665276,0.528184,0.117078,0.316284,0.228355,0.288062,0.298308,0.328922,0.30226,0.396694,0.403321,0.494179,0.331053,0.449067,0.644138,0.609827,0.462549,0.413978,0.307692,0.280055,0.520216,0.710983,0.214481,0.422727,0.33871,0.209781,0.390625,0.675912,0.283159,0.492154,0.361111,0.296552,1
0.702467,0.666667,0.44801,0.32514,0.240869,0.301357,0.253913,0.444012,0.271116,0.30167,0.439313,0.538622,0.378788,0.636678,0.828139,0.777883,0.756121,0.544421,0.590747,0.683053,0.528044,0.496413,0.268966,0.385838,0.499343,0.454301,0.486264,0.516393,0.299191,0.325145,0.572404,0.75,0.653959,0.36036,0.401989,0.586861,0.472429,0.53495,0.390351,0.561379,1
0.275762,0.32664,0.51733,0.522905,0.561698,0.769231,0.586087,0.353457,0.537018,0.389353,0.416756,0.398747,0.399351,0.487024,0.484417,0.322306,0.580979,0.559917,0.55516,0.402329,0.49658,0.592539,0.395862,0.657514,0.541393,0.509409,0.701923,0.371585,0.528302,0.630058,0.304645,0.671212,0.300587,0.700129,0.784091,0.543066,0.555887,0.480742,0.513158,0.711724,1
0.555878,0.45917,0.350449,0.18324,0.312932,0.39819,0.29913,0.421616,0.50365,0.491649,0.468314,0.689979,0.603896,0.528547,0.459484,0.506616,0.385122,0.391529,0.610913,0.345408,0.751026,0.581062,0.828966,0.484104,0.227332,0.41129,0.726648,0.338798,0.361186,0.536127,0.525956,0.459091,0.570381,0.185328,0.453125,0.531387,0.628912,0.443652,0.55117,0.513103,3
0.404935,0.348059,0.215661,0.360894,0.281343,0.39457,0.390435,0.525803,0.541189,0.599165,0.556391,0.795407,0.808442,0.678201,0.607302,0.36673,0.214689,0.341942,0.297746,0.705045,0.518468,0.552367,0.449655,0.232659,0.486202,0.551075,0.46978,0.703552,0.332884,0.485549,0.595628,0.586364,0.599707,0.456885,0.649148,0.724088,0.594635,0.614836,0.435673,0.325517,3
0.657475,0.336011,0.396662,0.722905,0.725568,0.720362,0.675652,0.765336,0.615224,0.299582,0.258861,0.409186,0.349567,0.381488,0.350846,0.420605,0.425612,0.440083,0.556346,0.419146,0.674419,0.46198,0.48,0.433526,0.526938,0.422043,0.336538,0.632514,0.59434,0.42052,0.439891,0.468182,0.567449,0.648649,0.507102,0.786861,0.466468,0.383738,0.690058,0.515862,1
0.542816,0.587684,0.903723,0.643575,0.722606,0.678733,0.846957,0.828627,0.901981,0.548017,0.32116,0.440501,0.364719,0.232699,0.235975,0.291115,0.524482,0.316116,0.226572,0.369987,0.581395,0.492109,0.44,0.395954,0.331143,0.610215,0.302198,0.628415,0.416442,0.397399,0.35929,0.566667,0.470674,0.576577,0.710227,0.477372,0.602086,0.721826,0.627193,0.422069,2
0.759071,0.452477,0.286264,0.386592,0.380059,0.300452,0.18,0.40409,0.27633,0.231733,0.461869,0.441545,0.797619,0.608131,0.516474,0.588847,0.83145,0.626033,0.683274,0.446313,0.418605,0.728838,0.624828,0.287572,0.574244,0.46371,0.348901,0.588798,0.669811,0.722543,0.35929,0.506061,0.398827,0.67825,0.278409,0.623358,0.61699,0.475036,0.517544,0.37931,1
0.493469,0.603748,0.415918,0.601117,0.51234,0.578281,0.328696,0.433301,0.262774,0.449896,0.288937,0.58142,0.548701,0.718858,0.613535,0.670132,0.742938,0.571281,0.510083,0.605433,0.309166,0.638451,0.606897,0.315029,0.47569,0.486559,0.475275,0.319672,0.541779,0.541908,0.203552,0.675758,0.634897,0.531532,0.625,0.611679,0.33532,0.426534,0.321637,0.645517,1
0.503628,0.441767,0.677792,0.56648,0.495558,0.678733,0.604348,0.703019,0.792492,0.520877,0.473684,0.385177,0.348485,0.345156,0.26447,0.318526,0.466102,0.414256,0.328588,0.645537,0.321477,0.417504,0.477241,0.231214,0.273325,0.545699,0.43544,0.670765,0.429919,0.294798,0.63388,0.54697,0.567449,0.37323,0.622159,0.40146,0.769001,0.346648,0.624269,0.696552,2
0.603774,0.709505,0.666239,0.927374,0.976308,0.681448,0.76,0.753651,0.559958,0.447808,0.235231,0.302714,0.175325,0.299308,0.348175,0.344991,0.306968,0.494835,0.650059,0.601552,0.404925,0.56528,0.54069,0.560694,0.310118,0.318548,0.531593,0.396175,0.714286,0.517341,0.54235,0.363636,0.202346,0.458172,0.515625,0.451095,0.396423,0.188302,0.362573,0.45931,2
0.708273,0.473896,0.72914,0.56648,0.558736,0.80543,0.72087,0.560857,0.386861,0.514614,0.366273,0.538622,0.424242,0.296713,0.333927,0.354442,0.449153,0.350207,0.664294,0.474774,0.435021,0.243902,0.446897,0.686416,0.402102,0.479839,0.413462,0.598361,0.486523,0.472543,0.584699,0.506061,0.152493,0.36036,0.87358,0.467153,0.448584,0.455064,0.578947,0.491034,1
0.626996,0.544846,0.668806,0.526257,0.582428,0.634389,0.603478,0.596884,0.904067,0.504175,0.555317,0.434238,0.454545,0.315744,0.336598,0.34121,0.372881,0.31095,0.225386,0.626132,0.407661,0.338594,0.391724,0.456647,0.298292,0.266129,0.53022,0.387978,0.265499,0.654624,0.68306,0.468182,0.416422,0.495495,0.490057,0.522628,0.38152,0.507846,0.516082,0.615172,2
0.576197,0.547523,0.527599,0.398883,0.486673,0.526697,0.361739,0.493671,0.326382,0.359081,0.2116,0.354906,0.429654,0.488754,0.64114,0.563327,0.595104,0.741736,0.542112,0.574386,0.599179,0.205165,0.550345,0.320809,0.858081,0.364247,0.504121,0.506831,0.444744,0.398844,0.534153,0.35,0.722874,0.320463,0.272727,0.512409,0.527571,0.686163,0.633041,0.318621,1
0.423803,0.196787,0.557125,0.498324,0.670286,0.659729,0.604348,0.661149,0.508863,0.398747,0.382385,0.331942,0.24026,0.237024,0.298308,0.415879,0.222222,0.315083,0.567023,0.385511,0.470588,0.460545,0.24,0.614162,0.637319,0.413978,0.494505,0.829235,0.586253,0.530347,0.706284,0.618182,0.692082,0.643501,0.338068,0.275912,0.652757,0.156919,0.415205,0.707586,1
0.693759,0.606426,0.699615,0.36648,0.504442,0.365611,0.28087,0.432327,0.518248,0.292276,0.367347,0.419624,0.604978,0.495675,0.649154,0.718336,0.539548,0.464876,0.601423,0.469599,0.786594,0.368723,0.495172,0.433526,0.582129,0.392473,0.539835,0.487705,0.442049,0.578035,0.483607,0.362121,0.549853,0.438867,0.518466,0.474453,0.421759,0.295292,0.380117,0.417931,1
0.264151,0.680054,0.675225,0.746369,0.730503,0.846154,0.753043,0.844206,0.45464,0.631524,0.349087,0.444676,0.034632,0.25692,0.203028,0.115312,0.484934,0.493802,0.664294,0.382924,0.398085,0.507891,0.426207,0.59104,0.371879,0.577957,0.40522,0.665301,0.59434,0.456647,0.295082,0.434848,0.354839,0.369369,0.292614,0.478832,0.497765,0.53495,0.665205,0.653793,2
0.467344,0.678715,0.627728,0.414525,0.71767,0.626244,0.776522,0.684518,0.786236,0.44572,0.327605,0.421712,0.353896,0.357266,0.111309,0.353497,0.434087,0.396694,0.3879,0.608021,0.324213,0.195122,0.336552,0.559249,0.558476,0.579301,0.693681,0.472678,0.347709,0.42052,0.48224,0.3,0.555718,0.630631,0.288352,0.645255,0.396423,0.544936,0.397661,0.588966,2
0.259797,0.444444,0.626444,0.322905,0.46002,0.510407,0.545217,0.644596,0.455683,0.413361,0.485499,0.495825,0.442641,0.318339,0.382903,0.55104,0.423729,0.407025,0.404508,0.587322,0.387141,0.502152,0.532414,0.608382,0.630749,0.491935,0.498626,0.617486,0.487871,0.677746,0.583333,0.381818,0.331378,0.433719,0.625,0.386861,0.679583,0.694722,0.285088,0.38069,2
0.477504,0.238286,0.459564,0.348603,0.340573,0.259729,0.353913,0.190847,0.319082,0.282881,0.141783,0.565762,0.672078,0.703287,0.787177,0.888469,0.789077,0.595041,0.539739,0.712807,0.588235,0.440459,0.46069,0.362717,0.507227,0.571237,0.421703,0.270492,0.510782,0.342486,0.605191,0.640909,0.624633,0.447876,0.947443,0.652555,0.718331,0.208274,0.505848,0.24,3
0.349782,0.582329,0.509628,0.234637,0.478776,0.444344,0.326087,0.446933,0.265902,0.438413,0.208378,0.506263,0.536797,0.429066,0.608192,0.731569,0.645009,0.784091,0.392645,0.274256,0.603283,0.625538,0.241379,0.526012,0.571616,0.443548,0.526099,0.595628,0.673854,0.315029,0.449454,0.343939,0.530792,0.637066,0.553977,0.521168,0.28763,0.455064,0.621345,0.508966,1
0.570392,0.455154,0.478819,0.792179,0.584403,0.633484,0.689565,0.553067,0.383733,0.577244,0.390977,0.213987,0.205628,0.315744,0.270703,0.39414,0.455744,0.390496,0.514828,0.560155,0.658003,0.505022,0.366897,0.401734,0.487516,0.498656,0.465659,0.441257,0.486523,0.475434,0.495902,0.724242,0.258065,0.804376,0.49858,0.378102,0.552906,0.439372,0.570175,0.721379,1
0.078374,0.484605,0.554557,0.502793,0.662389,0.475113,0.281739,0.420643,0.334724,0.393528,0.43609,0.335073,0.491342,0.600346,0.577026,0.712665,0.73823,0.584711,0.434164,0.241915,0.363885,0.523673,0.362759,0.382948,0.503285,0.319892,0.407967,0.381148,0.491914,0.592486,0.372951,0.606061,0.655425,0.383526,0.528409,0.462774,0.411326,0.485021,0.704678,0.598621,1
0.2627,0.472557,0.50706,0.668156,0.825271,0.647964,0.746087,0.836417,0.58707,0.343424,0.410311,0.374739,0.233766,0.213668,0.204809,0.225898,0.454802,0.423554,0.418743,0.333765,0.566347,0.350072,0.54069,0.644509,0.218134,0.384409,0.396978,0.602459,0.568733,0.615607,0.487705,0.351515,0.445748,0.428571,0.448864,0.575182,0.377049,0.475036,0.460526,0.57931,1
0.256894,0.495315,0.464698,0.467039,0.628825,0.710407,0.811304,0.500487,0.673618,0.31524,0.446831,0.269311,0.489177,0.350346,0.272484,0.297732,0.443503,0.445248,0.333333,0.438551,0.402189,0.416069,0.471724,0.57659,0.580815,0.627688,0.554945,0.456284,0.318059,0.552023,0.331967,0.680303,0.59824,0.344916,0.34375,0.760584,0.578241,0.486448,0.423977,0.536552,1
0.564586,0.639893,0.27086,0.414525,0.23692,0.232579,0.423478,0.238559,0.407716,0.390397,0.377014,0.648225,0.703463,0.586505,0.658059,0.568053,0.648776,0.646694,0.734282,0.510996,0.488372,0.558106,0.518621,0.776012,0.60841,0.678763,0.278846,0.702186,0.621294,0.539017,0.385246,0.568182,0.514663,0.346203,0.646307,0.527007,0.786885,0.556348,0.292398,0.484138,1
0.387518,0.337349,0.62516,0.448045,0.343534,0.39638,0.483478,0.576436,0.759124,0.808977,0.779807,0.73382,0.625541,0.41263,0.43366,0.357278,0.304143,0.577479,0.460261,0.588616,0.47606,0.687231,0.50069,0.365607,0.48883,0.502688,0.381868,0.583333,0.579515,0.330925,0.554645,0.30303,0.447214,0.330759,0.413352,0.357664,0.505216,0.378031,0.497076,0.598621,3
0.513788,0.626506,0.410783,0.496089,0.498519,0.438914,0.447826,0.52483,0.375391,0.267223,0.38131,0.401879,0.461039,0.604671,0.418522,0.723062,0.516008,0.64876,0.672598,0.539457,0.493844,0.674319,0.321379,0.330925,0.537451,0.361559,0.398352,0.598361,0.289757,0.484104,0.56694,0.478788,0.3739,0.481338,0.528409,0.658394,0.555887,0.492154,0.745614,0.536552,1
0.670537,0.370817,0.459564,0.27933,0.534057,0.336652,0.407826,0.344693,0.264859,0.389353,0.225564,0.504175,0.660173,0.522491,0.802315,0.694707,0.52919,0.42562,0.393832,0.595084,0.522572,0.365854,0.438621,0.485549,0.449409,0.413978,0.442308,0.416667,0.521563,0.445087,0.646175,0.765152,0.781525,0.54955,0.411932,0.623358,0.557377,0.375178,0.586257,0.493793,3
0.539913,0.535475,0.427471,0.511732,0.458045,0.356561,0.321739,0.379747,0.013556,0.385177,0.409237,0.51357,0.643939,0.758651,0.675868,0.704159,0.618644,0.701446,0.488731,0.388098,0.641587,0.295552,0.457931,0.489884,0.375821,0.458333,0.457418,0.674863,0.377358,0.485549,0.452186,0.584848,0.519062,0.397683,0.480114,0.646715,0.311475,0.094151,0.614035,0.406897,1
0.612482,0.440428,0.320924,0.38324,0.287266,0.108597,0.429565,0.299903,0.203337,0.375783,0.354458,0.506263,0.801948,0.586505,0.720392,0.604915,0.653484,0.588843,0.645314,0.64295,0.596443,0.444763,0.285517,0.390173,0.457293,0.540323,0.541209,0.691257,0.586253,0.592486,0.14071,0.49697,0.785924,0.63964,0.519886,0.30219,0.581222,0.382311,0.600877,0.609655,3
0.535559,0.460509,0.578947,0.248045,0.239882,0.319457,0.197391,0.3963,0.183525,0.160752,0.319012,0.493737,0.690476,0.67301,0.775601,0.765595,0.791902,0.566116,0.641756,0.393273,0.465116,0.515065,0.228966,0.439306,0.791064,0.403226,0.142857,0.368852,0.463612,0.557803,0.713115,0.421212,0.434018,0.45045,0.47017,0.423358,0.454545,0.650499,0.595029,0.514483,3
0.624093,0.575636,0.722721,0.614525,0.485686,0.415385,0.534783,0.643622,0.676747,0.64405,0.573577,0.402923,0.65368,0.482699,0.343722,0.344045,0.426554,0.490702,0.377224,0.324709,0.426813,0.414634,0.543448,0.539017,0.612352,0.326613,0.45467,0.719945,0.392183,0.424855,0.515027,0.44697,0.565982,0.485199,0.552557,0.170803,0.637854,0.506419,0.596491,0.725517,2
0.629898,0.282463,0.508344,0.364246,0.327739,0.18009,0.255652,0.361246,0.284672,0.27453,0.353383,0.461378,0.604978,0.726644,0.998219,0.655009,0.626177,0.722107,0.430605,0.658473,0.525308,0.319943,0.318621,0.554913,0.39816,0.663978,0.348901,0.639344,0.380054,0.452312,0.368852,0.778788,0.55132,0.467181,0.491477,0.724088,0.4769,0.403709,0.464912,0.710345,1
0.706821,0.542169,0.445443,0.694972,0.517275,0.599095,0.647826,0.75073,0.738269,0.608559,0.513426,0.347599,0.385281,0.579585,0.305432,0.310019,0.352166,0.36157,0.478055,0.196636,0.495212,0.632712,0.398621,0.446532,0.239159,0.444892,0.578297,0.424863,0.560647,0.228324,0.39071,0.510606,0.365103,0.512227,0.75,0.579562,0.520119,0.453638,0.30117,0.664828,2
0.328012,0.455154,0.623877,0.581006,0.609082,0.660633,0.72087,0.610516,0.694473,0.480167,0.456498,0.502088,0.331169,0.32699,0.184328,0.296786,0.374765,0.422521,0.453144,0.542044,0.424077,0.278336,0.733793,0.364162,0.571616,0.458333,0.659341,0.325137,0.374663,0.541908,0.135246,0.693939,0.648094,0.589447,0.487216,0.654015,0.320417,0.721826,0.50731,0.628966,2
0.29463,0.289157,0.38896,0.408939,0.327739,0.247059,0.430435,0.34372,0.502607,0.699374,0.56928,0.687891,0.647186,0.540657,0.39537,0.405482,0.411488,0.529959,0.462633,0.628719,0.519836,0.38594,0.528276,0.458092,0.459921,0.637097,0.438187,0.681694,0.477089,0.413295,0.498634,0.465152,0.434018,0.567568,0.578125,0.573723,0.588674,0.409415,0.466374,0.463448,3
0.595065,0.566265,0.821566,0.693855,0.604146,0.828959,0.815652,0.605648,0.740355,0.424843,0.343716,0.314196,0.085498,0.426471,0.212823,0.342155,0.483992,0.219008,0.33452,0.461837,0.619699,0.753228,0.424828,0.855491,0.553219,0.424731,0.53022,0.453552,0.285714,0.473988,0.321038,0.686364,0.480938,0.315315,0.785511,0.6,0.789866,0.463623,0.697368,0.537931,1
0.828737,0.717537,0.499358,0.696089,0.558736,0.659729,0.805217,0.63778,0.641293,0.462422,0.45435,0.338205,0.319264,0.336505,0.26358,0.37051,0.242938,0.603306,0.322657,0.483829,0.511628,0.535151,0.368276,0.882948,0.395532,0.698925,0.476648,0.416667,0.415094,0.33526,0.647541,0.445455,0.5,0.48906,0.632102,0.486131,0.438152,0.442225,0.390351,0.543448,1
0.323657,0.282463,0.622593,0.421229,0.23692,0.314027,0.426957,0.449854,0.61731,0.525052,0.548872,0.541754,0.615801,0.581315,0.372217,0.347826,0.512241,0.43905,0.377224,0.571798,0.538988,0.58967,0.617931,0.683526,0.534823,0.581989,0.416209,0.554645,0.455526,0.416185,0.266393,0.683333,0.727273,0.527671,0.370739,0.470073,0.365127,0.664765,0.480994,0.408276,3
0.325109,0.708166,0.626444,0.72514,0.683119,0.561086,0.762609,0.69036,0.62878,0.439457,0.422127,0.354906,0.320346,0.32699,0.361532,0.359168,0.355932,0.659091,0.59312,0.382924,0.314637,0.401722,0.713103,0.508671,0.504599,0.435484,0.538462,0.532787,0.420485,0.609827,0.439891,0.768182,0.51173,0.590734,0.59233,0.585401,0.47392,0.680456,0.254386,0.493793,1
0.670537,0.61178,0.730424,0.612291,0.798618,0.611765,0.712174,0.571568,0.699687,0.363257,0.494092,0.284969,0.245671,0.203287,0.260018,0.382798,0.541431,0.403926,0.633452,0.460543,0.426813,0.443329,0.397241,0.534682,0.429698,0.78629,0.331044,0.803279,0.514825,0.476879,0.827869,0.421212,0.585044,0.567568,0.613636,0.261314,0.445604,0.145506,0.578947,0.566897,1
0.477504,0.254351,0.381258,0.443575,0.489635,0.427149,0.43913,0.644596,0.65902,0.707724,0.764769,0.626305,0.38961,0.49481,0.466607,0.455577,0.335217,0.197314,0.341637,0.59379,0.474692,0.153515,0.33931,0.390173,0.777924,0.555108,0.554945,0.427596,0.633423,0.686416,0.561475,0.533333,0.526393,0.359073,0.450284,0.626277,0.725782,0.46933,0.359649,0.693793,2
0.554427,0.455154,0.37484,0.381006,0.463968,0.473303,0.52,0.695229,0.387904,0.565762,0.703545,0.501044,0.544372,0.349481,0.230632,0.305293,0.271186,0.375,0.615658,0.243208,0.46922,0.733142,0.106207,0.381503,0.505913,0.525538,0.462912,0.63388,0.53504,0.436416,0.525956,0.440909,0.692082,0.326898,0.646307,0.605839,0.493294,0.520685,0.197368,0.146207,2
0.45283,0.555556,0.32991,0.398883,0.454097,0.247059,0.238261,0.214216,0.211679,0.359081,0.189044,0.30167,0.494589,0.605536,0.733749,0.755198,0.612994,0.617769,0.650059,0.433376,0.381669,0.45911,0.474483,0.364162,0.571616,0.528226,0.494505,0.461749,0.451482,0.235549,0.26776,0.478788,0.749267,0.407979,0.663352,0.245255,0.545455,0.492154,0.486842,0.489655,1
0.661829,0.464525,0.322208,0.258101,0.27542,0.520362,0.42,0.371957,0.409802,0.163883,0.435016,0.340292,0.821429,0.650519,0.704363,0.695652,0.545198,0.710744,0.640569,0.60414,0.458276,0.28264,0.417931,0.59104,0.285151,0.396505,0.56044,0.43306,0.345013,0.718208,0.203552,0.501515,0.416422,0.374517,0.552557,0.586861,0.605067,0.318117,0.466374,0.36,1
0.576197,0.136546,0.559692,0.443575,0.298124,0.375566,0.130435,0.419669,0.40146,0.542797,0.43609,0.455115,0.767316,0.622837,0.649154,0.574669,0.55838,0.729339,0.339265,0.627426,0.424077,0.558106,0.573793,0.446532,0.431012,0.428763,0.302198,0.599727,0.428571,0.719653,0.650273,0.406061,0.326979,0.396396,0.546875,0.366423,0.649776,0.554922,0.438596,0.441379,3
0.640058,0.515395,0.395379,0.151955,0.543929,0.382805,0.372174,0.349562,0.266945,0.230689,0.28464,0.730689,0.545455,0.699827,0.730187,0.494329,0.716573,0.678719,0.69395,0.57956,0.439124,0.472023,0.784828,0.397399,0.463863,0.509409,0.406593,0.571038,0.308625,0.346821,0.501366,0.628788,0.322581,0.518662,0.535511,0.583942,0.502235,0.557775,0.350877,0.667586,1
0.455733,0.634538,0.559692,0.442458,0.625864,0.595475,0.546957,0.533593,0.467153,0.503132,0.348013,0.329854,0.416667,0.391003,0.357079,0.404537,0.530132,0.536157,0.55516,0.335058,0.612859,0.460545,0.547586,0.901734,0.513798,0.68414,0.321429,0.56694,0.69407,0.806358,0.665301,0.524242,0.464809,0.226512,0.291193,0.551825,0.52459,0.313837,0.549708,0.206897,1
0.468795,0.360107,0.468549,0.543017,0.517275,0.444344,0.402609,0.473223,0.607925,0.631524,0.66058,0.850731,0.761905,0.506055,0.455922,0.517958,0.263653,0.573347,0.654804,0.137128,0.131327,0.370158,0.406897,0.450867,0.654402,0.647849,0.425824,0.601093,0.580863,0.354046,0.564208,0.418182,0.272727,0.469755,0.322443,0.490511,0.800298,0.610556,0.21345,0.504828,3
0.473149,0.605087,0.568678,0.597765,0.627838,0.480543,0.458261,0.649464,0.561001,0.658664,0.519871,0.458246,0.489177,0.372837,0.313446,0.404537,0.40113,0.31095,0.415184,0.457956,0.626539,0.447633,0.246897,0.416185,0.455979,0.555108,0.343407,0.25,0.381402,0.508671,0.654372,0.721212,0.788856,0.555985,0.505682,0.748905,0.318927,0.627675,0.47807,0.583448,2
0.738752,0.670683,0.762516,0.658101,0.645607,0.773756,0.626957,0.719572,0.763295,0.51357,0.359828,0.409186,0.235931,0.356401,0.277827,0.402647,0.480226,0.286157,0.501779,0.39586,0.533516,0.271162,0.571034,0.549133,0.421813,0.448925,0.56044,0.381148,0.509434,0.637283,0.26776,0.427273,0.233138,0.572716,0.47017,0.814599,0.441133,0.472183,0.774854,0.766897,1
0.619739,0.344043,0.401797,0.282682,0.440276,0.305882,0.518261,0.570594,0.366006,0.491649,0.6058,0.73382,0.583333,0.762976,0.535174,0.537807,0.451036,0.244835,0.588375,0.514877,0.463748,0.581062,0.355862,0.371387,0.578187,0.545699,0.42033,0.635246,0.580863,0.41763,0.513661,0.545455,0.589443,0.285714,0.346591,0.421898,0.33532,0.385164,0.77193,0.471724,3
0.417997,0.451138,0.661104,0.410056,0.450148,0.760181,0.818261,0.687439,0.740355,0.489562,0.578947,0.209812,0.518398,0.33564,0.428317,0.189036,0.544256,0.371901,0.349941,0.359638,0.564979,0.648494,0.411034,0.637283,0.668857,0.560484,0.598901,0.644809,0.80593,0.291908,0.755464,0.718182,0.294721,0.57529,0.518466,0.232117,0.47541,0.574893,0.809942,0.536552,2
0.422351,0.580991,0.491656,0.489385,0.485686,0.504072,0.484348,0.853944,0.542231,0.673278,0.429646,0.534447,0.481602,0.358131,0.328584,0.135161,0.251412,0.420455,0.342823,0.341527,0.440492,0.449067,0.401379,0.456647,0.471748,0.626344,0.398352,0.494536,0.532345,0.575145,0.505464,0.55,0.277126,0.555985,0.598011,0.516788,0.470939,0.433666,0.523392,0.508966,2
0.458636,0.547523,0.377407,0.527374,0.449161,0.61086,0.368696,0.507303,0.44317,0.56263,0.296455,0.416493,0.397186,0.442907,0.449688,0.506616,0.641243,0.483471,0.546856,0.445019,0.270862,0.229555,0.532414,0.488439,0.428384,0.31586,0.451923,0.42623,0.46496,0.385838,0.546448,0.445455,0.400293,0.445302,0.338068,0.458394,0.579732,0.122682,0.258772,0.751724,1
0.460087,0.414993,0.44801,0.458101,0.366239,0.452489,0.409565,0.565725,0.675704,0.568894,0.765843,0.643006,0.590909,0.50346,0.400712,0.544423,0.516008,0.474174,0.491103,0.353169,0.329685,0.48924,0.173793,0.400289,0.281209,0.514785,0.092033,0.371585,0.397574,0.433526,0.312842,0.437879,0.680352,0.539254,0.59517,0.677372,0.624441,0.403709,0.418129,0.361379,3
0.467344,0.313253,0.472401,0.437989,0.458045,0.451584,0.573913,0.659202,0.7122,0.713987,0.657358,0.629436,0.505411,0.422145,0.446126,0.41966,0.409605,0.465909,0.282325,0.477361,0.519836,0.568149,0.630345,0.75,0.421813,0.65457,0.554945,0.838798,0.253369,0.452312,0.846995,0.357576,0.485337,0.498069,0.400568,0.372263,0.283159,0.409415,0.76462,0.626207,2
0.317852,0.515395,0.774069,0.651397,0.679171,0.80543,0.62,0.725414,0.571429,0.349687,0.20623,0.255741,0.286797,0.289792,0.398931,0.23724,0.389831,0.307851,0.685647,0.573092,0.581395,0.576758,0.388966,0.488439,0.597898,0.299731,0.541209,0.449454,0.404313,0.374277,0.290984,0.609091,0.461877,0.522523,0.711648,0.372263,0.114754,0.480742,0.311404,0.532414,1
